date,portfolio_nav,cash,invested_cost,market_value,n_positions,total_layers,free_slots,cash_available_for_new_entry,candidate_count,new_entry_candidate_count,add_candidate_count,executed_new_entries,executed_adds,blocked_by_K,blocked_by_cash,blocked_by_held,blocked_by_lot,blocked_by_execution,released_capital_today,new_capital_committed_today
2021-06-29,1173598.3132318514,1337.3132318513963,1210902.1307182799,1172261.0,3,9,0,1337.3132318513963,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-06-30,1188715.3132318514,1337.3132318513963,1210902.1307182799,1187378.0,3,9,0,1337.3132318513963,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-07-01,1164603.3132318514,1337.3132318513963,1210902.1307182799,1163266.0,3,9,0,1337.3132318513963,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-07-02,1153294.3132318514,1337.3132318513963,1210902.1307182799,1151957.0,3,9,0,1337.3132318513963,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-07-05,1164015.3132318514,1337.3132318513963,1210902.1307182799,1162678.0,3,9,0,1337.3132318513963,1,1,0,0,0,1,0,0,0,0,0.0,0.0
2021-07-06,1179136.0482918513,630912.0482918514,612963.52108992,548224.0,2,6,1,630912.0482918514,0,0,0,0,0,0,0,0,0,0,630369.0,0.0
2021-07-07,1185464.0855805515,452182.0855805514,791693.4838012198,733282.0,2,6,1,452182.0855805514,0,0,1,0,1,0,0,0,0,0,0.0,178683.5
2021-07-08,1194393.0855805515,452182.0855805514,791693.4838012198,742211.0,2,6,1,452182.0855805514,2,2,0,0,0,1,0,0,0,0,0.0,0.0
2021-07-09,1204846.8873220114,64314.88732201149,1179560.68205976,1140532.0,3,11,0,64314.88732201149,0,0,1,1,1,0,0,0,0,0,0.0,387766.37
2021-07-12,1212159.8873220114,64314.88732201149,1179560.68205976,1147845.0,3,11,0,64314.88732201149,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-07-13,1214450.8873220114,64314.88732201149,1179560.68205976,1150136.0,3,11,0,64314.88732201149,1,1,0,0,0,1,0,0,0,0,0.0,0.0
2021-07-14,1219613.8873220114,64314.88732201149,1179560.68205976,1155299.0,3,11,0,64314.88732201149,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-07-15,1225814.8873220114,64314.88732201149,1179560.68205976,1161500.0,3,11,0,64314.88732201149,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-07-16,1197900.8873220114,64314.88732201149,1179560.68205976,1133586.0,3,11,0,64314.88732201149,1,1,0,0,0,1,0,0,0,0,0.0,0.0
2021-07-19,1246224.4585414515,598549.4585414515,664102.8888694199,647675.0,2,8,1,598549.4585414515,0,0,0,0,0,0,0,0,0,0,534908.56,0.0
2021-07-20,1259493.4585414515,598549.4585414515,664102.8888694199,660944.0,2,8,1,598549.4585414515,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-07-21,1254821.4585414515,598549.4585414515,664102.8888694199,656272.0,2,8,1,598549.4585414515,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-07-22,1286789.4585414515,598549.4585414515,664102.8888694199,688240.0,2,8,1,598549.4585414515,1,1,0,0,0,0,0,0,0,0,0.0,0.0
2021-07-23,1280115.0719587314,398826.0719587315,863826.2754521399,881289.0,3,9,0,398826.0719587315,1,1,0,1,0,1,0,0,0,0,0.0,199671.47
2021-07-26,1249928.0719587314,398826.0719587315,863826.2754521399,851102.0,3,9,0,398826.0719587315,2,2,0,0,0,1,0,1,0,0,0.0,0.0
2021-07-27,1192394.0445827316,200977.04458273153,1061675.3028281399,991417.0,3,9,0,200977.04458273153,3,3,1,0,1,2,0,1,0,0,0.0,197797.6
2021-07-28,1200649.0445827316,200977.04458273153,1061675.3028281399,999672.0,3,9,0,200977.04458273153,1,1,0,0,0,0,0,1,0,0,0.0,0.0
2021-07-29,1198852.5900112116,4377.590011211549,1258274.7573996596,1194475.0,3,9,0,4377.590011211549,1,1,1,0,1,0,0,1,0,0,0.0,196548.35
2021-07-30,1152070.5900112116,4377.590011211549,1258274.7573996596,1147693.0,3,9,0,4377.590011211549,2,2,0,0,0,1,0,1,0,0,0.0,0.0
2021-08-02,1229128.5900112116,4377.590011211549,1258274.7573996596,1224751.0,3,9,0,4377.590011211549,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-08-03,1252146.8339952116,501651.83399521164,783024.5724701398,750495.0,2,6,1,501651.83399521164,0,0,0,0,0,0,0,0,0,0,497901.6,0.0
2021-08-04,1252641.8339952116,501651.83399521164,783024.5724701398,750990.0,2,6,1,501651.83399521164,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-08-05,1244384.2397276117,721893.2397276117,583301.1858874199,522491.0,1,5,2,721893.2397276117,0,0,0,0,0,0,0,0,0,0,220519.26,0.0
2021-08-06,1241693.2397276117,721893.2397276117,583301.1858874199,519800.0,1,5,2,721893.2397276117,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-08-09,1250916.2397276117,721893.2397276117,583301.1858874199,529023.0,1,5,2,721893.2397276117,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-08-10,1294363.2397276117,721893.2397276117,583301.1858874199,572470.0,1,5,2,721893.2397276117,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-08-11,1288153.2397276117,721893.2397276117,583301.1858874199,566260.0,1,5,2,721893.2397276117,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-08-12,1269109.2397276117,721893.2397276117,583301.1858874199,547216.0,1,5,2,721893.2397276117,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-08-13,1275733.2397276117,721893.2397276117,583301.1858874199,553840.0,1,5,2,721893.2397276117,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-08-16,1275503.2397276117,721893.2397276117,583301.1858874199,553610.0,1,5,2,721893.2397276117,2,2,0,0,0,0,0,0,0,0,0.0,0.0
2021-08-17,1246127.3936628117,331922.3936628117,973272.0319522198,914205.0,3,7,0,331922.3936628117,0,0,0,2,0,0,0,0,0,0,0.0,389869.48
2021-08-18,1257130.3936628117,331922.3936628117,973272.0319522198,925208.0,3,7,0,331922.3936628117,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-08-19,1258409.3936628117,331922.3936628117,973272.0319522198,926487.0,3,7,0,331922.3936628117,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-08-20,1220540.3936628117,331922.3936628117,973272.0319522198,888618.0,3,7,0,331922.3936628117,3,3,0,0,0,2,0,1,0,0,0.0,0.0
2021-08-23,1236025.2991075518,145937.29910755175,1159257.1265074797,1090088.0,3,7,0,145937.29910755175,1,1,1,0,1,0,0,1,0,0,0.0,185936.75
2021-08-24,1257057.2991075518,145937.29910755175,1159257.1265074797,1111120.0,3,7,0,145937.29910755175,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-08-25,1279357.2991075518,145937.29910755175,1159257.1265074797,1133420.0,3,7,0,145937.29910755175,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-08-26,1243001.2991075518,145937.29910755175,1159257.1265074797,1097064.0,3,7,0,145937.29910755175,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-08-27,1242733.2991075518,145937.29910755175,1159257.1265074797,1096796.0,3,7,0,145937.29910755175,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-08-30,1253183.7476655517,388687.7476655517,963530.7708826797,864496.0,2,6,1,388687.7476655517,0,0,0,0,0,0,0,0,0,0,243056.7,0.0
2021-08-31,1232043.7476655517,388687.7476655517,963530.7708826797,843356.0,2,6,1,388687.7476655517,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-09-01,1248843.7476655517,388687.7476655517,963530.7708826797,860156.0,2,6,1,388687.7476655517,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-09-02,1230023.7476655517,388687.7476655517,963530.7708826797,841336.0,2,6,1,388687.7476655517,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-09-03,1242135.7476655517,388687.7476655517,963530.7708826797,853448.0,2,6,1,388687.7476655517,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-09-06,1271799.7476655517,388687.7476655517,963530.7708826797,883112.0,2,6,1,388687.7476655517,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-09-07,1272595.7476655517,388687.7476655517,963530.7708826797,883908.0,2,6,1,388687.7476655517,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-09-08,1254591.7476655517,388687.7476655517,963530.7708826797,865904.0,2,6,1,388687.7476655517,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-09-09,1255023.7476655517,388687.7476655517,963530.7708826797,866336.0,2,6,1,388687.7476655517,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-09-10,1273367.7476655517,388687.7476655517,963530.7708826797,884680.0,2,6,1,388687.7476655517,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-09-13,1254735.7476655517,388687.7476655517,963530.7708826797,866048.0,2,6,1,388687.7476655517,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-09-14,1260416.6573893118,602080.6573893118,769286.2804426798,658336.0,1,5,2,602080.6573893118,0,0,0,0,0,0,0,0,0,0,213662.12,0.0
2021-09-15,1237280.6573893118,602080.6573893118,769286.2804426798,635200.0,1,5,2,602080.6573893118,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-09-16,1232480.6573893118,602080.6573893118,769286.2804426798,630400.0,1,5,2,602080.6573893118,1,1,0,0,0,0,0,1,0,0,0.0,0.0
2021-09-17,1254023.646429312,405833.64642931183,965533.2914026798,848190.0,1,5,2,405833.64642931183,0,0,1,0,1,0,0,0,0,0,0.0,196196.0
2021-09-22,1220339.646429312,405833.64642931183,965533.2914026798,814506.0,1,5,2,405833.64642931183,2,2,0,0,0,0,0,1,0,0,0.0,0.0
2021-09-23,1217634.107452992,210756.10745299183,1160610.8303789997,1006878.0,2,7,1,210756.10745299183,0,0,0,1,0,0,0,0,0,0,0.0,195026.83
2021-09-24,1240464.107452992,210756.10745299183,1160610.8303789997,1029708.0,2,7,1,210756.10745299183,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-09-27,1295400.5587288318,1122276.5587288318,195077.53897632,173124.0,1,2,2,1122276.5587288318,1,1,0,0,0,0,0,1,0,0,912670.42,0.0
2021-09-28,1288781.9926732318,927971.9926732319,389382.10503192,360810.0,1,2,2,927971.9926732319,1,1,1,0,1,0,0,0,0,0,0.0,194254.06
2021-09-29,1277425.591613832,729031.5916138319,588322.50609132,548394.0,2,4,1,729031.5916138319,3,3,0,1,0,1,0,1,0,0,0.0,198888.69
2021-09-30,1313956.225260512,532502.225260512,784851.8724446399,781454.0,3,5,0,532502.225260512,0,0,0,1,0,0,0,0,0,0,0.0,196478.28
2021-10-08,1289710.225260512,532502.225260512,784851.8724446399,757208.0,3,5,0,532502.225260512,1,1,0,0,0,1,0,0,0,0,0.0,0.0
2021-10-11,1289393.225260512,532502.225260512,784851.8724446399,756891.0,3,5,0,532502.225260512,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-10-12,1261629.225260512,532502.225260512,784851.8724446399,729127.0,3,5,0,532502.225260512,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-10-13,1286186.225260512,532502.225260512,784851.8724446399,753684.0,3,5,0,532502.225260512,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-10-14,1274905.225260512,532502.225260512,784851.8724446399,742403.0,3,5,0,532502.225260512,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-10-15,1280879.225260512,532502.225260512,784851.8724446399,748377.0,3,5,0,532502.225260512,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-10-18,1307555.225260512,532502.225260512,784851.8724446399,775053.0,3,5,0,532502.225260512,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-10-19,1315914.225260512,532502.225260512,784851.8724446399,783412.0,3,5,0,532502.225260512,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-10-20,1315763.225260512,532502.225260512,784851.8724446399,783261.0,3,5,0,532502.225260512,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-10-21,1321492.225260512,532502.225260512,784851.8724446399,788990.0,3,5,0,532502.225260512,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-10-22,1294482.225260512,532502.225260512,784851.8724446399,761980.0,3,5,0,532502.225260512,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-10-25,1323496.194179072,772814.194179072,588322.50609132,550682.0,2,4,1,772814.194179072,0,0,0,0,0,0,0,0,0,0,240615.14,0.0
2021-10-26,1332540.194179072,772814.194179072,588322.50609132,559726.0,2,4,1,772814.194179072,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-10-27,1322054.194179072,772814.194179072,588322.50609132,549240.0,2,4,1,772814.194179072,1,1,0,0,0,0,0,0,0,0,0.0,0.0
2021-10-28,1296618.001095192,575628.001095192,785508.6991752,720990.0,3,6,0,575628.001095192,0,0,0,1,0,0,0,0,0,0,0.0,197134.94
2021-10-29,1315209.001095192,575628.001095192,785508.6991752,739581.0,3,6,0,575628.001095192,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-11-01,1292010.001095192,575628.001095192,785508.6991752,716382.0,3,6,0,575628.001095192,1,1,0,0,0,1,0,0,0,0,0.0,0.0
2021-11-02,1296710.001095192,575628.001095192,785508.6991752,721082.0,3,6,0,575628.001095192,2,2,0,0,0,2,0,0,0,0,0.0,0.0
2021-11-03,1302809.001095192,575628.001095192,785508.6991752,727181.0,3,6,0,575628.001095192,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-11-04,1300982.001095192,575628.001095192,785508.6991752,725354.0,3,6,0,575628.001095192,1,1,0,0,0,1,0,0,0,0,0.0,0.0
2021-11-05,1308387.001095192,575628.001095192,785508.6991752,732759.0,3,6,0,575628.001095192,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-11-08,1341376.001095192,575628.001095192,785508.6991752,765748.0,3,6,0,575628.001095192,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-11-09,1351177.9842137522,985555.9842137521,396126.59414327994,365622.0,2,4,1,985555.9842137521,0,0,0,0,0,0,0,0,0,0,410445.14,0.0
2021-11-10,1343713.9842137522,985555.9842137521,396126.59414327994,358158.0,2,4,1,985555.9842137521,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-11-11,1351099.9842137522,985555.9842137521,396126.59414327994,365544.0,2,4,1,985555.9842137521,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-11-12,1345375.9842137522,985555.9842137521,396126.59414327994,359820.0,2,4,1,985555.9842137521,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-11-15,1342612.9842137522,985555.9842137521,396126.59414327994,357057.0,2,4,1,985555.9842137521,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-11-16,1361030.7469881522,786745.7469881522,594936.8313688799,574285.0,2,4,1,786745.7469881522,2,2,1,0,1,1,0,0,0,0,0.0,198758.56
2021-11-17,1358702.6446103721,588042.6446103721,793639.9337466599,770660.0,3,5,0,588042.6446103721,0,0,0,1,0,0,0,0,0,0,0.0,198651.45
2021-11-18,1353185.6446103721,588042.6446103721,793639.9337466599,765143.0,3,5,0,588042.6446103721,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-11-19,1358839.6446103721,588042.6446103721,793639.9337466599,770797.0,3,5,0,588042.6446103721,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-11-22,1362423.6446103721,588042.6446103721,793639.9337466599,774381.0,3,5,0,588042.6446103721,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-11-23,1359273.6446103721,588042.6446103721,793639.9337466599,771231.0,3,5,0,588042.6446103721,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-11-24,1352014.6446103721,588042.6446103721,793639.9337466599,763972.0,3,5,0,588042.6446103721,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-11-25,1351764.6446103721,588042.6446103721,793639.9337466599,763722.0,3,5,0,588042.6446103721,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-11-26,1344310.6446103721,588042.6446103721,793639.9337466599,756268.0,3,5,0,588042.6446103721,1,1,0,0,0,1,0,0,0,0,0.0,0.0
2021-11-29,1377417.6446103721,588042.6446103721,793639.9337466599,789375.0,3,5,0,588042.6446103721,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-11-30,1380857.7191534722,799950.7191534722,593814.4186174199,580907.0,2,3,1,799950.7191534722,0,0,1,0,1,0,0,0,0,0,410350.24,197873.68
2021-12-01,1391557.7191534722,799950.7191534722,593814.4186174199,591607.0,2,3,1,799950.7191534722,2,2,0,0,0,1,0,0,0,0,0.0,0.0
2021-12-02,1391448.2659400722,608119.2659400722,785645.8718308199,783329.0,3,6,0,608119.2659400722,1,1,0,1,0,0,0,1,0,0,0.0,191781.59
2021-12-03,1391223.2659400722,608119.2659400722,785645.8718308199,783104.0,3,6,0,608119.2659400722,1,1,0,0,0,0,0,1,0,0,0.0,0.0
2021-12-06,1403378.6854342723,625555.6854342723,783990.7886210398,777823.0,2,5,1,625555.6854342723,0,0,1,0,1,0,0,0,0,0,214755.03,196996.8
2021-12-07,1426807.6854342723,625555.6854342723,783990.7886210398,801252.0,2,5,1,625555.6854342723,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-12-08,1426368.6854342723,625555.6854342723,783990.7886210398,800813.0,2,5,1,625555.6854342723,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-12-09,1435049.5194759923,1035549.5194759923,388879.47238139994,399500.0,1,3,2,1035549.5194759923,0,0,0,0,0,0,0,0,0,0,410511.08,0.0
2021-12-10,1443556.5194759923,1035549.5194759923,388879.47238139994,408007.0,1,3,2,1035549.5194759923,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-12-13,1447645.5194759923,1035549.5194759923,388879.47238139994,412096.00000000006,1,3,2,1035549.5194759923,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-12-14,1442287.5194759923,1035549.5194759923,388879.47238139994,406738.00000000006,1,3,2,1035549.5194759923,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-12-15,1436459.5194759923,1035549.5194759923,388879.47238139994,400910.0,1,3,2,1035549.5194759923,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-12-16,1437305.5194759923,1035549.5194759923,388879.47238139994,401756.0,1,3,2,1035549.5194759923,1,1,0,0,0,0,0,0,0,0,0.0,0.0
2021-12-17,1416714.9797879923,836498.9797879923,587930.0120693999,580216.0,2,7,1,836498.9797879923,0,0,0,1,0,0,0,0,0,0,0.0,198998.8
2021-12-20,1404151.9797879923,836498.9797879923,587930.0120693999,567653.0,2,7,1,836498.9797879923,5,5,0,0,0,3,0,1,0,0,0.0,0.0
2021-12-21,1413402.2342889924,464881.23428899236,959547.7575683999,948521.0,3,10,0,464881.23428899236,3,3,1,1,1,2,0,1,0,0,0.0,371521.15
2021-12-22,1415378.2342889924,464881.23428899236,959547.7575683999,950497.0,3,10,0,464881.23428899236,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-12-23,1420428.2342889924,464881.23428899236,959547.7575683999,955547.0,3,10,0,464881.23428899236,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-12-24,1381957.2342889924,464881.23428899236,959547.7575683999,917076.0,3,10,0,464881.23428899236,3,3,0,0,0,2,0,1,0,0,0.0,0.0
2021-12-27,1380664.1419013925,292404.1419013924,1132024.8499559998,1088260.0,3,10,0,292404.1419013924,0,0,1,0,1,0,0,0,0,0,0.0,172432.26
2021-12-28,1405879.1419013925,292404.1419013924,1132024.8499559998,1113475.0,3,10,0,292404.1419013924,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-12-29,1399781.1419013925,292404.1419013924,1132024.8499559998,1107377.0,3,10,0,292404.1419013924,1,1,0,0,0,1,0,0,0,0,0.0,0.0
2021-12-30,1402167.1419013925,292404.1419013924,1132024.8499559998,1109763.0,3,10,0,292404.1419013924,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2021-12-31,1425712.1419013925,292404.1419013924,1132024.8499559998,1133308.0,3,10,0,292404.1419013924,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-01-04,1411974.1419013925,292404.1419013924,1132024.8499559998,1119570.0,3,10,0,292404.1419013924,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-01-05,1358377.1419013925,292404.1419013924,1132024.8499559998,1065973.0,3,10,0,292404.1419013924,1,1,0,0,0,1,0,0,0,0,0.0,0.0
2022-01-06,1345899.1419013925,292404.1419013924,1132024.8499559998,1053495.0,3,10,0,292404.1419013924,1,1,0,0,0,1,0,0,0,0,0.0,0.0
2022-01-07,1338713.1419013925,292404.1419013924,1132024.8499559998,1046309.0,3,10,0,292404.1419013924,1,1,0,0,0,1,0,0,0,0,0.0,0.0
2022-01-10,1334854.1419013925,292404.1419013924,1132024.8499559998,1042450.0,3,10,0,292404.1419013924,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-01-11,1315656.1419013925,292404.1419013924,1132024.8499559998,1023252.0,3,10,0,292404.1419013924,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-01-12,1366768.1419013925,292404.1419013924,1132024.8499559998,1074364.0,3,10,0,292404.1419013924,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-01-13,1361313.1419013925,292404.1419013924,1132024.8499559998,1068909.0,3,10,0,292404.1419013924,2,2,0,0,0,2,0,0,0,0,0.0,0.0
2022-01-14,1365715.1419013925,292404.1419013924,1132024.8499559998,1073311.0,3,10,0,292404.1419013924,1,1,0,0,0,1,0,0,0,0,0.0,0.0
2022-01-17,1410347.1419013925,292404.1419013924,1132024.8499559998,1117943.0,3,10,0,292404.1419013924,1,1,0,0,0,1,0,0,0,0,0.0,0.0
2022-01-18,1390693.1419013925,292404.1419013924,1132024.8499559998,1098289.0,3,10,0,292404.1419013924,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-01-19,1357553.1419013925,292404.1419013924,1132024.8499559998,1065149.0,3,10,0,292404.1419013924,1,1,0,0,0,1,0,0,0,0,0.0,0.0
2022-01-20,1352920.1419013925,292404.1419013924,1132024.8499559998,1060516.0,3,10,0,292404.1419013924,1,1,0,0,0,1,0,0,0,0,0.0,0.0
2022-01-21,1341858.1419013925,292404.1419013924,1132024.8499559998,1049454.0,3,10,0,292404.1419013924,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-01-24,1352696.1419013925,292404.1419013924,1132024.8499559998,1060292.0,3,10,0,292404.1419013924,1,1,0,0,0,1,0,0,0,0,0.0,0.0
2022-01-25,1318113.1419013925,292404.1419013924,1132024.8499559998,1025709.0,3,10,0,292404.1419013924,1,1,0,0,0,1,0,0,0,0,0.0,0.0
2022-01-26,1357547.1419013925,292404.1419013924,1132024.8499559998,1065143.0,3,10,0,292404.1419013924,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-01-27,1324997.1419013925,292404.1419013924,1132024.8499559998,1032593.0,3,10,0,292404.1419013924,1,1,0,0,0,1,0,0,0,0,0.0,0.0
2022-01-28,1295001.1419013925,292404.1419013924,1132024.8499559998,1002597.0,3,10,0,292404.1419013924,3,3,0,0,0,1,0,2,0,0,0.0,0.0
2022-02-07,1331815.1252360325,2403.125236032429,1422025.8666213597,1329412.0,3,10,0,2403.125236032429,1,1,2,0,2,1,0,0,0,0,0.0,289925.64
2022-02-08,1285229.1252360325,2403.125236032429,1422025.8666213597,1282826.0,3,10,0,2403.125236032429,2,2,0,0,0,2,0,0,0,0,0.0,0.0
2022-02-09,1298779.1252360325,2403.125236032429,1422025.8666213597,1296376.0,3,10,0,2403.125236032429,1,1,0,0,0,1,0,0,0,0,0.0,0.0
2022-02-10,1252379.1252360325,2403.125236032429,1422025.8666213597,1249976.0,3,10,0,2403.125236032429,3,3,0,0,0,1,0,2,0,0,0.0,0.0
2022-02-11,1192849.1252360325,2403.125236032429,1422025.8666213597,1190446.0,3,10,0,2403.125236032429,3,3,0,0,0,1,0,2,0,0,0.0,0.0
2022-02-14,1208209.1252360325,2403.125236032429,1422025.8666213597,1205806.0,3,10,0,2403.125236032429,1,1,0,0,0,1,0,0,0,0,0.0,0.0
2022-02-15,1254979.1252360325,2403.125236032429,1422025.8666213597,1252576.0,3,10,0,2403.125236032429,1,1,0,0,0,1,0,0,0,0,0.0,0.0
2022-02-16,1257681.1252360325,2403.125236032429,1422025.8666213597,1255278.0,3,10,0,2403.125236032429,1,1,0,0,0,1,0,0,0,0,0.0,0.0
2022-02-17,1279441.1252360325,2403.125236032429,1422025.8666213597,1277038.0,3,10,0,2403.125236032429,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-02-18,1263501.1252360325,2403.125236032429,1422025.8666213597,1261098.0,3,10,0,2403.125236032429,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-02-21,1249225.1252360325,2403.125236032429,1422025.8666213597,1246822.0,3,10,0,2403.125236032429,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-02-22,1243479.1252360325,2403.125236032429,1422025.8666213597,1241076.0,3,10,0,2403.125236032429,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-02-23,1300203.1252360325,2403.125236032429,1422025.8666213597,1297800.0,3,10,0,2403.125236032429,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-02-24,1288341.1252360325,2403.125236032429,1422025.8666213597,1285938.0,3,10,0,2403.125236032429,1,1,0,0,0,1,0,0,0,0,0.0,0.0
2022-02-25,1317539.1252360325,2403.125236032429,1422025.8666213597,1315136.0,3,10,0,2403.125236032429,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-02-28,1346457.1252360325,2403.125236032429,1422025.8666213597,1344054.0,3,10,0,2403.125236032429,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-01,1371669.5938180324,596757.5938180324,839582.7607767599,774912.0,2,7,1,596757.5938180324,0,0,0,0,0,0,0,0,0,0,595104.3,0.0
2022-03-02,1352541.5938180324,596757.5938180324,839582.7607767599,755784.0,2,7,1,596757.5938180324,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-03,1345929.5938180324,596757.5938180324,839582.7607767599,749172.0,2,7,1,596757.5938180324,2,2,0,0,0,1,0,0,0,0,0.0,0.0
2022-03-04,1308451.0900637526,398530.0900637525,1037810.2645310399,909921.0,3,8,0,398530.0900637525,2,2,0,1,0,1,0,1,0,0,0.0,198175.98
2022-03-07,1256562.0900637526,398530.0900637525,1037810.2645310399,858032.0,3,8,0,398530.0900637525,5,5,0,0,0,2,0,3,0,0,0.0,0.0
2022-03-08,1235519.4394371125,13481.439437112538,1422858.91515768,1222038.0,3,8,0,13481.439437112538,4,4,2,0,2,1,0,3,0,0,0.0,384948.56
2022-03-09,1269812.4394371125,13481.439437112538,1422858.91515768,1256331.0,3,8,0,13481.439437112538,2,2,0,0,0,1,0,1,0,0,0.0,0.0
2022-03-10,1312226.4394371125,13481.439437112538,1422858.91515768,1298745.0,3,8,0,13481.439437112538,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-11,1316573.4394371125,13481.439437112538,1422858.91515768,1303092.0,3,8,0,13481.439437112538,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2022-03-14,1250678.4394371125,13481.439437112538,1422858.91515768,1237197.0,3,8,0,13481.439437112538,3,3,0,0,0,3,0,0,0,0,0.0,0.0
2022-03-15,1224106.4394371125,13481.439437112538,1422858.91515768,1210625.0,3,8,0,13481.439437112538,4,4,0,0,0,4,0,0,0,0,0.0,0.0
2022-03-16,1317322.4394371125,13481.439437112538,1422858.91515768,1303841.0,3,8,0,13481.439437112538,0,0,0,0,0,0,0,0,0,0,0.0,0.0
