episode_id,level,layer_pnl,layer_return_pct
270,1,37348.50594816008,18.75276321406046
271,1,5206.028539140039,2.626515246795181
271,2,21368.466147600033,10.69002715904337
271,3,27705.661483500007,14.055003984678274
272,1,33020.98066800003,16.516134829045363
272,2,54433.92067182,27.398051749297874
273,1,-14764.348652219924,-7.421493358612241
273,2,26846.90806608004,13.5037855397836
274,1,-19054.243234619935,-9.58071003969774
274,2,-7543.930624559987,-3.7906438173701464
274,3,7223.756918400031,3.6160107083174866
274,4,15805.107960840018,7.944164873243022
274,5,20781.738529200025,10.435184062625558
275,1,-11013.112554839987,-5.558826825304186
275,2,-1080.6640613999334,-0.5509407039846206
275,3,-602.088299999974,-0.3015699434630382
275,4,29333.40445332002,14.846140689043729
276,1,-19131.195338639896,-9.617998291240873
276,2,6539.527811520064,3.28747718831374
277,1,9628.62405911999,4.918475415474579
277,2,18431.307377999998,9.4985079336114
278,1,16496.0328033001,8.65184176443916
278,2,23603.329883520055,11.959020389574254
279,1,-12628.333669679967,-6.456990077131852
279,2,30448.253059560026,15.57088000147903
279,3,53843.88420648003,27.801329847057666
280,1,-29353.26549240001,-15.211871786959904
280,2,-24597.09499086003,-12.52479620333466
280,3,-13851.385613999999,-7.146448066728671
280,4,-6927.486649559985,-3.551126967199329
280,5,11043.501029999956,5.708164505221147
281,1,12399.95617380002,6.222352748097997
281,2,14326.380914040055,7.259215180937913
282,1,12090.826855799998,6.1610247191303245
282,2,52945.37108784003,26.867635174376847
283,1,54581.264812800044,27.365745385479556
284,1,-331.97993639996275,-0.16881120206228734
284,2,7789.189897440054,3.9928071694667078
285,1,34598.68160364,19.7457903723054
286,1,-10071.35760906001,-5.451593719370215
286,2,-3941.2730610000144,-1.9903485281290787
287,1,10073.314666799968,5.167249948698281
287,2,24842.61343872003,12.815777217694555
288,1,42146.31027419999,22.166014649846574
288,2,42407.63920206,22.334151635506757
289,1,33215.86575648002,19.16467811575612
290,1,17215.76176254,8.922494348994318
291,1,4541.464932840026,2.4520211429184493
292,1,5567.457891600003,5.054954798665437
292,2,11319.698085299999,10.844036524417993
292,3,34163.9017632,17.320254089880187
293,1,-26089.568651519963,-20.549471921506715
293,2,-13223.374310519983,-11.589934529592389
293,3,7495.974192960042,3.8590408283809055
294,1,-43775.32083407999,-24.28901221506584
294,2,-27241.213451759977,-14.611667911728382
295,1,4651.1228584800265,2.3870856178102478
295,2,14655.520031400054,7.361231901596456
296,1,31388.632062480057,16.06362295571151
296,2,33816.49695270008,16.96986429501992
297,1,-3959.449609679985,-1.9912914951639942
298,1,-3584.6360153999703,-1.8020093863143682
298,2,1896.2626478400198,0.9802670144067198
298,3,-2479.2446883600205,-1.253289531895661
298,4,1527.7988721599977,0.7882893204629694
