sig_date,ts_code,release_date,wait_days,signal_close_adj,signal_bb_lower,in_pit,valid,oversold,is_limit,in_top10,one_lot,amount_rank,release_close_adj,release_bb_lower,release_bb_upper,release_open_raw,release_return_from_signal_pct,release_distance_to_lbb_pct,still_below_lower_band,ind_cov,ind_return,ind_win,ind_mae,ind_hold,ind_exit_date,expired_tp_before_release,state,retrigger_count,retrigger_ge1,days_to_first_retrigger,natural_capture_count,natural_captured
2023-11-27,002594.SZ,2023-12-29,24,214.12249999999997,223.55648535012526,True,True,False,False,False,True,39,202.95,189.73401839164652,207.86348160835345,198.97,-5.217807563427468,6.9655308628277846,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,3,1,1.0,2,1
2023-11-29,002594.SZ,2023-12-29,22,207.02949999999998,212.59571834525448,True,True,False,False,False,True,39,202.95,189.73401839164652,207.86348160835345,198.97,-1.9704921279334542,6.9655308628277846,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,1,1,1.0,1,1
2023-11-30,002594.SZ,2023-12-29,21,204.12875,206.75806590202401,True,True,False,False,False,True,39,202.95,189.73401839164652,207.86348160835345,198.97,-0.5774541802661348,6.9655308628277846,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2023-12-11,000568.SZ,2023-12-29,14,6222.263150000001,6327.234424277743,True,True,False,False,False,True,57,6149.26166,5487.080724803694,6755.8517891963065,179.46,-1.173230515009649,12.068000607372099,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,2,1,2.0,1,1
2023-12-13,000858.SZ,2023-12-29,12,2463.5587,2487.1161550509764,True,True,False,False,True,True,10,2583.80865,2363.1599873202213,2695.0537976797787,140.0,4.881148153685144,9.33701754700027,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,1,1,1.0,0,0
2023-12-13,000568.SZ,2023-12-29,12,5973.783900000001,6068.340092850419,True,True,False,False,False,True,57,6149.26166,5487.080724803694,6755.8517891963065,179.46,2.937464142283397,12.068000607372099,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,1,1,1.0,0,0
2023-12-14,002456.SZ,2023-12-29,11,179.08944,182.70736906456415,True,True,False,False,True,True,7,178.06724,157.34614091660308,207.4157070833969,8.2,-0.5707762557077611,13.169118074767127,0,1,9.13490121758614,1.0,-31.04845041063719,48.0,2024-03-01,0.0,Q3_NO_LONGER_OVERSOLD,2,1,1.0,0,0
2023-12-14,000628.SZ,2023-12-29,11,167.12002999999999,169.41440592082162,True,True,False,False,False,True,20,157.93272,147.56099087173297,200.342411128267,47.5,-5.497431995434654,7.028774384744141,0,1,44.67924500816973,1.0,-36.92391145097643,43.0,2024-02-23,0.0,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2023-12-20,000651.SZ,2023-12-29,7,6127.4752,6315.545812451005,True,True,False,False,False,True,97,6400.02848,6200.1275097095,6723.473674290499,32.21,4.4480519480519565,3.22414289024624,0,1,12.104633410839131,1.0,1.152866426178334,26.0,2024-01-29,0.0,Q3_NO_LONGER_OVERSOLD,1,1,1.0,1,1
2023-12-21,000651.SZ,2023-12-29,6,6264.74656,6271.854478877823,True,True,False,False,False,True,97,6400.02848,6200.1275097095,6723.473674290499,32.21,2.15941568751985,3.22414289024624,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2023-12-25,002555.SZ,2023-12-29,4,248.41392000000002,267.07235819449096,True,True,False,False,False,True,36,246.44861999999998,231.59040812396728,346.6663618760327,18.22,-0.7911392405063444,6.415728525371089,0,1,17.471539089853273,1.0,-15.41614883789949,39.0,2024-02-28,0.0,Q3_NO_LONGER_OVERSOLD,2,1,1.0,0,0
2023-12-27,300059.SZ,2023-12-29,2,1086.5503,1092.8509773361561,True,True,False,False,False,True,16,1136.7486,1092.5822054918601,1198.8082595081398,13.91,4.6199701937406745,4.042386402243925,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2024-01-04,000625.SZ,2024-01-25,15,225.87917,226.37695348288665,True,True,False,False,False,True,19,211.84482,193.49811737718633,247.23956462281362,13.72,-6.213211249182471,9.481592312885612,0,1,12.686864654118963,1.0,-23.01815831227596,30.0,2024-02-26,0.0,Q3_NO_LONGER_OVERSOLD,1,1,1.0,1,1
2024-01-05,000625.SZ,2024-01-25,14,219.96997000000002,220.80442208736275,True,True,False,False,False,True,19,211.84482,193.49811737718633,247.23956462281362,13.72,-3.6937541974479626,9.481592312885612,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2024-01-08,000063.SZ,2024-01-25,13,383.2218,390.5870545176033,True,True,False,False,False,True,12,404.83943999999997,366.27821711749687,430.10253888250304,23.85,5.641025641025643,10.527850437290187,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2024-01-08,000858.SZ,2024-01-25,13,2358.9615,2363.824024601964,True,True,False,False,False,True,11,2414.3906500000003,2248.83899303275,2558.3783419672495,128.0,2.3497267759563067,7.361650054990809,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2024-01-12,000661.SZ,2024-01-25,9,940.625,983.6413297308144,True,True,False,False,False,True,164,933.2505,849.3264105974488,1144.693239402551,122.68,-0.7839999999999958,9.88125276164622,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,2,1,1.0,0,0
2024-01-16,300033.SZ,2024-01-25,7,1181.03739,1233.1513978394405,True,True,False,False,False,True,79,1174.0403999999999,1042.0814657065844,1512.3741912934156,127.0,-0.5924444102485271,12.663015189886394,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,3,1,1.0,0,0
2024-01-17,600519.SH,2024-01-25,6,12391.4352,12545.423922462243,True,True,False,False,True,True,1,12870.7488,12404.255883511445,13530.365809288554,1626.82,3.8681039949270746,3.7607488983571136,0,1,5.907729356690894,1.0,1.296416417127988,13.0,2024-02-06,0.0,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2024-01-17,002475.SZ,2024-01-25,6,967.8152,996.7787531626087,True,True,False,False,False,True,66,992.6921400000001,930.2667066061837,1179.229649393817,29.0,2.5704225352112697,6.710487750503091,0,1,7.219372761109448,1.0,-9.700228849165017,37.0,2024-03-19,0.0,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2024-01-22,301236.SZ,2024-01-25,3,82.49980000000001,86.0373521929365,True,True,False,False,False,True,36,84.07231,80.43024043496435,118.12535556503563,36.42,1.906077348066293,4.528234088745053,0,1,15.202767971466354,1.0,-18.60402857348149,18.0,2024-02-26,0.0,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2024-01-30,603259.SH,2024-02-08,7,137.69070000000002,145.57350563595116,True,True,False,False,True,True,2,128.65664,107.16080305810272,204.08799494189725,53.65,-6.561125769569043,20.05942128881044,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,2,1,1.0,2,1
2024-01-30,002594.SZ,2024-02-08,7,176.26924999999997,181.96712127502713,True,True,False,False,False,True,22,185.69924999999998,168.0649324536735,206.43726754632647,181.49,5.349770308774793,10.492562183480668,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,3,1,1.0,0,0
2024-01-30,002129.SZ,2024-02-08,7,66.27474000000001,69.8530793458136,True,True,False,False,False,True,39,64.20033,54.551642758300794,93.19422024169918,11.64,-3.1300160513643926,17.68725331416534,0,1,-6.5866863796632105,0.0,-21.507064364207228,69.0,2024-05-22,0.0,Q3_NO_LONGER_OVERSOLD,3,1,1.0,0,0
2024-01-31,603259.SH,2024-02-08,6,131.2724,138.19450236804073,True,True,False,False,True,True,2,128.65664,107.16080305810272,204.08799494189725,53.65,-1.9926199261992572,20.05942128881044,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,1,1,3.0,1,1
2024-01-31,300418.SZ,2024-02-08,6,119.88571999999999,125.05056550283206,True,True,False,False,False,True,17,132.90096,113.92294575636777,153.71000024363224,32.15,10.856372218476062,16.658640730918293,0,1,39.428041617887864,1.0,-5.048190465578751,6.0,2024-02-19,0.0,Q3_NO_LONGER_OVERSOLD,1,1,3.0,0,0
2024-02-05,603259.SH,2024-02-08,3,116.81306,117.83586934628144,True,True,False,False,True,True,2,128.65664,107.16080305810272,204.08799494189725,53.65,10.138917686087524,20.05942128881044,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2024-04-08,600519.SH,2024-04-29,15,13095.947616,13132.294295273165,True,True,False,False,True,True,2,13389.3504,12796.221150948386,13610.83874185161,1696.95,2.2404089616358425,4.635190671174461,0,1,5.19682233937109,1.0,-1.7024693408321578,16.0,2024-05-06,0.0,Q3_NO_LONGER_OVERSOLD,4,1,1.0,4,1
2024-04-09,600519.SH,2024-04-29,14,13061.059872,13112.105600831115,True,True,False,False,True,True,2,13389.3504,12796.221150948386,13610.83874185161,1696.95,2.513506034098967,4.635190671174461,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,3,1,1.0,3,1
2024-04-10,600519.SH,2024-04-29,13,12949.167647999999,13031.181990815176,True,True,False,False,True,True,2,13389.3504,12796.221150948386,13610.83874185161,1696.95,3.399313098459933,4.635190671174461,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,2,1,1.0,2,1
2024-04-10,000977.SZ,2024-04-29,13,246.0843,247.42194374497572,True,True,False,False,False,True,37,255.30417000000003,222.3011049116851,284.81164408831495,37.91,3.746630727762801,14.84610933509587,0,1,12.570545419631626,1.0,-5.943113490283292,14.0,2024-05-06,0.0,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2024-04-11,600519.SH,2024-04-29,12,12949.3248,12976.547072627362,True,True,False,False,True,True,2,13389.3504,12796.221150948386,13610.83874185161,1696.95,3.398058252427183,4.635190671174461,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,1,1,1.0,1,1
2024-04-12,600519.SH,2024-04-29,11,12839.554128,12891.540060801795,True,True,False,False,True,True,2,13389.3504,12796.221150948386,13610.83874185161,1696.95,4.282051125132336,4.635190671174461,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2024-04-16,000625.SZ,2024-04-29,9,244.04996,246.11869574943654,True,True,False,False,True,True,8,241.68627999999998,233.19837609605395,274.12121690394605,16.7,-0.9685230024213176,3.639778306367747,0,1,-3.58132493313491,0.0,-21.00225913175552,56.0,2024-07-10,0.0,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2024-04-23,002230.SZ,2024-04-29,4,569.5329,582.455432657063,True,True,False,False,False,True,51,617.5707,569.94775547997,677.3930745200298,44.86,8.43459614010007,8.355668403312722,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2024-04-25,002466.SZ,2024-04-29,2,317.20385999999996,334.3183117829286,True,True,False,False,False,True,55,330.15425999999997,314.3625896857835,448.1003043142165,38.83,4.082674151569288,5.023393632811324,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,1,1,1.0,0,0
2024-04-26,600919.SH,2024-04-29,1,11.09849,11.103726102281868,True,True,False,False,False,True,13,11.4313,11.116215438444597,12.111028561555406,7.64,2.998696219035213,2.834458933439765,0,1,-3.22433989136676,0.0,-4.937993943229535,42.0,2024-07-02,0.0,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2024-05-07,000100.SZ,2024-05-21,10,16.712490000000003,17.03392830489995,True,True,False,False,False,True,76,16.4565,16.157192521355036,18.386829478644962,4.47,-1.5317286652078987,1.8524720693237073,0,1,6.430946014868081,1.0,-21.77020376586537,99.0,2024-09-27,0.0,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2024-05-28,000725.SZ,2024-07-09,29,21.7588,22.194346075969225,True,True,False,False,False,True,60,21.971899999999998,21.106307580057504,22.323491219942497,4.02,0.9793738625291759,4.101107769131329,0,1,4.499483038676097,1.0,-4.729416924538842,29.0,2024-07-10,0.0,Q3_NO_LONGER_OVERSOLD,2,1,1.0,0,0
2024-05-31,601138.SH,2024-07-09,26,25.888299999999997,25.934623262894082,True,True,False,False,True,True,7,32.769999999999996,28.548428006606244,33.33116519339376,27.1,26.582278481012644,14.78740613114271,0,1,17.235953981802986,1.0,3.344930931137835,8.0,2024-06-14,1.0,Q0_EXPIRED_TP,0,0,,0,0
2024-06-06,601012.SH,2024-07-09,22,334.8382,345.6566900591293,True,True,False,False,False,True,31,256.48839999999996,238.8504977852445,342.1264790147554,13.06,-23.39930151338767,7.384494643429251,0,1,-12.181185272863992,0.0,-23.302503947665233,40.0,2024-08-05,0.0,Q3_NO_LONGER_OVERSOLD,2,1,1.0,1,1
2024-06-07,300750.SZ,2024-07-09,21,360.62712,363.05526489823853,True,True,False,False,False,True,14,327.98682,323.17357232163465,360.02710447836535,175.3,-9.05098318728773,1.4893692091799693,0,1,1.3901215027090492,1.0,-8.530622816337097,29.0,2024-07-22,0.0,Q3_NO_LONGER_OVERSOLD,3,1,1.0,3,1
2024-06-07,601012.SH,2024-07-09,21,326.26259999999996,337.2828818741941,True,True,False,False,False,True,31,256.48839999999996,238.8504977852445,342.1264790147554,13.06,-21.38590203106333,7.384494643429251,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,1,1,1.0,0,0
2024-06-11,600519.SH,2024-07-09,20,12328.5744,12533.74177385838,True,True,False,False,True,True,2,11533.0006,11422.780123029712,12395.420269870287,1420.0,-6.453088363566184,0.9649181353676761,0,1,0.5216824393800606,1.0,-9.644495631756778,27.0,2024-07-19,0.0,Q3_NO_LONGER_OVERSOLD,3,1,1.0,3,1
2024-06-11,300750.SZ,2024-07-09,20,352.358082,358.3673357245232,True,True,False,False,False,True,14,327.98682,323.17357232163465,360.02710447836535,175.3,-6.916617851268702,1.4893692091799693,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,2,1,1.0,2,1
2024-06-11,000858.SZ,2024-07-09,20,2550.1092,2573.0995583503327,True,True,False,False,False,True,19,2339.99405,2305.9008690472137,2535.9392961527865,125.91,-8.239456961294056,1.4785189342017668,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,1,1,2.0,1,1
2024-06-12,600519.SH,2024-07-09,19,12349.632768,12404.144485639406,True,True,False,False,True,True,2,11533.0006,11422.780123029712,12395.420269870287,1420.0,-6.612602846912441,0.9649181353676761,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,2,1,1.0,2,1
2024-06-12,300750.SZ,2024-07-09,19,346.44096,352.83767416919665,True,True,False,False,False,True,14,327.98682,323.17357232163465,360.02710447836535,175.3,-5.326777757456858,1.4893692091799693,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,1,1,1.0,1,1
2024-06-13,600519.SH,2024-07-09,18,12218.646576,12263.471742644939,True,True,False,False,True,True,2,11533.0006,11422.780123029712,12395.420269870287,1420.0,-5.611472365087911,0.9649181353676761,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,1,1,17.0,1,1
2024-06-13,300750.SZ,2024-07-09,18,345.656988,348.2638993952914,True,True,False,False,False,True,14,327.98682,323.17357232163465,360.02710447836535,175.3,-5.112052877114115,1.4893692091799693,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2024-06-13,000858.SZ,2024-07-09,18,2477.9224,2490.9935518829866,True,True,False,False,False,True,19,2339.99405,2305.9008690472137,2535.9392961527865,125.91,-5.566290130796681,1.4785189342017668,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2024-06-28,300059.SZ,2024-07-09,7,857.7571200000001,902.0746821402413,True,True,False,False,False,True,26,822.8295100000001,767.9829509096235,1066.4525652903765,9.98,-4.07196969696969,7.141637587841587,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,2,1,1.0,0,0
2024-07-08,600519.SH,2024-07-09,1,11388.4,11461.939987648975,True,True,False,False,True,True,2,11533.0006,11422.780123029712,12395.420269870287,1420.0,1.269718309859158,0.9649181353676761,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2024-07-08,601919.SH,2024-07-09,1,29.995200000000004,30.16597182307386,True,True,False,False,False,True,21,30.245160000000002,29.9324055328478,33.9375575671522,14.29,0.8333333333333304,1.0448691362576534,0,1,1.728554133928233,1.0,-18.9753563441457,51.0,2024-09-20,0.0,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2024-07-25,300308.SZ,2024-09-20,39,802.45801,818.8668453170852,True,True,False,False,False,True,25,715.367,635.5605030983608,795.6000919016391,111.9,-10.8530301791118,12.55686854557232,0,1,7.199933708510119,1.0,-19.06064760762828,40.0,2024-09-24,0.0,Q3_NO_LONGER_OVERSOLD,2,1,25.0,1,1
2024-07-25,300502.SZ,2024-09-20,39,796.1120369999999,827.4607307123124,True,True,False,False,False,True,33,813.7014479999999,729.3070249567033,874.6518203432965,98.69,2.2094140249759864,11.57186481897754,0,1,13.964744747831642,1.0,-8.832761858698445,35.0,2024-09-13,1.0,Q0_EXPIRED_TP,2,1,1.0,1,1
2024-07-30,600519.SH,2024-09-20,36,11067.5198,11087.795827464573,True,True,False,False,True,True,1,10136.6384,10119.968642495112,11901.740337504887,1261.5,-8.410930513989234,0.1647214343618586,0,1,4.979956385509713,1.0,0.7986260334960527,22.0,2024-08-30,1.0,Q0_EXPIRED_TP,5,1,29.0,5,1
2024-08-02,002594.SZ,2024-09-20,33,243.607728,245.61697694925118,True,True,False,False,False,True,14,265.72936000000004,241.6390215013348,273.40071609866516,255.38,9.080841638981196,9.96955638579764,0,1,6.379967880191982,1.0,-1.999750379580556,19.0,2024-08-30,1.0,Q0_EXPIRED_TP,2,1,1.0,1,1
2024-08-05,002475.SZ,2024-09-20,32,1184.683437,1202.5335774790574,True,True,False,False,False,True,15,1256.43042,1201.9946876568815,1343.2724451431186,36.16,6.056215589684144,4.5287831054589,0,1,8.544910470004318,1.0,-1.2818167747745246,18.0,2024-08-30,1.0,Q0_EXPIRED_TP,0,0,,0,0
2024-08-05,300502.SZ,2024-09-20,32,726.51915,729.8939979195844,True,True,False,False,False,True,33,813.7014479999999,729.3070249567033,874.6518203432965,98.69,11.99999999999999,11.57186481897754,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2024-08-06,002594.SZ,2024-09-20,31,237.548144,239.0942928697495,True,True,False,False,False,True,14,265.72936000000004,241.6390215013348,273.40071609866516,255.38,11.863370315366485,9.96955638579764,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2024-08-22,000063.SZ,2024-09-20,19,403.95644799999997,412.67460693515955,True,True,False,False,False,True,66,405.298496,392.4207575373577,415.2237288626423,23.95,0.33222591362127574,3.281615005143146,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2024-08-22,000858.SZ,2024-09-20,19,2310.739614,2313.0729629192333,True,True,False,False,False,True,17,2106.193608,2060.7106696328383,2387.9835241671617,110.13,-8.851971237292345,2.2071481958826134,0,1,9.447704740723928,1.0,-10.7940152716272,22.0,2024-09-26,0.0,Q3_NO_LONGER_OVERSOLD,5,1,2.0,4,1
2024-08-23,688012.SH,2024-09-20,18,131.53404,135.79335397837883,True,True,True,False,False,True,106,120.99204,121.56098187867678,137.3746341213232,124.5,-8.014655369819101,-0.46803001249579035,1,0,,,,,,,Q2_OVERSOLD_NOT_TOP10,2,1,1.0,0,0
2024-08-26,000858.SZ,2024-09-20,17,2255.926632,2278.1653445960915,True,True,False,False,False,True,17,2106.193608,2060.7106696328383,2387.9835241671617,110.13,-6.63731798171352,2.2071481958826134,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,4,1,1.0,3,1
2024-08-28,601127.SH,2024-09-20,15,74.14304,74.50386854965413,True,True,False,False,False,True,44,78.49645,74.27166597878116,82.58720302121881,75.81,5.871636771300448,5.688284981281866,0,1,11.860904824260553,1.0,1.695643727910956,17.0,2024-09-25,0.0,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2024-08-28,000858.SZ,2024-09-20,15,2177.2404,2218.345982047518,True,True,False,False,False,True,17,2106.193608,2060.7106696328383,2387.9835241671617,110.13,-3.2631578947368456,2.2071481958826134,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,2,1,12.0,2,1
2024-08-28,600809.SH,2024-09-20,15,1072.52496,1092.8343157830527,True,True,False,False,False,True,80,998.886018,942.4754630128818,1190.1199551871182,151.9,-6.865942028985506,5.985360595679201,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2024-08-29,300308.SZ,2024-09-20,14,699.87832,701.2319264258804,True,True,False,False,False,True,25,715.367,635.5605030983608,795.6000919016391,111.9,2.213053263315823,12.55686854557232,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,1,1,2.0,0,0
2024-09-02,600150.SH,2024-09-20,12,116.18908,122.17168015086241,True,True,True,False,True,True,4,112.79329600000001,117.20207700713867,137.4449325928613,35.45,-2.9226361031518544,-3.7616918741722682,1,0,,,,,,,Q1_EXACT_ELIGIBLE,2,1,11.0,2,1
2024-09-05,688256.SH,2024-09-20,9,206.9,221.9091871949818,True,True,False,False,False,True,97,208.87,192.2260402438341,267.742959756166,209.5,0.9521507974867172,8.65853540709336,0,1,22.25002533076108,1.0,-1.108370302683093,14.0,2024-09-30,0.0,Q3_NO_LONGER_OVERSOLD,2,1,1.0,1,1
2024-09-06,688256.SH,2024-09-20,8,215.18,216.76004365003405,True,True,False,False,False,True,97,208.87,192.2260402438341,267.742959756166,209.5,-2.9324286643740094,8.65853540709336,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,1,1,1.0,0,0
2024-09-09,600519.SH,2024-09-20,7,11027.5,11068.704900247285,True,True,False,False,True,True,1,10136.6384,10119.968642495112,11901.740337504887,1261.5,-8.078545454545461,0.1647214343618586,0,1,13.065449104192648,1.0,-8.049498566425317,10.0,2024-09-26,0.0,Q3_NO_LONGER_OVERSOLD,4,1,3.0,4,1
2024-09-09,600036.SH,2024-09-20,7,183.19694399999997,184.31501825670307,True,True,False,False,False,True,37,187.437614,176.27197661096432,208.29621138903565,30.82,2.314814814814836,6.334323585466151,0,1,12.650986424212691,1.0,-0.6613221489254473,9.0,2024-09-25,0.0,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2024-09-11,600900.SH,2024-09-20,5,101.28374000000001,103.6527589329286,True,True,False,False,False,True,13,102.55889499999999,100.6837748967863,111.27613250321372,28.18,1.2589928057553879,1.8623855781489285,0,1,8.228584541518643,1.0,0.4771401883315374,10.0,2024-09-30,0.0,Q3_NO_LONGER_OVERSOLD,1,1,1.0,0,0
2024-09-12,600519.SH,2024-09-20,4,10707.181199999999,10869.475938882155,True,True,False,False,True,True,1,10136.6384,10119.968642495112,11901.740337504887,1261.5,-5.3285994636945055,0.1647214343618586,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,3,1,1.0,3,1
2024-09-13,600519.SH,2024-09-20,3,10459.1226,10694.152690943469,True,True,False,False,True,True,1,10136.6384,10119.968642495112,11901.740337504887,1261.5,-3.0832815746896447,0.1647214343618586,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,2,1,1.0,2,1
2024-09-13,000858.SZ,2024-09-20,3,2085.56712,2123.232141170072,True,True,False,False,False,True,17,2106.193608,2060.7106696328383,2387.9835241671617,110.13,0.9890109890109855,2.2071481958826134,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,1,1,1.0,1,1
2024-09-18,600519.SH,2024-09-20,2,10160.538,10461.757749915418,True,True,False,False,True,True,1,10136.6384,10119.968642495112,11901.740337504887,1261.5,-0.23521982792643614,0.1647214343618586,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,1,1,1.0,1,1
2024-09-18,000858.SZ,2024-09-20,2,2056.728234,2088.7773263031013,True,True,False,False,False,True,17,2106.193608,2060.7106696328383,2387.9835241671617,110.13,2.4050515368186476,2.2071481958826134,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2024-09-19,600519.SH,2024-09-20,1,10113.22,10270.101679696952,True,True,False,False,True,True,1,10136.6384,10119.968642495112,11901.740337504887,1261.5,0.23156225218081694,0.1647214343618586,0,0,,,,,,,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
2024-09-19,600150.SH,2024-09-20,1,120.05095200000001,120.65625926105737,True,True,True,False,True,True,4,112.79329600000001,117.20207700713867,137.4449325928613,35.45,-6.04547975596228,-3.7616918741722682,1,0,,,,,,,Q1_EXACT_ELIGIBLE,1,1,1.0,1,1
2024-09-20,600276.SH,2024-09-24,2,2775.1292310000003,2787.3351756360425,True,True,False,False,False,True,56,2836.856526,2773.064946137237,2975.110716462764,43.38,2.2243034418168994,2.300399777928841,0,1,7.0921102706178285,1.0,-0.4959592646159749,3.0,2024-09-26,0.0,Q3_NO_LONGER_OVERSOLD,0,0,,0,0
