anchor_day,TPR,FPR,V_d
323,0.25,0.0,-1.152209116155643
324,0.25,0.0,-0.8819240515744023
325,0.25,0.0,-0.8351991559042543
326,0.25,0.0,0.4239805537104532
328,0.25,0.0,0.0
329,0.25,0.0,-0.09743352158946637
331,0.25,0.0,2.4623345928323332
332,0.25,0.0,1.1491908032607572
335,0.25,0.0,3.864136568566398
339,0.25,0.0,1.6062412858700519
343,0.25,0.0,4.446769529266996
348,0.25,0.0,-0.33803610829326525
349,0.25,0.0,3.6367317592404187
350,0.25,0.0,1.6377467208169447
351,0.25,0.0,-3.381819618329094
352,0.25,0.0,-0.6499228668815955
353,0.25,0.0,2.225265376912658
356,0.25,0.0,0.3200982381650408
357,0.25,0.0,-0.019986048531812628
360,0.25,0.0,-1.1957853392128095
361,0.25,0.0,0.0
362,0.25,0.0,0.42521688303132366
363,0.25,0.0,-0.27561901195252353
364,0.25,0.0,2.0561563583349227
365,0.25,0.0,2.76437241254579
366,0.25,0.0,1.6534675907036094
367,0.25,0.0,0.9000129648369466
368,0.25,0.0,2.6687928196006667
371,0.25,0.0,-0.2841324819697971
372,0.25,0.0,-1.8148661948323546
373,0.25,0.0,0.14939667543658725
374,0.25,0.0,2.984874880647419
375,0.25,0.0,2.935743407189465
376,0.25,0.0,1.7861798135916112
377,0.25,0.0,-0.42666333869587925
378,0.25,0.0,-0.3043532556736685
379,0.25,0.0,0.22815537936159927
380,0.25,0.0,-0.46183170695233733
381,0.25,0.0,-2.629966707680943
382,0.25,0.0,-0.290083306309994
383,0.25,0.0,-0.3750389284626557
384,0.25,0.0,-0.522261359580722
386,0.25,0.0,-0.8382115402854128
387,0.25,0.0,-1.0810454665768114
388,0.25,0.0,0.0
390,0.25,0.0,0.0
392,0.25,0.0,-1.7880638113226388
394,0.25,0.0,-1.1190034387488015
395,0.25,0.0,1.895557530980552
396,0.25,0.0,-0.21657775788038794
397,0.25,0.0,0.6522527441647928
398,0.25,0.0,-0.33456431902569633
399,0.25,0.0,0.0
400,0.25,0.0,1.7143760770546734
401,0.25,0.0,-1.003811133471435
402,0.25,0.0,-0.2135250046087745
403,0.25,0.0,0.27983960359440624
404,0.25,0.0,-0.8718144055150544
405,0.25,0.0,-0.8782440083487818
406,0.25,0.0,-1.8358979421989274
407,0.25,0.0,-0.4676441199981551
409,0.25,0.0,2.557142773899684
413,0.25,0.0,-1.0944386939551205
414,0.25,0.0,2.5555634994817074
415,0.25,0.0,0.6938835820627087
416,0.25,0.0,-1.4457032888651928
417,0.25,0.0,-1.1411287757228556
418,0.25,0.0,-1.6003345522036492
420,0.25,0.0,-2.802281848809853
421,0.25,0.0,-0.5391468289002395
422,0.25,0.0,-0.5294262698230252
423,0.25,0.0,-1.0670065879746171
424,0.25,0.0,0.0
425,0.25,0.0,-4.538739956361153
426,0.25,0.0,-0.2695780366634916
427,0.25,0.0,-0.7117343711178137
428,0.25,0.0,0.6592518890414946
429,0.25,0.0,-0.3460424029426103
430,0.25,0.0,-0.48918202483217194
431,0.25,0.0,-1.2502212777844521
432,0.25,0.0,-0.28581936522307255
433,0.25,0.0,1.3211669857941348
434,0.25,0.0,-0.4085638720821425
435,0.25,0.0,-0.6997279654896198
436,0.25,0.0,-0.4119680239734659
437,0.25,0.0,-0.4250732090938616
438,0.25,0.0,-0.9058235625261414
439,0.25,0.0,-0.9996944063007502
440,0.25,0.0,-0.9164601010709102
441,0.25,0.0,-0.22987676527351622
442,0.25,0.0,-0.6232357432813191
443,0.25,0.0,-0.4488127690679271
444,0.25,0.0,0.21580265121631736
445,0.25,0.0,-1.1383754037165041
446,0.25,0.0,1.1310151682571636
447,0.25,0.0,-0.9908199340644384
448,0.25,0.0,-0.8263613746682645
451,0.25,0.0,0.0
453,0.25,0.0,-0.6366362090191633
455,0.25,0.0,-0.494936901051235
463,0.25,0.0,3.44028287550227
467,0.25,0.0,0.0
476,0.25,0.0,1.3340921157888752
479,0.25,0.0,3.017283793365954
480,0.25,0.0,1.478534849198096
481,0.25,0.0,1.8715817734123616
482,0.25,0.0,0.0
486,0.25,0.0,0.4333380969892773
487,0.25,0.0,0.1003715587798781
488,0.25,0.0,3.8169632657229386
489,0.25,0.0,2.985335872736354
490,0.25,0.0,1.4697421522703367
491,0.25,0.0,1.0767126951548514
493,0.25,0.0,-0.0518638740555574
494,0.25,0.0,0.5055554279692793
495,0.25,0.0,-0.9518297485436195
496,0.25,0.0,-0.18890743730132767
497,0.25,0.0,0.728718422389978
498,0.25,0.0,-0.3785096787252553
499,0.25,0.0,0.3787216071264633
500,0.25,0.0,1.1659576947187122
501,0.25,0.0,-0.17400508222716915
502,0.25,0.0,2.5518505731494514
503,0.25,0.0,0.14004247982944837
504,0.25,0.0,1.5445427794815034
505,0.25,0.0,3.837696790580834
506,0.25,0.0,0.2861642674753114
507,0.25,0.0,3.3794445271027254
508,0.25,0.0,3.3718012754245583
509,0.25,0.0,1.7881774624851494
510,0.25,0.0,1.7472377410236086
511,0.25,0.0,3.0727912625316294
512,0.25,0.0,3.4499345576682066
513,0.25,0.0,-1.2996793950887953
514,0.25,0.0,1.5768757180863264
515,0.25,0.0,7.978688847156954
516,0.25,0.0,3.0397715572337325
518,0.25,0.0,0.10572404660175701
519,0.25,0.0,0.6966651354279629
520,0.25,0.0,4.108907865662681
522,0.25,0.0,5.358820314500538
523,0.25,0.0,2.482246922405001
524,0.25,0.0,2.1882467083622674
525,0.25,0.0,2.474381158297358
526,0.25,0.0,1.3646107300463908
527,0.25,0.0,1.8289304793076524
529,0.25,0.0,2.7347920037683875
530,0.25,0.0,1.7244660429829448
531,0.25,0.0,0.24498020721146171
532,0.25,0.0,1.4001653311055084
537,0.25,0.0,0.1225689307803659
539,0.25,0.0,6.745481706427836
540,0.25,0.0,1.7996629226776744
541,0.25,0.0,0.5681620684767793
542,0.25,0.0,0.5705997856418713
543,0.25,0.0,2.4508084411150284
544,0.25,0.0,0.0
545,0.25,0.0,0.9952448283942594
546,0.25,0.0,0.6276993826381847
547,0.25,0.0,0.7351574999955003
548,0.25,0.0,0.18616105904707458
549,0.25,0.0,0.2513663561788949
550,0.25,0.0,-0.24794506271187586
551,0.25,0.0,-0.5100327007965254
552,0.25,0.0,0.28665093627976945
553,0.25,0.0,0.6251716482882315
554,0.25,0.0,-1.1004150718760748
555,0.25,0.0,0.40351075354840804
556,0.25,0.0,-0.0701431158636903
557,0.25,0.0,-0.22298020182046588
558,0.25,0.0,-0.7528205112145675
559,0.25,0.0,-0.732381883957381
560,0.25,0.0,-0.270278932198977
561,0.25,0.0,0.262416424864858
562,0.25,0.0,-0.9568392020297254
563,0.25,0.0,0.0
564,0.25,0.0,-0.5793727631642791
565,0.25,0.0,-0.41860557317738945
566,0.25,0.0,0.6354922931758693
567,0.25,0.0,2.642472081335566
568,0.25,0.0,-3.263073496640492
569,0.25,0.0,1.0950389692835438
570,0.25,0.0,-2.4401408119116974
571,0.25,0.0,2.698411510074098
572,0.25,0.0,0.0
576,0.25,0.0,3.7788827817864035
579,0.25,0.0,0.0
580,0.25,0.0,7.834676896545469
581,0.25,0.0,-1.78527086078793
586,0.25,0.0,0.5721528680079686
589,0.25,0.0,0.8550759296425272
599,0.25,0.0,-0.850096759923715
602,0.25,0.0,-5.411242775219929
606,0.25,0.0,1.7437808982367946
608,0.25,0.0,3.4274135664965195
613,0.25,0.0,3.008947902595633
625,0.25,0.0,-0.18307219902088567
627,0.25,0.0,4.207000959524339
629,0.25,0.0,0.0
639,0.25,0.0,0.7544477113344761
640,0.25,0.0,0.8860987019965283
641,0.25,0.0,-1.8775804696940257
642,0.25,0.0,-0.014976236185086256
643,0.25,0.0,-0.5005087211854016
644,0.25,0.0,1.0494700759007702
645,0.25,0.0,1.8425525291299458
646,0.25,0.0,0.8148754888688896
647,0.25,0.0,1.4743236785531433
648,0.25,0.0,-0.0482214506594576
649,0.25,0.0,0.6703569771782822
650,0.25,0.0,0.25199674862005783
652,0.25,0.0,1.1195315617324944
653,0.25,0.0,0.9903352798587979
654,0.25,0.0,-0.8660264236263419
655,0.25,0.0,-0.08547948191871635
656,0.25,0.0,-0.12937573835777746
657,0.25,0.0,-0.7444739215893023
658,0.25,0.0,-0.3189975670517195
659,0.25,0.0,-2.478945266076191
660,0.25,0.0,-0.34471592390483397
661,0.25,0.0,0.4151912398559918
662,0.25,0.0,-0.7551405233943298
663,0.25,0.0,-1.0875728300115213
664,0.25,0.0,0.18986772906869875
665,0.25,0.0,-0.8377324969790931
666,0.25,0.0,-1.3435746391580927
667,0.25,0.0,-1.2448557488395382
668,0.25,0.0,-1.5341089698851578
669,0.25,0.0,-1.327897610134538
670,0.25,0.0,-0.8307806070317569
671,0.25,0.0,0.0
673,0.25,0.0,2.282525459710758
674,0.25,0.0,-1.743509602205239
675,0.25,0.0,-1.3646894546875796
676,0.25,0.0,-0.21613110465626312
677,0.25,0.0,-0.4914726962676464
678,0.25,0.0,-0.3642153911054504
679,0.25,0.0,-0.8583608722313298
680,0.25,0.0,-1.1460858171473294
681,0.25,0.0,0.1942337644939407
682,0.25,0.0,-1.412580857537632
683,0.25,0.0,-1.163325611987873
684,0.25,0.0,0.06498178177277497
685,0.25,0.0,0.0
689,0.25,0.0,0.7446562362310716
696,0.25,0.0,-1.0970103930833641
697,0.25,0.0,-0.8258177898457435
698,0.25,0.0,-0.7005580286429796
700,0.25,0.0,-1.337981328860775
701,0.25,0.0,-1.5433587833822338
703,0.25,0.0,-0.45065328758840917
705,0.25,0.0,-0.2120444443366165
708,0.25,0.0,-0.34668886828770074
709,0.25,0.0,0.0
712,0.25,0.0,-0.9392185072196132
713,0.25,0.0,0.5278616239170175
715,0.25,0.0,-1.3186467458793254
717,0.25,0.0,-0.1515754461279224
718,0.25,0.0,2.7556681129524168
719,0.25,0.0,-0.9087829418306186
720,0.25,0.0,-1.1849164362651252
721,0.25,0.0,-0.7364322119047872
722,0.25,0.0,-0.784582188566777
724,0.25,0.0,4.320897313378822
725,0.25,0.0,-1.2291375790700956
726,0.25,0.0,-0.9401240099773074
727,0.25,0.0,-1.3424129428915463
730,0.25,0.0,0.0
734,0.25,0.0,-2.163065167439588
736,0.25,0.0,-0.7339648596373658
737,0.25,0.0,-2.2045328640340753
740,0.25,0.0,-1.2066405905176596
741,0.25,0.0,0.2723595589678529
743,0.25,0.0,0.0
748,0.25,0.0,-1.6145147751725557
754,0.25,0.0,11.361199119472976
755,0.25,0.0,1.165170354944261
756,0.25,0.0,1.5307302774375404
765,0.25,0.0,11.741058280089954
766,0.25,0.0,4.125529462836408
771,0.25,0.0,10.022396150667793
772,0.25,0.0,1.8438182969594763
773,0.25,0.0,-0.3509272692947554
775,0.25,0.0,2.7531389848247323
776,0.25,0.0,1.9693421155243807
777,0.25,0.0,4.5777657515653045
778,0.25,0.0,6.265224207764107
780,0.25,0.0,0.17718964278922833
781,0.25,0.0,2.55019463420462
782,0.25,0.0,2.6739364261920056
783,0.25,0.0,1.413052895744232
784,0.25,0.0,3.915991351923814
785,0.25,0.0,2.69907769478935
786,0.25,0.0,1.1242007855532257
787,0.25,0.0,2.89728056806129
788,0.25,0.0,-0.14716263877916105
789,0.25,0.0,2.376933559119435
790,0.25,0.0,1.4287192810063254
791,0.25,0.0,0.050891191675036605
792,0.25,0.0,3.1635008337708
793,0.25,0.0,3.233342971687498
794,0.25,0.0,1.806841257004401
795,0.25,0.0,0.2296883079695453
796,0.25,0.0,0.7156324123243492
797,0.25,0.0,5.609720525910631
798,0.25,0.0,1.5453993889480675
799,0.25,0.0,0.48895064709085734
800,0.25,0.0,-0.11359809932360633
801,0.25,0.0,0.3132080845964179
802,0.25,0.0,-0.6182648712670188
803,0.25,0.0,0.3804382473048734
804,0.25,0.0,-0.6968031876057206
805,0.25,0.0,0.6201350262978509
806,0.25,0.0,0.6480814733364378
807,0.25,0.0,0.34765429856797003
808,0.25,0.0,0.8008456137908709
809,0.25,0.0,-0.050268788730518654
810,0.25,0.0,-0.6540117182218586
811,0.25,0.0,1.5147423158804485
812,0.25,0.0,-0.35491960709013226
813,0.25,0.0,0.2196368680715712
814,0.25,0.0,-1.8039578153895506
815,0.25,0.0,3.160768443318805
816,0.25,0.0,0.41387561457661615
817,0.25,0.0,-0.2727945274590311
818,0.25,0.0,-0.8077551610507939
820,0.25,0.0,0.24415786855599664
821,0.25,0.0,-0.583559831075266
822,0.25,0.0,0.06998462227319552
823,0.25,0.0,-1.294463410724478
824,0.25,0.0,-0.7840311593528663
825,0.25,0.0,-0.6729028659265849
826,0.25,0.0,0.461485166793462
827,0.25,0.0,-0.3113365218049773
828,0.25,0.0,0.14604739480345597
829,0.25,0.0,-0.7740381746383244
830,0.25,0.0,-0.5054903966642383
831,0.25,0.0,-0.3297010150666927
832,0.25,0.0,-0.46792316117936916
833,0.25,0.0,-0.6240872200835268
834,0.25,0.0,-1.363404482660706
835,0.25,0.0,-1.1435407629172465
836,0.25,0.0,0.9401720533108928
838,0.25,0.0,-1.1544290463759301
839,0.25,0.0,-1.3455633220749617
840,0.25,0.0,-1.7605257920729174
841,0.25,0.0,-1.5325587625785533
842,0.25,0.0,-1.592561991743778
843,0.25,0.0,0.9819683315989725
844,0.25,0.0,6.274768522865122
845,0.25,0.0,1.8850579296671282
847,0.25,0.0,-0.5083082120145832
849,0.25,0.0,0.8990263182907574
850,0.25,0.0,-3.557053034688498
851,0.25,0.0,0.0
854,0.25,0.0,-1.4351465542605903
855,0.25,0.0,-1.8078850040583632
856,0.25,0.0,1.5091223063425367
857,0.25,0.0,-2.3498451354709085
858,0.25,0.0,1.0956003211580951
859,0.25,0.0,0.35527858698997994
860,0.25,0.0,0.9002880776246445
862,0.25,0.0,2.705411924279265
863,0.25,0.0,1.69917599498776
864,0.25,0.0,2.811978223446838
865,0.25,0.0,0.8991806561956592
866,0.25,0.0,-0.6557259920366096
867,0.25,0.0,1.3581111992604078
868,0.25,0.0,0.5627710485932513
871,0.25,0.0,-0.6317054864131083
874,0.25,0.0,0.34521931918353754
875,0.25,0.0,0.5439554541402601
876,0.25,0.0,-0.6591983543423665
877,0.25,0.0,0.5884801153082803
878,0.25,0.0,0.5447861538633525
879,0.25,0.0,0.35114684205948277
880,0.25,0.0,-0.2572523505052727
881,0.25,0.0,0.42445894716927624
882,0.25,0.0,0.18346191593328676
883,0.25,0.0,-0.03766129626135939
884,0.25,0.0,0.7854379985743263
885,0.25,0.0,-0.42601182644724184
886,0.25,0.0,-0.8316243960585279
887,0.25,0.0,1.4016714809780169
889,0.25,0.0,0.5364739002603203
890,0.25,0.0,0.024980264441459177
891,0.25,0.0,-2.4734602015316884
892,0.25,0.0,0.5095334314247477
893,0.25,0.0,-2.0974383551302287
894,0.25,0.0,-0.011498148609957043
895,0.25,0.0,0.38850270578595625
896,0.25,0.0,1.6065396258617155
897,0.25,0.0,0.8864671835043261
898,0.25,0.0,0.321302896763832
899,0.25,0.0,1.964934374579446
900,0.25,0.0,2.2051525929873783
901,0.25,0.0,-0.3896486495406176
902,0.25,0.0,0.0487909654930803
903,0.25,0.0,-0.4369166692705705
904,0.25,0.0,-1.0060313104281515
905,0.25,0.0,0.0
906,0.25,0.0,-0.5142616268330127
907,0.25,0.0,-2.75302070964675
910,0.25,0.0,1.7782155811046112
911,0.25,0.0,0.14648884712104748
912,0.25,0.0,1.1264398863574736
913,0.25,0.0,-0.8804191272834914
914,0.25,0.0,-0.3882784251041342
915,0.25,0.0,-0.16781864609765185
916,0.25,0.0,-0.019582372335146037
917,0.25,0.0,-0.3517293073922364
918,0.25,0.0,0.2216796503768561
919,0.25,0.0,0.46558357087338237
920,0.25,0.0,-0.6545666426243937
921,0.25,0.0,-0.36248201534942553
922,0.25,0.0,-0.09608900259335168
923,0.25,0.0,0.4194925955345404
924,0.25,0.0,0.6813217860181283
925,0.25,0.0,-1.2714813524787039
928,0.25,0.0,-0.5968930152610151
934,0.25,0.0,-0.7162279896566726
939,0.25,0.0,0.7158661730686482
942,0.25,0.0,1.003425706838164
945,0.25,0.0,-0.7233448465714548
946,0.25,0.0,0.142856172572833
947,0.25,0.0,4.591645692486154
948,0.25,0.0,1.5414435734358296
949,0.25,0.0,1.377135340178465
950,0.25,0.0,1.7575702583561135
951,0.25,0.0,-1.0021336426182175
952,0.25,0.0,0.2845717999664764
953,0.25,0.0,2.5301401090844164
954,0.25,0.0,0.8516428712535382
955,0.25,0.0,1.5529853430940448
956,0.25,0.0,-1.193349970991443
957,0.25,0.0,-1.2870785676164993
958,0.25,0.0,2.355148831168345
959,0.25,0.0,-1.0031665150584428
960,0.25,0.0,0.3154467182546798
961,0.25,0.0,1.616765466930864
962,0.25,0.0,-1.2184048044718607
963,0.25,0.0,0.06367044974120677
965,0.25,0.0,0.2981076338736055
966,0.25,0.0,-0.3839185687519396
967,0.25,0.0,1.1760772798593608
968,0.25,0.0,1.6749283081128123
971,0.25,0.0,1.0132306079712852
972,0.25,0.0,0.7186539130436849
973,0.25,0.0,4.272714480961096
974,0.25,0.0,1.360727179481501
975,0.25,0.0,1.4440160380274605
976,0.25,0.0,1.1734954074383137
977,0.25,0.0,-1.5864557646667081
978,0.25,0.0,-0.4376519236567853
979,0.25,0.0,1.373524495032755
980,0.25,0.0,1.007585806422594
981,0.25,0.0,0.0745536553051768
982,0.25,0.0,0.3534720412245589
983,0.25,0.0,0.2766259820845951
984,0.25,0.0,-0.12326419767276842
985,0.25,0.0,0.3890068962940986
986,0.25,0.0,0.4314827628709561
987,0.25,0.0,-0.7556986302097224
988,0.25,0.0,0.9573817506885374
989,0.25,0.0,-0.21651191220697924
990,0.25,0.0,0.256725099507707
991,0.25,0.0,-0.36631111020345164
992,0.25,0.0,-0.2480940857782942
993,0.25,0.0,-0.1797556071066306
994,0.25,0.0,-0.3298019977439527
995,0.25,0.0,0.09369376125721075
996,0.25,0.0,-0.07288024709064993
997,0.25,0.0,0.0
1032,0.25,0.0,9.499803317716788
1033,0.25,0.0,-0.7270022021769851
1035,0.25,0.0,-0.7740276209474546
1036,0.25,0.0,0.2510665713186571
1037,0.25,0.0,0.29133179514134433
1038,0.25,0.0,2.565295209913834
1039,0.25,0.0,6.6415807897633625
1040,0.25,0.0,4.626190888405485
1041,0.25,0.0,1.6902009910316842
1042,0.25,0.0,1.655660683051276
1043,0.25,0.0,0.7825631907403311
1044,0.25,0.0,5.643196890791411
1045,0.25,0.0,-2.0888083074127293
1047,0.25,0.0,6.171640508101559
1049,0.25,0.0,3.159197438390681
1050,0.25,0.0,2.740624963374761
1051,0.25,0.0,3.3492987116149484
1052,0.25,0.0,3.3147118633203565
1053,0.25,0.0,3.1850185355308995
1054,0.25,0.0,0.8868083905589295
1055,0.25,0.0,-0.21701529192301106
1057,0.25,0.0,3.8535866035286976
1058,0.25,0.0,5.312142827002998
1059,0.25,0.0,3.189750200844352
1061,0.25,0.0,-1.5310830329727807
1062,0.25,0.0,2.8956082833167454
1063,0.25,0.0,2.243311224615959
1064,0.25,0.0,0.37616080629097526
1065,0.25,0.0,0.4070447399917603
1066,0.25,0.0,1.3893820583849739
1067,0.25,0.0,-0.272350968290163
1068,0.25,0.0,2.60702816995467
1069,0.25,0.0,0.05654125686172151
1070,0.25,0.0,1.0538385224460787
1071,0.25,0.0,0.1003186750671442
1072,0.25,0.0,2.3446802340292585
1073,0.25,0.0,3.2696474846975394
1074,0.25,0.0,-0.551902003600059
1076,0.25,0.0,2.3655375768717866
1077,0.25,0.0,2.482783190381259
1078,0.25,0.0,0.6251443691097771
1079,0.25,0.0,0.8903259672912286
1080,0.25,0.0,0.9794130191467975
1081,0.25,0.0,0.21828684774863838
1082,0.25,0.0,-0.1550006773196899
1083,0.25,0.0,0.3539561135949942
1084,0.25,0.0,0.505795385233323
1085,0.25,0.0,-0.5036865492979687
1086,0.25,0.0,0.5917217040798463
1087,0.25,0.0,0.31152434896922254
1088,0.25,0.0,1.0584703450437476
1089,0.25,0.0,-0.1237822179019869
1090,0.25,0.0,-0.008487038756995512
1091,0.25,0.0,0.12051654628053689
1092,0.25,0.0,-0.5852608420209188
1093,0.25,0.0,-0.4384348201833041
1094,0.25,0.0,-0.3274064449793573
1095,0.25,0.0,0.8435596371846749
1096,0.25,0.0,1.384258390520241
1097,0.25,0.0,0.414266147131201
1098,0.25,0.0,0.838244910362136
1099,0.25,0.0,0.19140317171261892
1100,0.25,0.0,-0.8364186415004109
1101,0.25,0.0,-1.610877701432376
1102,0.25,0.0,0.655752749582582
1103,0.25,0.0,-0.2538008956813141
1104,0.25,0.0,-0.7485526184631994
1105,0.25,0.0,-0.7181490558983823
1106,0.25,0.0,-1.1258889500242177
1107,0.25,0.0,-0.43761285742125605
1108,0.25,0.0,-0.38171921176210666
1109,0.25,0.0,1.6488888976220306
1112,0.25,0.0,-0.315041180289005
1113,0.25,0.0,0.946149353954171
1114,0.25,0.0,-0.4736388510946692
1115,0.25,0.0,-0.2434324167493795
1116,0.25,0.0,0.11365448914173015
1117,0.25,0.0,-0.2599860561856475
1118,0.25,0.0,-0.5566103885177118
1119,0.25,0.0,-0.5853074647725485
