date,expanding_rank01,panic80,breadth_pct,prior_trading_days
2022-02-08,0.38562091503267976,0,0.0030232558139534,506
2022-02-09,0.11739130434782609,0,0.0006976744186046,507
2022-02-10,0.37310195227765725,0,0.0027881040892193,508
2022-02-11,0.5303030303030303,0,0.0055736182071528,509
2022-02-14,0.46004319654427644,0,0.0044073300858269,510
2022-02-15,0.1896551724137931,0,0.0011592858798979,511
2022-02-16,0.0,0,0.0002317497103128,512
2022-02-17,0.15665236051502146,0,0.000926569376882,513
2022-02-18,0.0,0,0.0002314279102059,514
2022-02-22,0.33547008547008544,0,0.0023132084200786,516
2022-02-24,0.6226012793176973,0,0.0071676300578034,518
2022-02-25,0.06595744680851064,0,0.0004624277456647,519
2022-02-28,0.416135881104034,0,0.0034666050381326,520
2022-03-01,0.12076271186440678,0,0.0006930006930006,521
2022-03-02,0.2536997885835095,0,0.0016170016170016,522
2022-03-03,0.33755274261603374,0,0.0023084025854108,523
2022-03-04,0.7136842105263158,0,0.0106162012462497,524
2022-03-07,0.9180672268907563,1,0.0339178587909552,525
2022-03-08,0.989517819706499,1,0.1056516724336793,526
2022-03-09,0.9707112970711297,1,0.0689575645756457,527
2022-03-10,0.3173277661795407,0,0.0020751671662439,528
2022-03-11,0.31666666666666665,0,0.0020742106476146,529
2022-03-14,0.9293139293139293,1,0.0384349827387802,530
2022-03-15,0.9937759336099585,1,0.1314154200230149,531
2022-03-16,0.4658385093167702,0,0.0043718361711919,532
2022-03-17,0.0640495867768595,0,0.0004597701149425,533
2022-03-18,0.06391752577319587,0,0.0004595588235294,534
2022-03-22,0.16049382716049382,0,0.0009180628873077,536
2022-03-23,0.0,0,0.0002294630564479,537
2022-03-24,0.319672131147541,0,0.0020637468470534,538
2022-03-25,0.46830265848670755,0,0.0043548017419206,539
2022-03-28,0.4204081632653061,0,0.0034340659340659,540
2022-03-29,0.6028513238289206,0,0.0066376745250629,541
2022-03-30,0.12195121951219512,0,0.0006860278984678,542
2022-03-31,0.3184584178498986,0,0.0020590253946465,543
2022-04-01,0.22874493927125505,0,0.0013714285714285,544
2022-04-06,0.48484848484848486,0,0.0045724737082761,545
2022-04-07,0.6733870967741935,0,0.0086877000457247,546
2022-04-08,0.778672032193159,0,0.0146285714285714,547
2022-04-11,0.9377510040160643,1,0.0468357322366917,548
2022-04-12,0.25250501002004005,0,0.0015974440894568,549
2022-04-13,0.774,0,0.0141423357664233,550
