seed,veto_count,final_equity,ret_pct,delta_c0
2475,16,2896153.749333568,3.9671133516792967,110509.65865170537
2476,15,2983815.161818537,7.1140125832861445,198171.07113667438
2477,16,2616674.4155133422,-6.065730928575319,-168969.6751685203
2478,20,2779799.7818118874,-0.20980098963556681,-5844.308869975153
2479,19,2304467.929235568,-17.273425670416987,-481176.16144629475
2480,12,2673422.785958717,-4.028558605118726,-112221.30472314544
2481,10,3164083.9583638175,13.585363218074331,378439.867681955
2482,13,2509057.1364370077,-9.929012653484836,-276586.95424485486
2483,16,2551378.4207738885,-8.409748779164072,-234265.66990797408
2484,11,2793417.0200440013,0.27903526470376416,7772.929362138733
2485,7,2659450.1728428975,-4.530152228028372,-126193.91783896508
2486,20,2990201.1560913175,7.343259179940098,204557.06540945498
2487,18,2762831.788083987,-0.818923805599725,-22812.302597875707
2488,9,2582052.718906862,-7.3085923810591975,-203591.37177500036
2489,14,3007113.378797087,7.95037990876335,221469.28811522434
2490,13,3046349.5820150278,9.358894490693913,260705.4913331652
2491,15,2364166.9986635135,-15.130328150254869,-421477.0920183491
2492,16,2612532.210176477,-6.21442922606138,-173111.88050538534
2493,16,2413365.9794634627,-13.36416638664254,-372278.11121839983
2494,12,2657397.976166933,-4.603822683016833,-128246.11451492971
2495,13,2870901.7624317026,3.0606089282917193,85257.67174984002
2496,15,3115099.6406919872,11.826907504521934,329455.5500101247
2497,6,3483672.5096651693,25.058061843515887,698028.4189833067
2498,8,2862405.6544615678,2.755612751696357,76761.5637797052
2499,13,2878481.876743179,3.332722452658765,92837.78606131626
2500,11,2993953.7082147473,7.477969573704413,208309.6175328847
2501,8,2994076.9878517427,7.4823951080864815,208432.8971698801
2502,10,2600550.610517097,-6.644548770028214,-185093.48016476538
2503,12,2676226.7996007763,-3.9278991687090703,-109417.29108108627
2504,11,2828787.208282418,1.5487663246310568,43143.11760055553
2505,18,2718119.3473659824,-2.4240262258109047,-67524.74331588019
2506,9,2714166.954620742,-2.565910566257046,-71477.13606112078
2507,13,2533086.6835550643,-9.066391789662475,-252557.4071267983
2508,10,3308394.298268033,18.7658649335283,522750.20758617064
2509,13,3120169.490095038,12.008906684532384,334525.3994131754
2510,14,2656833.452923031,-4.624088130630555,-128810.6377588315
2511,14,2826684.8646670524,1.473295677738351,41040.77398518985
2512,9,2766389.6213829475,-0.6912034944924317,-19254.469298915006
2513,15,2451097.7895285077,-12.009657022317787,-334546.3011533548
2514,23,2284875.827382591,-17.97674961328942,-500768.26329927146
2515,15,2829239.392327562,1.5649989814394472,43595.30164569942
2516,18,2470807.926553707,-11.302095812645273,-314836.16412815545
2517,16,2396193.4019815084,-13.980633419864684,-389450.6887003542
2518,15,3063456.075345098,9.972989212531935,277811.9846632355
2519,12,2816959.8713457123,1.1241845564048392,31315.780663849786
2520,16,2712015.527604017,-2.643143225803224,-73628.56307784561
2521,17,3161263.5161246867,13.484114022293525,375619.42544282414
2522,9,2670825.1470878925,-4.121809529725851,-114818.94359397003
2523,13,3077789.516645903,10.487535968477935,292145.4259640402
2524,16,2519866.2008709973,-9.540985178254013,-265777.8898108653
2525,12,2547289.1365286675,-8.556547297284167,-238354.95415319502
2526,15,2730696.846542223,-1.9725148781009505,-54947.24413963966
2527,10,2886257.590561423,3.6118576747158126,100613.49987956043
2528,8,2893877.991281588,3.885417414298331,108233.90059972554
2529,11,2563192.863716373,-7.985629883932455,-222451.22696548933
2530,9,2561871.2062840126,-8.033075192426153,-223772.8843978499
2531,13,2805584.587546977,0.7158307456367696,19940.496865114663
2532,16,2700494.317331033,-3.0567355548277164,-85149.77335082972
2533,8,2734560.3139752173,-1.8338228087903752,-51083.776706645265
2534,16,2846853.611573898,2.19732022108583,61209.520892035216
2535,12,2599206.101447743,-6.692814414367055,-186437.98923411965
2536,17,2511085.6775400583,-9.85619139430689,-274558.4131418043
2537,16,2359784.566255682,-15.287650200924974,-425859.5244261804
2538,19,2778496.794195783,-0.2565760827087593,-7147.296486079693
2539,21,2681086.1173641365,-3.7534577251802648,-104557.97331772605
2540,17,2885835.4535458577,3.5967036564053867,100191.36286399513
2541,8,2546944.3864608672,-8.568923252595672,-238699.7042209953
2542,13,2545409.4501977228,-8.624024917172235,-240234.6404841398
2543,17,3097544.1685059574,11.196695186848116,311900.0778240948
2544,11,2506562.9847125732,-10.018548561276418,-279081.1059692893
2545,21,3733846.9410853926,34.03890875992816,948202.85040353
2546,11,2518893.5453808727,-9.57590189620008,-266750.5453009899
2547,13,2449570.128519423,-12.064497517347107,-336073.9621624397
2548,17,2532630.9940771777,-9.082750285688967,-253013.09660468483
2549,15,2796716.917785678,0.39749611735593327,11072.827103815507
2550,13,3201940.882637393,14.944363974854745,416296.79195553064
2551,14,2823216.4909162824,1.3487868159504535,37572.40023441985
2552,18,2756230.5877814926,-1.0558959415798985,-29413.50290036993
2553,17,2833593.6595574934,1.7213099489638672,47949.56887563085
2554,11,2703882.8262208677,-2.9350937090093843,-81761.26446099486
2555,18,2617061.4173887777,-6.0518382034877805,-168582.67329308484
2556,15,2398024.745693938,-13.914891219755365,-387619.3449879247
2557,17,3005842.056019232,7.904741530834625,220197.9653373696
2558,17,2492135.365362577,-10.536476152897233,-293508.7253192854
2559,17,2096817.2303111479,-24.727741159571657,-688826.8603707147
2560,13,2473815.1142083528,-11.19414276635682,-311828.9764735098
2561,24,2438034.221954892,-12.478617418849215,-347609.8687269706
2562,11,2714718.0324113877,-2.5461277881020927,-70926.0582704749
2563,16,2787867.0204265183,0.07979948881811083,2222.929744655732
2564,11,3000236.7471177983,7.703520243442452,214592.65643593576
2565,11,2360757.098393977,-15.252737911104886,-424886.9922878854
2566,20,2849270.5828042882,2.284085477224451,63626.4921224257
2567,16,3061072.113936403,9.88740895421143,275428.0232545403
2568,17,2647374.8349311985,-4.963636819692175,-138269.25575066404
2569,19,3345140.7908756575,20.085003036293948,559496.7001937949
2570,14,2948517.8298432315,5.846896942297497,162873.73916136893
2571,13,3246736.816047338,16.55246364414811,461092.7253654753
2572,14,2607542.127796747,-6.393564902310278,-178101.96288511576
2573,9,2513659.0556141725,-9.76381139204019,-271985.03506769007
2574,12,2689491.777013923,-3.451708493183836,-96152.31366793951
2575,13,2861664.7909718724,2.7290169819002896,76020.70029000985
2576,13,2591270.0350899985,-6.977706026482577,-194374.05559186405
2577,18,2984213.658058919,7.128317937000017,198569.56737705646
2578,18,3073044.2086546374,10.317187286564877,287400.1179727749
2579,15,2767257.5076899375,-0.6600478163534707,-18386.58299192507
2580,13,2531286.647422433,-9.131010099612858,-254357.44325942965
2581,12,2557038.9407099476,-8.206545507253137,-228605.14997191494
2582,12,2922688.945449548,4.919682856331442,137044.8547676853
2583,13,2983413.398867783,7.099589960091102,197769.30818592058
2584,15,2878588.247376208,3.336540981859426,92944.15669434564
2585,13,2363819.189331163,-15.142813928086774,-421824.90135069937
2586,17,2974707.7586919665,6.787071925036381,189063.66801010398
2587,14,2907746.124377168,4.383260377868936,122102.03369530523
2588,21,2646392.982455073,-4.998883694173006,-139251.10822678963
2589,10,2697442.3271728638,-3.166296936641644,-88201.76350899879
2590,9,2598238.1712404224,-6.727561502502189,-187405.91944144014
2591,13,2748463.765822148,-1.334711960658752,-37180.3248597146
2592,23,2923539.242831532,4.950207121252004,137895.15214966936
2593,10,2694474.9925302477,-3.27281932593545,-91169.09815161489
2594,17,2770845.429861723,-0.5312473646451044,-14798.660820139572
2595,13,3099268.1831781883,11.258584452529895,313624.0924963257
2596,12,2728086.744641463,-2.066213204800005,-57557.346040399745
2597,8,2967682.9055278283,6.534891354387162,182038.8148459657
2598,14,2763708.650960749,-0.787445883502802,-21935.439721113537
2599,11,2522689.2803271725,-9.439641310757851,-262954.81035469007
2600,11,2350590.933759373,-15.617686350448245,-435053.1569224894
2601,5,2779200.2849357873,-0.23132193260546607,-6443.805746075232
2602,8,2708226.9793099277,-2.7791458223575427,-77417.11137193488
2603,13,2042959.722956137,-26.66113629555358,-742684.3677257255
2604,17,3122164.2507214416,12.080515280658366,336520.16003957903
2605,13,2891866.4814295825,3.8132075487690598,106222.39074771991
2606,12,2794788.058052423,0.32825325392957794,9143.967370560393
2607,18,2708300.1022001877,-2.776520831946727,-77343.98848167481
2608,5,2724839.440267153,-2.1827860428438983,-60804.65041470947
2609,10,2687624.361787583,-3.518745600780837,-98019.72889427934
2610,8,2439920.6080061123,-12.410899290121623,-345723.4826757503
2611,21,2442113.8375280136,-12.332165990012045,-343530.2531538489
2612,18,2763814.4464328084,-0.7836480016264691,-21829.644249054138
2613,15,2418210.5175762884,-13.190255508040682,-367433.5731055741
2614,8,2894122.221974588,3.8941848908692567,108478.13129272545
2615,13,2758452.5685425433,-0.9761305196983483,-27191.52213931922
2616,18,2551378.800294567,-8.409735155001542,-234265.29038729565
2617,17,3016391.848005363,8.283461555457293,230747.75732350023
2618,8,2818869.2545272065,1.1927282439448739,33225.16384534398
2619,10,2607098.890420748,-6.409476388543622,-178545.20026111463
2620,25,2603512.7881381176,-6.538211509251468,-182131.3025437449
2621,21,2479299.0039260723,-10.99728022616141,-306345.0867557903
2622,18,2169634.3976645474,-22.113725693741802,-616009.6930173151
2623,17,2668976.9316297574,-4.188157397506864,-116667.15905210515
2624,7,2688317.5898569883,-3.493859863520865,-97326.50082487427
2625,14,2580152.368219252,-7.37681181705846,-205491.72246261034
2626,17,2311975.5750772073,-17.00391364385362,-473668.51560465526
2627,8,2840346.2128960276,1.9637154077632113,54702.12221416505
2628,18,2205361.7485302584,-20.831173088216172,-580282.3421516041
2629,14,2828334.217264618,1.5325046988434732,42690.12658275524
2630,13,2768041.2416605186,-0.6319130674383944,-17602.84902134398
2631,10,2544123.527232372,-8.670187417602637,-241520.56344949035
2632,8,2463796.6952911224,-11.553787379634672,-321847.39539074013
2633,12,2386987.949750448,-14.311093878250347,-398656.14093141444
2634,13,2682572.661136751,-3.7000932707050183,-103071.42954511149
2635,17,2699463.9370136023,-3.093724498278072,-86180.1536682602
2636,18,2807427.386148113,0.7819841572409336,21783.295466250274
2637,12,2582394.5484847333,-7.296321266489514,-203249.54219712922
2638,15,2838070.8381339125,1.8820332298523201,52426.74745204998
2639,12,2608786.4110626774,-6.34889719798678,-176857.67961918516
2640,12,2848780.5303675374,2.266493408001047,63136.43968567485
2641,12,3093521.476520223,11.052287220331847,307877.3858383605
2642,17,2572905.958258752,-7.636945909017301,-212738.13242311077
2643,10,2821202.3982848274,1.2764842329251458,35558.30760296481
2644,14,2791159.7862174623,0.19800431627463588,5515.69553559972
2645,18,2530815.0186484726,-9.147940789916687,-254829.07203338994
2646,14,2600523.0689925877,-6.645537465052165,-185121.0216892748
2647,15,2864420.5425482923,2.8279438902457654,78776.45186642976
2648,18,2463916.1852465677,-11.549497888531167,-321727.90543529484
2649,15,2880980.919151419,3.4224339278827287,95336.82846955629
2650,24,2102007.4650773667,-24.541420344806397,-683636.6256044959
2651,18,2144143.833194253,-23.028794655909714,-641500.2574876095
2652,15,2497512.339933222,-10.343451689053074,-288131.7507486404
2653,11,3000766.8325970676,7.722549432456316,215122.74191520503
2654,15,2396242.0405041473,-13.978887377618953,-389402.05017771525
2655,10,2827520.1059181625,1.5032794525466242,41876.01523629995
2656,12,2577849.1350660087,-7.4594940649790775,-207794.9556158539
2657,16,2860739.813584153,2.6958118287074173,75095.72290229052
2658,20,2594786.483614023,-6.851471360116291,-190857.6070678397
2659,13,3041249.905928843,9.175824582257164,255605.81524698064
2660,10,2713926.602377143,-2.57453881293086,-71717.48830471933
2661,14,2590080.371916762,-7.020412960121936,-195563.71876510046
2662,21,2930147.2815218824,5.187424744007729,144503.19084001984
2663,18,2317291.0792086967,-16.813095866763206,-468353.0114731658
2664,10,2944900.417773549,5.7170378521939735,159256.32709168643
2665,13,2756725.3796778275,-1.0381337336226815,-28918.71100403508
2666,17,2624684.9163077227,-5.7781672437106195,-160959.17437413987
2667,13,2688414.9261381477,-3.490365652559557,-97229.16454371484
2668,17,3281794.3319698432,17.81097028682277,496150.2412879807
2669,13,2889663.555116197,3.734126149937289,104019.46443433454
2670,15,3121504.227177427,12.056821530756068,335860.1364955646
2671,15,2457369.6895363275,-11.784506220433244,-328274.40114553506
2672,13,2742270.8071833574,-1.557028898400592,-43373.28349850513
2673,18,2794742.085726152,0.3266029237088519,9097.995044289622
2674,17,2609570.544917751,-6.320748093882034,-176073.54576411145
2675,20,2773920.3424596284,-0.4208631052850853,-11723.748222234193
2676,19,3125517.375475917,12.200886894738261,339873.28479405446
2677,13,2704037.3016880318,-2.9295482960946084,-81606.78899383079
2678,10,2705087.019127067,-2.891865182069142,-80557.07155479537
2679,16,2669409.1091950824,-4.172642940122639,-116234.9814867801
2680,10,2731282.7792258225,-1.9514808671316497,-54361.31145604001
2681,9,3011946.2849611025,8.12387321970649,226302.19427923998
2682,13,2653683.244200888,-4.7371753958946545,-131960.84648097446
2683,18,2605698.6476858584,-6.459742778983568,-179945.44299600413
2684,14,2942939.6345920935,5.646648989955083,157295.54391023098
2685,11,2500705.347960668,-10.228827999755264,-284938.7427211944
2686,15,2944047.2528447285,5.686410647100737,158403.16216286598
2687,9,2631265.9117357573,-5.541920429192981,-154378.1789461053
2688,13,2587696.712262223,-7.105982385969001,-197947.37841963954
2689,14,3263448.7114376873,17.152392954796646,477804.6207558247
2690,14,2642674.2763942983,-5.132379070456505,-142969.81428756425
2691,16,2409047.4565798678,-13.519194191452232,-376596.6341019948
2692,12,3136012.9029577626,12.57765891371061,350368.81227590004
2693,17,2943834.6726777833,5.67877937189023,158190.58199592074
2694,17,2412519.621164798,-13.39454924500898,-373124.46951706475
2695,7,2732922.4149093125,-1.8926206671163404,-52721.67577255005
2696,13,2806291.093176543,0.7411931252720105,20647.00249468023
2697,11,2565614.7831827374,-7.898686994334114,-220029.30749912513
2698,16,2453583.526655156,-11.920423184622464,-332060.5640267064
2699,13,2484283.4817932933,-10.818345742610758,-301360.6088885693
2700,10,2798736.265868537,0.4699873623650763,13092.175186674576
2701,12,2856786.9797447966,2.5539116537145246,71142.88906293409
2702,10,2668330.2928231834,-4.211370657547409,-117313.7978586792
2703,11,2659583.649633907,-4.525360632739661,-126060.44104795577
2704,17,2655968.698536743,-4.655131378013833,-129675.39214511961
2705,10,2906862.896280242,4.351553954931409,121218.80559837958
2706,11,2868901.2867599935,2.9887951715235728,83257.19607813098
2707,9,2739374.996261003,-1.6609837048326526,-46269.09442085959
2708,8,2850615.807838993,2.3323768235312237,64971.717157130595
2709,10,2715899.9132464575,-2.503700227487904,-69744.17743540509
2710,15,2537744.4712887425,-8.899184939754445,-247899.61939312005
2711,11,3515967.414109218,26.21739531874614,730323.3234273554
2712,12,2380352.936759293,-14.549279833640316,-405291.1539225695
2713,11,2616629.794610652,-6.06733274493223,-169014.2960712104
2714,12,2804409.5261428887,0.6736479912777593,18765.43546102615
2715,18,2558502.845919047,-8.153993739638743,-227141.24476281554
2716,12,2289713.3820812064,-17.80308942766854,-495930.70860065613
2717,11,2596305.140869673,-6.7969540848933026,-189338.94981218968
2718,19,2297889.936771473,-17.50956468351269,-487754.15391038964
2719,23,2421567.669204842,-13.069739335864083,-364076.4214770207
2720,11,2447063.9490402034,-12.154465201575071,-338580.1416416592
2721,18,2629309.2038772088,-5.61216299410262,-156334.8868046538
2722,14,2913342.9466119017,4.584177008010437,127698.8559300392
2723,7,2196657.492351602,-21.143641440069615,-588986.5983302607
2724,14,2856733.073567443,2.551976511406373,71088.98288558051
2725,14,3205548.843209543,15.073883771881903,419904.75252768025
2726,13,2860881.4139718837,2.700895047637064,75237.32329002116
2727,17,2724964.325786748,-2.1783028599415055,-60679.76489511458
2728,15,2816714.2537500984,1.1153672923316815,31070.163068235852
2729,13,2725951.617151488,-2.1428607383853993,-59692.47353037447
2730,17,2896353.0647665826,3.974268444954898,110708.97408472002
2731,14,2659236.4734342974,-4.537823682156883,-126407.61724756518
2732,16,2988773.8852752876,7.292022526241082,203129.794593425
2733,11,2743049.565532373,-1.5290727660425385,-42594.52514948975
2734,19,2308465.056224438,-17.12993544486231,-477179.03445742466
2735,14,2650573.084412883,-4.848824970885534,-135071.00626897952
2736,15,2486602.7467740527,-10.735087978687584,-299041.3439078098
2737,15,2788073.8402761975,0.08722397819818095,2429.7495943349786
2738,11,2774688.889071408,-0.393273557347118,-10955.201610454358
2739,25,2649751.1878108834,-4.878329694936568,-135892.90287097916
2740,11,2489148.990962222,-10.643682037896852,-296495.09971964033
2741,15,2660995.7966580833,-4.474666898069812,-124648.29402377922
2742,11,2728599.6008286076,-2.047802518780917,-57044.489853254985
2743,14,2736638.020144727,-1.7592366053173714,-49006.07053713547
2744,13,2703995.3089338625,-2.931055766281121,-81648.78174800007
2745,11,2875807.2223779876,3.236706799613276,90163.13169612503
2746,16,2826487.354226048,1.4662053806804964,40843.26354418555
2747,20,2445993.6881338665,-12.192885791984187,-339650.402547996
2748,19,2454788.1021117773,-11.877180924756948,-330855.98857008526
2749,25,3264628.4737016466,17.1947444622238,478984.383019784
2750,19,2377596.2511747973,-14.648240271325697,-408047.83950706525
2751,23,2894486.366251352,3.907257066097314,108842.27556948923
2752,17,2914378.5052465424,4.621351844455068,128734.41456467984
2753,12,2700316.608849333,-3.063114994408467,-85327.48183252942
2754,11,2760414.3117852784,-0.9057071928527893,-25229.778896584176
2755,14,2680199.6142847277,-3.785281714554012,-105444.47639713483
2756,10,2970158.218852957,6.623750994906508,184514.12817109423
2757,13,3248399.824008148,16.612162870132252,462755.7333262856
2758,15,2862686.499811197,2.765694633677218,77042.40912933461
2759,18,2766606.271602682,-0.683426111141161,-19037.819079180714
2760,10,2640201.0320944125,-5.221164436403248,-145443.05858745007
2761,9,2487491.016746803,-10.703200560775095,-298153.07393505936
2762,18,2314894.871020028,-16.899115764160875,-470749.21966183465
2763,18,2390242.4772764174,-14.194261741048898,-395401.6134054451
2764,14,2750165.661216398,-1.2736167403489262,-35478.42946546478
2765,17,2679016.9405256626,-3.8277377398237555,-106627.15015619993
2766,9,2459882.7726539127,-11.694290707044741,-325761.3180279499
2767,15,2900732.4662485085,4.1314816904149065,115088.37556664599
2768,11,2795734.588631362,0.36223213091912676,10090.497949499637
2769,14,2762450.4851531778,-0.8326119480327243,-23193.6055286848
2770,11,3173823.7026687283,13.935003875238362,388179.61198686576
2771,17,2518888.0359120932,-9.57609967698614,-266756.0547697693
2772,12,2666276.914769288,-4.285083522043043,-119367.1759125744
2773,14,2800411.694658242,0.5301324754938497,14767.603976379614
2774,19,2878385.733151778,3.3292710572804918,92741.64246991556
2775,12,2683375.3002264723,-3.6712798593863893,-102268.79045539023
2776,14,2464500.8978863386,-11.528507675110621,-321143.1927955239
2777,10,3156106.451816713,13.298983971931943,370462.3611348504
2778,9,2883047.584639272,3.4966237892065877,97403.49395740964
2779,13,2695038.667751423,-3.2525843209302963,-90605.42293043947
2780,18,2524704.424048953,-9.36730099533416,-260939.66663290933
2781,7,2933979.0199745484,5.324977795579655,148334.92929268582
2782,13,2916704.4737599315,4.704850254074944,131060.38307806896
2783,18,3226508.0020196773,15.826282790846458,440863.91133781476
2784,14,2749877.5406881385,-1.2839597891692311,-35766.5499937241
2785,13,2650398.2182689514,-4.8551023752573474,-135245.87241291115
2786,7,2672490.9531231225,-4.062009857513516,-113153.1375587401
2787,12,2347267.3768717684,-15.736996527176217,-438376.71381009417
2788,19,2492282.1161173424,-10.531208044338204,-293361.9745645202
2789,10,2295559.034446896,-17.593240208766392,-490085.0562349665
2790,10,2546704.4839292825,-8.577535355354494,-238939.60675258003
2791,6,2791926.826534372,0.22553979072650332,6282.735852509271
2792,10,2925209.8346316023,5.010178594480008,139565.74394973973
2793,13,2598612.107638238,-6.714137806378684,-187031.98304362455
2794,14,2445131.5201870026,-12.223836190484416,-340512.57049485995
2795,14,2969511.9297226123,6.60055028766231,183867.8390407497
2796,12,2726473.2576004677,-2.12413471194417,-59170.8330813949
2797,15,2954975.4553777827,6.078714982374933,169331.36469592014
2798,15,2911927.062203923,4.533349107464368,126282.97152206022
2799,12,3171034.5632820027,13.834878399910933,385390.47260014014
2800,22,3374517.5364173227,21.13957944969622,588873.4457354601
2801,12,2652006.408497222,-4.797371014899799,-133637.68218464078
2802,9,2549488.3694145475,-8.477598486370507,-236155.7212673151
2803,10,2575459.9986451324,-7.545260097648798,-210184.09203673014
2804,11,2759899.3628746616,-0.9241930041715918,-25744.72780720098
2805,11,2922065.4343906785,4.8972998440523385,136421.34370881598
2806,12,2717717.7073203363,-2.4384444369165426,-67926.3833615263
2807,12,2945095.8505092775,5.7240535630804334,159451.759827415
2808,17,2493173.5154871773,-10.499208286263706,-292470.57519468525
2809,14,2429723.471426013,-12.77695957090944,-355920.6192558496
2810,15,2369770.7376963627,-14.929163218539653,-415873.3529854999
2811,13,2396326.4220395163,-13.975858220532766,-389317.6686423463
2812,13,2929803.3656244725,5.175078734028915,144159.27494260995
2813,15,2733434.3137656976,-1.8742443476828075,-52209.776916164905
2814,21,3177954.0731274523,14.083277320239462,392309.98244558973
2815,10,2546951.4131040084,-8.568671007767815,-238692.67757785413
2816,14,3111378.245474884,11.693315591988963,325734.15479302127
2817,15,2482719.2987868623,-10.874497316735498,-302924.79189500026
2818,13,2725862.900706342,-2.1460455115386856,-59781.189975520596
2819,8,2589741.4123755186,-7.0325810451395965,-195902.67830634397
2820,16,2624249.1533671073,-5.7938104101177395,-161394.93731475528
2821,9,2420119.9698897237,-13.121709338778697,-365524.12079213886
2822,25,2755012.1207201825,-1.0996368870002327,-30631.969961680006
2823,10,2787810.706281188,0.07777790445566701,2166.6155993253924
2824,14,2925316.0989956483,5.013993308800524,139672.00831378577
2825,21,2624336.0216765166,-5.7906919819703635,-161308.06900534593
2826,17,2538124.7298203474,-8.88553428951967,-247519.36086151516
2827,11,2367176.9571189834,-15.02227563681503,-418467.1335628792
2828,16,2760907.6787909027,-0.8879961361074273,-24736.411890959833
2829,11,2852880.910204848,2.413690239463695,67236.81952298526
2830,11,2840437.9878513725,1.9670099763569482,54793.8971695099
2831,21,3028712.737440558,8.725761039314882,243068.6467586956
2832,11,2613169.120440267,-6.1915652045619884,-172474.97024159553
2833,7,2855482.4773730566,2.507082183427789,69838.38669119403
2834,11,2804847.353936693,0.6893652824876861,19203.263254830614
2835,10,3164036.244007523,13.583650351866705,378392.1533256606
2836,12,2519371.7083840217,-9.558736637912112,-266272.3822978409
2837,15,2454880.065847919,-11.873879579245894,-330764.0248339437
2838,15,3028310.101405604,8.711307073845976,242666.01072374126
2839,15,3018355.8877747925,8.353967323800049,232711.79709292995
2840,9,2419217.4072156437,-13.15410984094978,-366426.6834662189
2841,8,2635316.663181342,-5.396505174633548,-150327.42750052037
2842,12,3180694.592435468,14.181657415427606,395050.50175360544
2843,16,2603336.355707978,-6.544545140698855,-182307.73497388465
2844,11,2947625.5082407426,5.8148640776011895,161981.41755888006
2845,18,2658489.5679839333,-4.564636348314144,-127154.5226979293
2846,16,2787194.0840309924,0.05564218897577966,1549.9933491297998
2847,13,2444331.193282332,-12.252566598196868,-341312.89739953075
2848,14,3183148.0792631125,14.26973352090899,397503.98858124996
2849,17,3002413.924665853,7.781677304329637,216769.83398399036
2850,12,3037548.8178092726,9.042961660825434,251904.72712741
2851,11,2926953.8845455777,5.072787092091358,141309.79386371514
2852,15,2807989.460837917,0.8021617058259878,22345.370156054385
2853,13,2412277.254903724,-13.40324979156784,-373366.8357781386
2854,12,3176576.2804919174,14.033816851109782,390932.18981005484
2855,12,2625134.3436089223,-5.7620335494349195,-160509.74707294023
2856,18,2503767.277480763,-10.118909811342858,-281876.81320109963
2857,12,2572395.9559591375,-7.655254145210155,-213248.13472272502
2858,14,3122526.6872311686,12.093526149883882,336882.59654930606
2859,11,2568952.9078244134,-7.778853859410595,-216691.18285744917
2860,12,2305580.8252799716,-17.233474549305484,-480063.26540189097
2861,15,2617635.808321353,-6.031218522226389,-168008.2823605095
2862,13,3236873.275117507,16.19837889359348,451229.18443564465
2863,18,2866620.061440193,2.9069029683009395,80975.97075833054
2864,19,2932286.7032180727,5.264226432469887,146642.6125362101
2865,12,2781446.428282122,-0.15068911401071583,-4197.662399740424
2866,8,2481780.492133833,-10.908198917602952,-303863.59854802955
2867,15,2192076.1180670876,-21.308105173962943,-593567.972614775
2868,18,2638648.703253983,-5.2768904656408715,-146995.3874278795
2869,10,2739608.415929133,-1.6526043261133494,-46035.67475272948
2870,21,3182886.977800793,14.26036041171701,397242.88711893046
2871,9,2755153.7305132234,-1.0945533304355437,-30490.360168639105
2872,17,2913238.418031833,4.580424605454114,127594.32734997058
2873,17,2517557.9484835486,-9.623847608353032,-268086.14219831396
2874,11,2936309.693568158,5.408645109771215,150665.6028862954
2875,14,2570270.6026905235,-7.731550800469289,-215373.48799133906
2876,17,2217699.9499389967,-20.388252133238094,-567944.1407428659
2877,12,2443184.9328699075,-12.293715444751196,-342459.1578119551
2878,15,2853122.8707933025,2.42237622304875,67478.78011143999
2879,12,2519137.505996527,-9.56714411495765,-266506.5846853354
2880,11,2790260.928677948,0.1657368222857114,4616.83799608564
2881,11,2422126.233283133,-13.049687812406386,-363517.8573987298
2882,12,2727843.869323593,-2.0749320256530424,-57800.22135826945
2883,19,2456170.2142425827,-11.827565392915362,-329473.8764392799
2884,20,2695618.651827383,-3.2317638551033867,-90025.4388544797
2885,16,2343881.0394889116,-15.858560419497714,-441763.0511929509
2886,14,3220232.968494208,15.601019500878444,434588.8778123455
2887,6,2540200.813637618,-8.811006325799708,-245443.27704424458
2888,18,2621345.483850128,-5.8980473270552665,-164298.60683173453
2889,15,2558193.822716132,-8.165087159790618,-227450.26796573075
2890,16,2620031.2582471026,-5.945225845209167,-165612.83243475994
2891,12,2770289.6216346323,-0.5511999576181204,-15354.469047230203
2892,9,2985341.5622600983,7.168807826033308,199697.47157823574
2893,18,2523672.8666964173,-9.404332192391474,-261971.22398544522
2894,13,2495597.949711023,-10.412175121045086,-290046.14097083965
2895,10,2471994.3702582484,-11.259504452589264,-313649.72042361414
2896,14,2830556.481682989,1.6122803035520938,44912.39100112626
2897,21,2702252.4110655277,-2.993622907365834,-83391.67961633485
2898,10,2516924.628693623,-9.64658273779918,-268719.46198823955
2899,15,2789994.3519616975,0.15616716056392477,4350.2612798349
2900,8,2962052.486102218,6.332768640848685,176408.39542035526
2901,5,2906480.230416797,4.337816885478607,120836.13973493455
2902,8,2552983.233764401,-8.3521386560374,-232660.85691746138
2903,20,2875763.027097943,3.2351202624029796,90118.93641608022
2904,11,2609541.784230683,-6.321780554818601,-176102.30645117955
2905,16,2559457.5775239924,-8.119720459425416,-226186.51315787015
2906,23,2710867.630373187,-2.6843508314219777,-74776.46030867565
2907,13,2320593.9637151184,-16.69452779421331,-465050.1269667442
2908,10,3001805.6276947977,7.759840452554867,216161.53701293515
2909,10,2547602.0412724796,-8.54531453625562,-238042.04940938298
2910,9,2879204.9871942075,3.3586809178283605,93560.89651234495
2911,9,2276805.8706911434,-18.26644766619009,-508838.2199907191
2912,20,2702930.007177683,-2.9692983314294485,-82714.08350417949
2913,18,2505114.564903817,-10.070544428716953,-280529.5257780454
2914,13,2850581.2291988926,2.3311355077358487,64937.13851703005
2915,8,2777432.2896569073,-0.2947900290788841,-8211.801024955232
2916,11,3013605.175443028,8.183424635031745,227961.08476116555
2917,16,2779079.850870378,-0.2356453156899141,-6564.239811484702
2918,5,2764617.325637142,-0.7548259705917215,-21026.765044720378
2919,17,2790817.4304651227,0.18571431291474205,5173.339783260133
2920,6,2540001.3452285673,-8.818166910661141,-245642.7454532953
2921,15,2377262.6209574924,-14.660217042458124,-408381.46972437017
2922,19,2943670.062188178,5.6728701284891825,158025.97150631528
2923,11,3150849.553533892,13.110270047550676,365205.4628520296
