ts_code,category,years_with_data,min_rows_per_year
301232.SZ,mid_year_IPO_or_delisted,2,134
301233.SZ,mid_year_IPO_or_delisted,3,122
301234.SZ,mid_year_IPO_or_delisted,3,123
301235.SZ,mid_year_IPO_or_delisted,3,224
301236.SZ,mid_year_IPO_or_delisted,3,197
301237.SZ,mid_year_IPO_or_delisted,3,191
301238.SZ,mid_year_IPO_or_delisted,3,135
301239.SZ,mid_year_IPO_or_delisted,3,123
301246.SZ,mid_year_IPO_or_delisted,2,193
301248.SZ,mid_year_IPO_or_delisted,3,173
301251.SZ,mid_year_IPO_or_delisted,2,77
301252.SZ,mid_year_IPO_or_delisted,2,149
301255.SZ,mid_year_IPO_or_delisted,3,4
301256.SZ,mid_year_IPO_or_delisted,3,192
301257.SZ,mid_year_IPO_or_delisted,3,157
301258.SZ,mid_year_IPO_or_delisted,3,187
301259.SZ,mid_year_IPO_or_delisted,3,169
301260.SZ,mid_year_IPO_or_delisted,2,221
301261.SZ,mid_year_IPO_or_delisted,2,119
301262.SZ,mid_year_IPO_or_delisted,2,131
301263.SZ,mid_year_IPO_or_delisted,3,187
301265.SZ,mid_year_IPO_or_delisted,3,11
301266.SZ,mid_year_IPO_or_delisted,3,142
301267.SZ,mid_year_IPO_or_delisted,3,40
301268.SZ,mid_year_IPO_or_delisted,3,182
301269.SZ,mid_year_IPO_or_delisted,3,105
301270.SZ,mid_year_IPO_or_delisted,3,82
301272.SZ,mid_year_IPO_or_delisted,2,116
301273.SZ,mid_year_IPO_or_delisted,3,49
301276.SZ,mid_year_IPO_or_delisted,3,75
301277.SZ,mid_year_IPO_or_delisted,3,33
301278.SZ,mid_year_IPO_or_delisted,3,101
301279.SZ,mid_year_IPO_or_delisted,3,178
301280.SZ,mid_year_IPO_or_delisted,3,5
301281.SZ,mid_year_IPO_or_delisted,2,182
301282.SZ,mid_year_IPO_or_delisted,3,85
301283.SZ,mid_year_IPO_or_delisted,3,80
301285.SZ,mid_year_IPO_or_delisted,3,63
301286.SZ,mid_year_IPO_or_delisted,3,138
301287.SZ,mid_year_IPO_or_delisted,2,135
301288.SZ,mid_year_IPO_or_delisted,3,171
301289.SZ,mid_year_IPO_or_delisted,3,132
301290.SZ,mid_year_IPO_or_delisted,3,23
301291.SZ,mid_year_IPO_or_delisted,2,125
301292.SZ,mid_year_IPO_or_delisted,2,120
301293.SZ,mid_year_IPO_or_delisted,2,163
301295.SZ,mid_year_IPO_or_delisted,2,127
301296.SZ,mid_year_IPO_or_delisted,3,80
301297.SZ,mid_year_IPO_or_delisted,3,1
301298.SZ,mid_year_IPO_or_delisted,3,144
301299.SZ,mid_year_IPO_or_delisted,3,53
301300.SZ,mid_year_IPO_or_delisted,3,90
301301.SZ,mid_year_IPO_or_delisted,3,4
301302.SZ,mid_year_IPO_or_delisted,3,131
301303.SZ,mid_year_IPO_or_delisted,2,213
301305.SZ,mid_year_IPO_or_delisted,2,151
301306.SZ,mid_year_IPO_or_delisted,3,108
301307.SZ,mid_year_IPO_or_delisted,2,169
301308.SZ,mid_year_IPO_or_delisted,3,100
301309.SZ,mid_year_IPO_or_delisted,3,70
301310.SZ,mid_year_IPO_or_delisted,2,143
301311.SZ,mid_year_IPO_or_delisted,3,23
301312.SZ,mid_year_IPO_or_delisted,3,119
301313.SZ,mid_year_IPO_or_delisted,3,61
301314.SZ,mid_year_IPO_or_delisted,2,187
301315.SZ,mid_year_IPO_or_delisted,2,130
301316.SZ,mid_year_IPO_or_delisted,3,57
301317.SZ,mid_year_IPO_or_delisted,2,230
301318.SZ,mid_year_IPO_or_delisted,3,97
301319.SZ,mid_year_IPO_or_delisted,3,62
301320.SZ,mid_year_IPO_or_delisted,2,138
301321.SZ,mid_year_IPO_or_delisted,3,91
301322.SZ,mid_year_IPO_or_delisted,2,203
301323.SZ,mid_year_IPO_or_delisted,2,141
301325.SZ,mid_year_IPO_or_delisted,2,158
301326.SZ,mid_year_IPO_or_delisted,3,68
301327.SZ,mid_year_IPO_or_delisted,3,70
301328.SZ,mid_year_IPO_or_delisted,3,76
301329.SZ,mid_year_IPO_or_delisted,2,114
301330.SZ,mid_year_IPO_or_delisted,3,92
301331.SZ,mid_year_IPO_or_delisted,3,68
301332.SZ,mid_year_IPO_or_delisted,2,154
301333.SZ,mid_year_IPO_or_delisted,3,103
301335.SZ,mid_year_IPO_or_delisted,3,31
301336.SZ,mid_year_IPO_or_delisted,3,95
301337.SZ,mid_year_IPO_or_delisted,2,148
301338.SZ,mid_year_IPO_or_delisted,3,93
301339.SZ,mid_year_IPO_or_delisted,3,75
301345.SZ,mid_year_IPO_or_delisted,2,192
301348.SZ,mid_year_IPO_or_delisted,2,96
301349.SZ,mid_year_IPO_or_delisted,3,75
301353.SZ,mid_year_IPO_or_delisted,2,146
301355.SZ,mid_year_IPO_or_delisted,2,137
301356.SZ,mid_year_IPO_or_delisted,3,35
301357.SZ,mid_year_IPO_or_delisted,2,173
301358.SZ,mid_year_IPO_or_delisted,2,220
301359.SZ,mid_year_IPO_or_delisted,3,38
301360.SZ,mid_year_IPO_or_delisted,2,168
301361.SZ,mid_year_IPO_or_delisted,3,33
301362.SZ,mid_year_IPO_or_delisted,2,100
301363.SZ,mid_year_IPO_or_delisted,3,58
301365.SZ,mid_year_IPO_or_delisted,3,29
301366.SZ,mid_year_IPO_or_delisted,3,65
301367.SZ,mid_year_IPO_or_delisted,3,44
301368.SZ,mid_year_IPO_or_delisted,3,12
301369.SZ,mid_year_IPO_or_delisted,3,67
301370.SZ,mid_year_IPO_or_delisted,2,117
301371.SZ,mid_year_IPO_or_delisted,2,103
301372.SZ,mid_year_IPO_or_delisted,2,95
301373.SZ,mid_year_IPO_or_delisted,2,221
301376.SZ,mid_year_IPO_or_delisted,2,130
301377.SZ,mid_year_IPO_or_delisted,3,29
301378.SZ,mid_year_IPO_or_delisted,2,193
301379.SZ,mid_year_IPO_or_delisted,3,44
301380.SZ,mid_year_IPO_or_delisted,3,49
301381.SZ,mid_year_IPO_or_delisted,2,117
301382.SZ,mid_year_IPO_or_delisted,2,155
301383.SZ,mid_year_IPO_or_delisted,2,138
301386.SZ,mid_year_IPO_or_delisted,2,186
301387.SZ,mid_year_IPO_or_delisted,2,173
301388.SZ,mid_year_IPO_or_delisted,3,38
301389.SZ,mid_year_IPO_or_delisted,3,45
301390.SZ,mid_year_IPO_or_delisted,2,162
301391.SZ,mid_year_IPO_or_delisted,3,22
301392.SZ,mid_year_IPO_or_delisted,1,142
301393.SZ,mid_year_IPO_or_delisted,2,117
301395.SZ,mid_year_IPO_or_delisted,2,124
301396.SZ,mid_year_IPO_or_delisted,3,36
301397.SZ,mid_year_IPO_or_delisted,2,127
301398.SZ,mid_year_IPO_or_delisted,3,12
301399.SZ,mid_year_IPO_or_delisted,2,151
301408.SZ,mid_year_IPO_or_delisted,2,206
301413.SZ,mid_year_IPO_or_delisted,2,10
301418.SZ,mid_year_IPO_or_delisted,2,89
301419.SZ,mid_year_IPO_or_delisted,2,220
301421.SZ,mid_year_IPO_or_delisted,2,87
301428.SZ,mid_year_IPO_or_delisted,2,153
301429.SZ,mid_year_IPO_or_delisted,2,174
301439.SZ,mid_year_IPO_or_delisted,2,194
301446.SZ,mid_year_IPO_or_delisted,2,108
301448.SZ,mid_year_IPO_or_delisted,2,132
301456.SZ,mid_year_IPO_or_delisted,2,115
301459.SZ,mid_year_IPO_or_delisted,2,13
301468.SZ,mid_year_IPO_or_delisted,2,109
301469.SZ,mid_year_IPO_or_delisted,2,88
301486.SZ,mid_year_IPO_or_delisted,2,120
301487.SZ,mid_year_IPO_or_delisted,2,97
301488.SZ,mid_year_IPO_or_delisted,2,123
301489.SZ,mid_year_IPO_or_delisted,2,49
301498.SZ,mid_year_IPO_or_delisted,2,92
301499.SZ,mid_year_IPO_or_delisted,2,110
301500.SZ,mid_year_IPO_or_delisted,2,66
301502.SZ,mid_year_IPO_or_delisted,1,219
301503.SZ,mid_year_IPO_or_delisted,2,114
301505.SZ,mid_year_IPO_or_delisted,2,112
301507.SZ,mid_year_IPO_or_delisted,2,78
301508.SZ,mid_year_IPO_or_delisted,2,21
301509.SZ,mid_year_IPO_or_delisted,2,101
301510.SZ,mid_year_IPO_or_delisted,2,93
301511.SZ,mid_year_IPO_or_delisted,2,91
301512.SZ,mid_year_IPO_or_delisted,2,111
301515.SZ,mid_year_IPO_or_delisted,2,108
301516.SZ,mid_year_IPO_or_delisted,2,16
301517.SZ,mid_year_IPO_or_delisted,2,54
301518.SZ,mid_year_IPO_or_delisted,2,101
301519.SZ,mid_year_IPO_or_delisted,2,106
301520.SZ,mid_year_IPO_or_delisted,2,64
301522.SZ,mid_year_IPO_or_delisted,1,55
301525.SZ,mid_year_IPO_or_delisted,2,82
301526.SZ,mid_year_IPO_or_delisted,2,4
301528.SZ,mid_year_IPO_or_delisted,2,84
301529.SZ,mid_year_IPO_or_delisted,2,74
301533.SZ,mid_year_IPO_or_delisted,2,90
301536.SZ,mid_year_IPO_or_delisted,1,186
301538.SZ,mid_year_IPO_or_delisted,1,192
301539.SZ,mid_year_IPO_or_delisted,1,176
301548.SZ,mid_year_IPO_or_delisted,2,67
301550.SZ,mid_year_IPO_or_delisted,2,70
301551.SZ,mid_year_IPO_or_delisted,1,64
301552.SZ,mid_year_IPO_or_delisted,1,110
301555.SZ,mid_year_IPO_or_delisted,2,44
301556.SZ,mid_year_IPO_or_delisted,1,54
301558.SZ,mid_year_IPO_or_delisted,2,61
301559.SZ,mid_year_IPO_or_delisted,2,58
301565.SZ,mid_year_IPO_or_delisted,1,132
301566.SZ,mid_year_IPO_or_delisted,2,1
301567.SZ,mid_year_IPO_or_delisted,1,232
301568.SZ,mid_year_IPO_or_delisted,2,24
301571.SZ,mid_year_IPO_or_delisted,1,88
301578.SZ,mid_year_IPO_or_delisted,2,2
301580.SZ,mid_year_IPO_or_delisted,1,128
301585.SZ,mid_year_IPO_or_delisted,1,8
301586.SZ,mid_year_IPO_or_delisted,1,83
301587.SZ,mid_year_IPO_or_delisted,1,181
301588.SZ,mid_year_IPO_or_delisted,1,197
301589.SZ,mid_year_IPO_or_delisted,1,215
301591.SZ,mid_year_IPO_or_delisted,1,207
301592.SZ,mid_year_IPO_or_delisted,1,49
301596.SZ,mid_year_IPO_or_delisted,1,159
301598.SZ,mid_year_IPO_or_delisted,1,8
301600.SZ,mid_year_IPO_or_delisted,1,73
301603.SZ,mid_year_IPO_or_delisted,1,118
301606.SZ,mid_year_IPO_or_delisted,1,106
301607.SZ,mid_year_IPO_or_delisted,1,78
301608.SZ,mid_year_IPO_or_delisted,1,102
301611.SZ,mid_year_IPO_or_delisted,1,91
301613.SZ,mid_year_IPO_or_delisted,1,48
301617.SZ,mid_year_IPO_or_delisted,1,15
301618.SZ,mid_year_IPO_or_delisted,1,62
301622.SZ,mid_year_IPO_or_delisted,1,20
301626.SZ,mid_year_IPO_or_delisted,1,49
301628.SZ,mid_year_IPO_or_delisted,1,44
301631.SZ,mid_year_IPO_or_delisted,1,28
301633.SZ,mid_year_IPO_or_delisted,1,39
302132.SZ,suspended_or_missing_days,5,232
600006.SH,suspended_or_missing_days,5,237
600008.SH,suspended_or_missing_days,5,237
600009.SH,suspended_or_missing_days,5,233
600012.SH,suspended_or_missing_days,5,232
600027.SH,suspended_or_missing_days,5,232
600030.SH,suspended_or_missing_days,5,236
600032.SH,mid_year_IPO_or_delisted,4,151
600037.SH,suspended_or_missing_days,5,239
600038.SH,suspended_or_missing_days,5,237
600039.SH,suspended_or_missing_days,5,233
600051.SH,other_incomplete,5,242
600052.SH,suspended_or_missing_days,5,240
600053.SH,suspended_or_missing_days,5,237
600055.SH,other_incomplete,5,242
600063.SH,suspended_or_missing_days,5,241
600066.SH,suspended_or_missing_days,5,241
600068.SH,mid_year_IPO_or_delisted,2,162
600069.SH,mid_year_IPO_or_delisted,1,133
600070.SH,suspended_or_missing_days,5,238
600071.SH,suspended_or_missing_days,5,237
600072.SH,suspended_or_missing_days,5,235
600075.SH,other_incomplete,5,242
600077.SH,mid_year_IPO_or_delisted,4,106
600078.SH,suspended_or_missing_days,5,236
600079.SH,suspended_or_missing_days,5,233
600080.SH,other_incomplete,5,242
600081.SH,suspended_or_missing_days,5,236
600083.SH,suspended_or_missing_days,5,241
600084.SH,suspended_or_missing_days,5,241
600086.SH,mid_year_IPO_or_delisted,2,30
600090.SH,mid_year_IPO_or_delisted,3,78
600091.SH,mid_year_IPO_or_delisted,3,90
600093.SH,mid_year_IPO_or_delisted,3,89
600095.SH,other_incomplete,5,242
600109.SH,suspended_or_missing_days,5,233
600110.SH,suspended_or_missing_days,5,234
600112.SH,suspended_or_missing_days,5,131
600116.SH,other_incomplete,5,242
600117.SH,suspended_or_missing_days,5,240
600119.SH,other_incomplete,5,242
600122.SH,mid_year_IPO_or_delisted,4,94
600136.SH,suspended_or_missing_days,5,241
600139.SH,mid_year_IPO_or_delisted,4,35
600145.SH,mid_year_IPO_or_delisted,3,52
600146.SH,mid_year_IPO_or_delisted,3,92
600149.SH,other_incomplete,5,242
600150.SH,suspended_or_missing_days,5,232
600157.SH,suspended_or_missing_days,5,232
600158.SH,other_incomplete,5,242
600160.SH,suspended_or_missing_days,5,233
600165.SH,suspended_or_missing_days,5,240
600167.SH,suspended_or_missing_days,5,241
600172.SH,suspended_or_missing_days,5,237
600175.SH,mid_year_IPO_or_delisted,1,124
600176.SH,suspended_or_missing_days,5,233
600179.SH,suspended_or_missing_days,5,232
600182.SH,suspended_or_missing_days,5,226
600185.SH,suspended_or_missing_days,5,232
600186.SH,suspended_or_missing_days,5,241
600190.SH,suspended_or_missing_days,5,204
600191.SH,suspended_or_missing_days,5,241
600193.SH,other_incomplete,5,242
600198.SH,suspended_or_missing_days,5,233
600209.SH,mid_year_IPO_or_delisted,3,91
600212.SH,other_incomplete,5,242
600213.SH,suspended_or_missing_days,5,145
600215.SH,suspended_or_missing_days,5,232
600217.SH,other_incomplete,5,242
600220.SH,suspended_or_missing_days,5,105
600221.SH,suspended_or_missing_days,5,240
600222.SH,suspended_or_missing_days,5,241
600225.SH,suspended_or_missing_days,5,232
600226.SH,suspended_or_missing_days,5,201
600228.SH,suspended_or_missing_days,5,232
600234.SH,suspended_or_missing_days,5,240
600238.SH,suspended_or_missing_days,5,233
600239.SH,suspended_or_missing_days,5,241
600241.SH,suspended_or_missing_days,5,241
600242.SH,mid_year_IPO_or_delisted,4,93
600243.SH,other_incomplete,5,242
600246.SH,other_incomplete,5,242
600247.SH,mid_year_IPO_or_delisted,2,33
600248.SH,suspended_or_missing_days,5,231
600250.SH,suspended_or_missing_days,5,227
600255.SH,suspended_or_missing_days,5,240
600260.SH,mid_year_IPO_or_delisted,4,18
600265.SH,suspended_or_missing_days,5,241
600267.SH,suspended_or_missing_days,5,233
600275.SH,mid_year_IPO_or_delisted,3,92
600277.SH,suspended_or_missing_days,5,111
600278.SH,other_incomplete,5,242
600280.SH,other_incomplete,5,242
600282.SH,suspended_or_missing_days,5,239
600283.SH,suspended_or_missing_days,5,241
600284.SH,other_incomplete,5,242
600287.SH,suspended_or_missing_days,5,241
600289.SH,suspended_or_missing_days,5,204
600290.SH,mid_year_IPO_or_delisted,4,234
600291.SH,mid_year_IPO_or_delisted,3,92
600292.SH,suspended_or_missing_days,5,232
600297.SH,suspended_or_missing_days,5,130
600300.SH,suspended_or_missing_days,5,240
600301.SH,suspended_or_missing_days,5,233
600303.SH,suspended_or_missing_days,5,229
600306.SH,suspended_or_missing_days,5,92
600310.SH,suspended_or_missing_days,5,232
600311.SH,mid_year_IPO_or_delisted,4,38
600317.SH,mid_year_IPO_or_delisted,2,9
600318.SH,suspended_or_missing_days,5,233
600319.SH,suspended_or_missing_days,5,235
600321.SH,suspended_or_missing_days,5,97
600322.SH,suspended_or_missing_days,5,232
600329.SH,other_incomplete,5,242
600331.SH,suspended_or_missing_days,5,241
600340.SH,suspended_or_missing_days,5,228
600345.SH,suspended_or_missing_days,5,232
600354.SH,suspended_or_missing_days,5,240
600356.SH,suspended_or_missing_days,5,233
600358.SH,suspended_or_missing_days,5,232
600360.SH,suspended_or_missing_days,5,241
600361.SH,suspended_or_missing_days,5,233
600365.SH,suspended_or_missing_days,5,240
600370.SH,suspended_or_missing_days,5,241
600372.SH,suspended_or_missing_days,5,231
600373.SH,suspended_or_missing_days,5,239
600375.SH,suspended_or_missing_days,5,232
600378.SH,suspended_or_missing_days,5,232
600381.SH,suspended_or_missing_days,5,241
600382.SH,suspended_or_missing_days,5,241
600387.SH,suspended_or_missing_days,5,241
600388.SH,suspended_or_missing_days,5,237
600389.SH,suspended_or_missing_days,5,233
600393.SH,mid_year_IPO_or_delisted,4,103
600396.SH,suspended_or_missing_days,5,241
600399.SH,other_incomplete,5,242
600403.SH,suspended_or_missing_days,5,241
600408.SH,suspended_or_missing_days,5,241
600416.SH,other_incomplete,5,242
600419.SH,suspended_or_missing_days,5,237
600421.SH,suspended_or_missing_days,5,222
600422.SH,suspended_or_missing_days,5,240
600423.SH,other_incomplete,5,242
600433.SH,suspended_or_missing_days,5,233
600446.SH,suspended_or_missing_days,5,232
600449.SH,suspended_or_missing_days,5,231
600455.SH,suspended_or_missing_days,5,241
600459.SH,suspended_or_missing_days,5,236
600460.SH,suspended_or_missing_days,5,233
600461.SH,suspended_or_missing_days,5,233
600462.SH,suspended_or_missing_days,5,232
600463.SH,suspended_or_missing_days,5,237
600466.SH,mid_year_IPO_or_delisted,4,81
600470.SH,suspended_or_missing_days,5,240
600479.SH,suspended_or_missing_days,5,233
600482.SH,suspended_or_missing_days,5,232
600485.SH,mid_year_IPO_or_delisted,1,71
600486.SH,suspended_or_missing_days,5,238
600488.SH,other_incomplete,5,242
600491.SH,suspended_or_missing_days,5,237
600506.SH,suspended_or_missing_days,5,241
600515.SH,suspended_or_missing_days,5,240
600518.SH,suspended_or_missing_days,5,213
600520.SH,suspended_or_missing_days,5,237
600526.SH,suspended_or_missing_days,5,232
600530.SH,suspended_or_missing_days,5,199
600532.SH,mid_year_IPO_or_delisted,4,93
600535.SH,suspended_or_missing_days,5,240
600538.SH,suspended_or_missing_days,5,240
600539.SH,suspended_or_missing_days,5,232
600540.SH,suspended_or_missing_days,5,240
600543.SH,suspended_or_missing_days,5,241
600547.SH,other_incomplete,5,242
600555.SH,mid_year_IPO_or_delisted,3,92
600556.SH,other_incomplete,5,242
600565.SH,suspended_or_missing_days,5,111
600568.SH,other_incomplete,5,242
600575.SH,suspended_or_missing_days,5,232
600576.SH,suspended_or_missing_days,5,233
600584.SH,suspended_or_missing_days,5,237
600589.SH,suspended_or_missing_days,5,208
600593.SH,suspended_or_missing_days,5,237
600595.SH,suspended_or_missing_days,5,240
600596.SH,suspended_or_missing_days,5,235
600599.SH,other_incomplete,5,242
600601.SH,suspended_or_missing_days,5,240
600603.SH,suspended_or_missing_days,5,241
600605.SH,suspended_or_missing_days,5,237
600606.SH,suspended_or_missing_days,5,238
600610.SH,suspended_or_missing_days,5,93
600614.SH,mid_year_IPO_or_delisted,2,30
600615.SH,suspended_or_missing_days,5,233
600634.SH,mid_year_IPO_or_delisted,2,30
600641.SH,suspended_or_missing_days,5,241
600647.SH,suspended_or_missing_days,5,82
600651.SH,suspended_or_missing_days,5,241
600652.SH,mid_year_IPO_or_delisted,3,92
600654.SH,suspended_or_missing_days,5,240
600662.SH,suspended_or_missing_days,5,233
600663.SH,suspended_or_missing_days,5,232
600666.SH,suspended_or_missing_days,5,237
600671.SH,suspended_or_missing_days,5,241
600673.SH,suspended_or_missing_days,5,233
600677.SH,mid_year_IPO_or_delisted,1,77
600679.SH,suspended_or_missing_days,5,233
600687.SH,mid_year_IPO_or_delisted,2,30
600690.SH,suspended_or_missing_days,5,241
600695.SH,mid_year_IPO_or_delisted,3,88
600696.SH,other_incomplete,5,242
600698.SH,other_incomplete,5,242
600701.SH,mid_year_IPO_or_delisted,2,30
600702.SH,other_incomplete,5,242
600707.SH,other_incomplete,5,242
600711.SH,suspended_or_missing_days,5,241
600715.SH,suspended_or_missing_days,5,240
600718.SH,suspended_or_missing_days,5,232
600719.SH,suspended_or_missing_days,5,231
600720.SH,suspended_or_missing_days,5,232
600721.SH,suspended_or_missing_days,5,241
600723.SH,mid_year_IPO_or_delisted,2,162
600725.SH,suspended_or_missing_days,5,232
600726.SH,suspended_or_missing_days,5,234
600727.SH,other_incomplete,5,242
600729.SH,suspended_or_missing_days,5,232
600732.SH,other_incomplete,5,242
600734.SH,suspended_or_missing_days,5,212
600738.SH,suspended_or_missing_days,5,241
600745.SH,suspended_or_missing_days,5,232
600748.SH,suspended_or_missing_days,5,241
600749.SH,suspended_or_missing_days,5,233
600755.SH,other_incomplete,5,242
600758.SH,suspended_or_missing_days,5,233
600759.SH,suspended_or_missing_days,5,240
600766.SH,suspended_or_missing_days,5,92
600767.SH,mid_year_IPO_or_delisted,4,92
600774.SH,suspended_or_missing_days,5,239
600777.SH,suspended_or_missing_days,5,238
600781.SH,mid_year_IPO_or_delisted,4,93
600796.SH,suspended_or_missing_days,5,232
600801.SH,suspended_or_missing_days,5,241
600803.SH,suspended_or_missing_days,5,239
600804.SH,suspended_or_missing_days,5,238
600807.SH,other_incomplete,5,242
600810.SH,other_incomplete,5,242
600811.SH,suspended_or_missing_days,5,233
600812.SH,suspended_or_missing_days,5,234
600815.SH,other_incomplete,5,242
600816.SH,suspended_or_missing_days,5,198
600817.SH,suspended_or_missing_days,5,232
600821.SH,suspended_or_missing_days,5,241
600823.SH,suspended_or_missing_days,5,85
600824.SH,suspended_or_missing_days,5,233
600826.SH,other_incomplete,5,242
600831.SH,suspended_or_missing_days,5,241
600836.SH,suspended_or_missing_days,5,107
600837.SH,suspended_or_missing_days,5,225
600841.SH,suspended_or_missing_days,5,234
600843.SH,suspended_or_missing_days,5,241
600844.SH,suspended_or_missing_days,5,240
600845.SH,other_incomplete,5,242
600846.SH,suspended_or_missing_days,5,241
600847.SH,suspended_or_missing_days,5,232
600850.SH,suspended_or_missing_days,5,229
600856.SH,mid_year_IPO_or_delisted,3,87
600859.SH,suspended_or_missing_days,5,226
600860.SH,suspended_or_missing_days,5,232
600861.SH,suspended_or_missing_days,5,233
600865.SH,suspended_or_missing_days,5,241
600866.SH,suspended_or_missing_days,5,231
600870.SH,mid_year_IPO_or_delisted,3,92
600877.SH,suspended_or_missing_days,5,232
600882.SH,suspended_or_missing_days,5,231
600888.SH,suspended_or_missing_days,5,237
600889.SH,suspended_or_missing_days,5,232
600890.SH,mid_year_IPO_or_delisted,3,91
600891.SH,mid_year_IPO_or_delisted,2,30
600892.SH,suspended_or_missing_days,5,240
600893.SH,other_incomplete,5,242
600896.SH,mid_year_IPO_or_delisted,3,92
600898.SH,suspended_or_missing_days,5,241
600900.SH,suspended_or_missing_days,5,233
600905.SH,mid_year_IPO_or_delisted,4,139
600906.SH,mid_year_IPO_or_delisted,4,163
600909.SH,suspended_or_missing_days,5,237
600916.SH,mid_year_IPO_or_delisted,4,219
600917.SH,suspended_or_missing_days,5,238
600918.SH,suspended_or_missing_days,5,144
600919.SH,suspended_or_missing_days,5,237
600925.SH,mid_year_IPO_or_delisted,2,186
600927.SH,mid_year_IPO_or_delisted,4,7
600929.SH,suspended_or_missing_days,5,238
600935.SH,mid_year_IPO_or_delisted,4,26
600938.SH,mid_year_IPO_or_delisted,3,172
600941.SH,mid_year_IPO_or_delisted,3,241
600955.SH,mid_year_IPO_or_delisted,4,71
600956.SH,suspended_or_missing_days,5,128
600958.SH,suspended_or_missing_days,5,236
600961.SH,suspended_or_missing_days,5,231
600966.SH,other_incomplete,5,242
600970.SH,suspended_or_missing_days,5,232
600975.SH,suspended_or_missing_days,5,232
600978.SH,mid_year_IPO_or_delisted,2,31
600980.SH,suspended_or_missing_days,5,233
600983.SH,suspended_or_missing_days,5,241
600995.SH,suspended_or_missing_days,5,233
600999.SH,suspended_or_missing_days,5,237
601020.SH,suspended_or_missing_days,5,241
601022.SH,mid_year_IPO_or_delisted,3,17
601033.SH,mid_year_IPO_or_delisted,1,230
601059.SH,mid_year_IPO_or_delisted,2,226
601061.SH,mid_year_IPO_or_delisted,2,179
601065.SH,mid_year_IPO_or_delisted,2,179
601069.SH,suspended_or_missing_days,5,233
601083.SH,mid_year_IPO_or_delisted,2,19
601089.SH,mid_year_IPO_or_delisted,3,126
601096.SH,mid_year_IPO_or_delisted,2,6
601107.SH,suspended_or_missing_days,5,232
601108.SH,suspended_or_missing_days,5,236
601111.SH,other_incomplete,5,242
601113.SH,suspended_or_missing_days,5,241
601121.SH,mid_year_IPO_or_delisted,2,199
601127.SH,other_incomplete,5,242
601133.SH,mid_year_IPO_or_delisted,2,179
601136.SH,mid_year_IPO_or_delisted,3,7
601156.SH,mid_year_IPO_or_delisted,4,140
601162.SH,suspended_or_missing_days,5,237
601177.SH,suspended_or_missing_days,5,239
601187.SH,suspended_or_missing_days,5,48
601211.SH,suspended_or_missing_days,5,225
601231.SH,other_incomplete,5,242
601236.SH,suspended_or_missing_days,5,237
601258.SH,mid_year_IPO_or_delisted,4,92
601279.SH,mid_year_IPO_or_delisted,4,176
601298.SH,suspended_or_missing_days,5,239
601377.SH,suspended_or_missing_days,5,236
601399.SH,suspended_or_missing_days,5,141
601456.SH,suspended_or_missing_days,5,94
601515.SH,suspended_or_missing_days,5,236
601528.SH,mid_year_IPO_or_delisted,4,129
601555.SH,suspended_or_missing_days,5,237
601558.SH,mid_year_IPO_or_delisted,1,96
601568.SH,suspended_or_missing_days,5,53
601599.SH,suspended_or_missing_days,5,238
601609.SH,suspended_or_missing_days,5,171
601665.SH,mid_year_IPO_or_delisted,4,134
601686.SH,suspended_or_missing_days,5,20
601696.SH,suspended_or_missing_days,5,210
601700.SH,suspended_or_missing_days,5,232
601702.SH,suspended_or_missing_days,5,78
601717.SH,suspended_or_missing_days,5,241
601728.SH,mid_year_IPO_or_delisted,4,89
601777.SH,suspended_or_missing_days,5,240
601778.SH,suspended_or_missing_days,5,155
601798.SH,other_incomplete,5,242
601816.SH,suspended_or_missing_days,5,233
601825.SH,mid_year_IPO_or_delisted,4,90
601827.SH,suspended_or_missing_days,5,142
601828.SH,suspended_or_missing_days,5,237
601866.SH,suspended_or_missing_days,5,232
601868.SH,mid_year_IPO_or_delisted,4,64
601880.SH,suspended_or_missing_days,5,232
601916.SH,suspended_or_missing_days,5,236
601921.SH,mid_year_IPO_or_delisted,4,109
601956.SH,suspended_or_missing_days,5,5
601963.SH,mid_year_IPO_or_delisted,4,219
601966.SH,suspended_or_missing_days,5,239
601968.SH,suspended_or_missing_days,5,241
601969.SH,suspended_or_missing_days,5,233
601989.SH,suspended_or_missing_days,5,232
601995.SH,suspended_or_missing_days,5,44
603001.SH,suspended_or_missing_days,5,235
603002.SH,suspended_or_missing_days,5,232
603003.SH,suspended_or_missing_days,5,241
603004.SH,mid_year_IPO_or_delisted,2,3
603006.SH,suspended_or_missing_days,5,234
603007.SH,suspended_or_missing_days,5,238
603010.SH,suspended_or_missing_days,5,239
603021.SH,suspended_or_missing_days,5,232
603023.SH,suspended_or_missing_days,5,232
603025.SH,suspended_or_missing_days,5,233
603029.SH,suspended_or_missing_days,5,232
603030.SH,suspended_or_missing_days,5,240
603031.SH,suspended_or_missing_days,5,235
603032.SH,suspended_or_missing_days,5,232
603036.SH,suspended_or_missing_days,5,237
603038.SH,suspended_or_missing_days,5,240
603039.SH,suspended_or_missing_days,5,241
603042.SH,suspended_or_missing_days,5,240
603045.SH,suspended_or_missing_days,5,233
603048.SH,mid_year_IPO_or_delisted,4,34
603050.SH,suspended_or_missing_days,5,241
603051.SH,mid_year_IPO_or_delisted,3,189
603052.SH,mid_year_IPO_or_delisted,3,59
603056.SH,suspended_or_missing_days,5,231
