feature_id,name,family,expected_direction,n_days,contemporaneous_spearman,Y5_IC,Y10_IC,Y20_IC,Y40_IC,Y20_HAC_t,Y20_HAC_t_lag5,Y20_HAC_t_lag10,Y20_HAC_t_lag40,Y20_raw_p,Q1_Y20,Q2_Y20,Q3_Y20,Q4_Y20,Q5_Y20,Q5_minus_Q1,MONOTONIC_SPEARMAN,BAD20_AUC,BAD20_bestQ,BAD20_worstQ,LYO_direction_count,bootstrap_spread_lo,bootstrap_spread_hi,pit_labeled_days
F11,ALL_A_RV20,VOLATILITY,UNKNOWN,646,0.09496440562486488,0.0841051423056931,0.1337598177112574,0.16675740968106262,0.1340219453658835,1.2155527007682048,1.9316826131795088,1.510678086597792,1.0483038323097358,0.22415536150723891,4.784842476640352,4.028534610318852,5.803533592511356,6.608303610390366,7.323781756086492,2.53893927944614,0.8999999999999998,0.1349894847528917,0.0,4.424778761061947,3,0.36696551853508613,4.730297191983288,546
F12,ALL_A_RV60,VOLATILITY,UNKNOWN,617,0.036637542214268674,0.07602621843546455,0.1145901430633378,0.1331267432823663,0.03622171371774362,0.9061476501797616,1.537208558419556,1.1723133733684499,0.7401878013147148,0.3648577071660415,5.099368853122556,3.947182578074257,5.897698531800995,6.698234181580571,7.819743621061254,2.720374767938698,0.8999999999999998,0.23319559228650139,0.0,0.0,3,0.4716059426473881,4.952287704575877,517
F13,CROSS_SECTION_RET_STD,VOLATILITY,UNKNOWN,646,0.13733720418798934,0.17818913770173614,0.140973024920592,0.12243999482316355,0.14105576226363178,1.1075714692883827,1.699681524630094,1.3698206824819663,0.9330317054347369,0.26804693074900077,5.497970048499743,4.851811458490126,5.021050564639996,5.626448698312103,6.327947064006081,0.829977015506338,0.7,0.5515247108307045,1.7699115044247788,0.0,3,-0.9809537266987526,2.876141450780019,546
F14,DOWN_VOL_SHARE,VOLATILITY,UNKNOWN,646,0.17804544362695146,0.1741440628812485,0.12272242978717916,0.12227362966315766,0.14229169961681765,2.080178914902709,2.4901850719747927,2.37520676274497,1.871440931880049,0.03750912546310481,5.280589338601613,5.162080920397364,5.03478544057677,5.570722282580904,6.259504870065468,0.9789155314638549,0.6,0.448869610935857,1.7699115044247788,1.0416666666666665,3,0.0637049274402902,2.106042128402872,546
F15,MARKET_AMOUNT_RATIO20,LIQUIDITY,POSITIVE_WEAK,645,-0.036285193609226586,0.04409915528129191,0.02188460504738322,-0.01544799070178867,0.004568149422462522,-0.14231976939940275,-0.19972343451704025,-0.1642624125697808,-0.13378067306831073,0.8868274317468328,6.62980057901973,5.480735697282888,4.700739097275127,5.0529979123489115,5.784786521870999,-0.845014057148731,-0.3,0.5223802001053186,0.0,1.1111111111111112,1,-2.65261904280321,0.6707016829986481,545
F16,MARKET_AMOUNT_Z60,LIQUIDITY,POSITIVE_WEAK,616,0.027743561911696555,0.12255618832683304,0.0882646112238554,0.03151156468941186,0.057314319610006485,0.24403780402566094,0.3713468258768929,0.29374620234069987,0.22940705314113308,0.8072015414717055,6.1742023363359335,5.684629515502116,4.783633262190336,5.254999620626,5.976512541648656,-0.19768979468727732,-0.3,0.4656456953642384,0.0,0.8695652173913043,1,-2.285103754090691,1.5351638349157068,516
F17,MEDIAN_STOCK_AMOUNT_RATIO20,LIQUIDITY,POSITIVE_WEAK,646,-0.06009165707737475,0.0454010117532661,0.011764483318445665,-0.0634332285465364,-0.046702746992372014,-0.65835825262277,-0.8860562333885129,-0.748254920231517,-0.6043365800446566,0.5103079544830771,6.546605324998206,5.440037639388927,4.869572302519062,5.0762763439681,5.570925573885485,-0.9756797511127209,-0.3,0.43914300736067297,0.0,0.0,0,-2.640161713263057,0.2724491917228007,546
F18,LIMIT_DOWN_SHARE,STRESS,NEGATIVE,646,0.21351105774085333,0.225599975632032,0.17902911351033562,0.19234061298070124,0.1994007899615859,2.6926709594136007,3.2840919765411716,3.031825788790985,2.550066445086076,0.007088218493890075,4.7918021400611375,5.334334594902158,5.128668861657953,5.8916508721638365,6.473948703762283,1.6821465637011457,0.8999999999999998,0.33543638275499477,4.666666666666667,2.0408163265306123,0,0.4665378435835515,3.1206037700159137,546
F19,DROP5_SHARE,STRESS,NEGATIVE,646,0.17804544362695146,0.1741440628812485,0.12272242978717916,0.12227362966315766,0.14229169961681765,2.080178914902709,2.4901850719747927,2.37520676274497,1.871440931880049,0.03750912546310481,5.280589338601613,5.162080920397364,5.03478544057677,5.570722282580904,6.259504870065468,0.9789155314638549,0.6,0.448869610935857,1.0416666666666665,1.7699115044247788,0,0.06705141494522515,2.0665235835794604,546
F20,DROP7_SHARE,STRESS,NEGATIVE,646,0.18793792625763517,0.17802282758026405,0.12690332214934816,0.135120359898326,0.15246107788209795,2.065212813722835,2.510158269408142,2.3669704978874373,1.879189624785699,0.038902868635124044,5.05315292583034,5.076434167586884,5.33101254767751,5.479490614175957,6.318075753586151,1.2649228277558109,0.9999999999999999,0.41614090431125134,2.7522935779816518,1.8018018018018018,0,0.2797229195716625,2.5316794180729763,546
F21,CROSS_SECTION_P10_RET,STRESS,POSITIVE,646,-0.1510737789184219,-0.17113984750297695,-0.12864653897112951,-0.11797255072257197,-0.13728602057748082,-2.5523117073401407,-2.7781413502413357,-2.7875942374135563,-2.3343702941043682,0.010701073351037538,6.3394600804593795,5.611204171199987,5.0614094020810265,4.921082930801645,5.425647345042684,-0.9138127354166956,-0.7,0.4957939011566772,1.0309278350515463,1.7543859649122806,0,-1.6883331415971738,-0.2829856450420033,546
F22,N_OVERSOLD_SIGNALS,CROWDING,NEGATIVE,646,0.1780066361751368,0.1345197560645624,0.07783832672325618,0.08721269456596893,0.11227942853705651,1.2842603464242497,1.4617662309318593,1.3514487743700123,1.2705301901877672,0.1990508764767669,5.448258481073729,5.174259386179901,5.070386089694683,5.437137476748735,6.0486420767379006,0.6003835956641712,0.3,0.5026288117770767,1.2048192771084338,1.5625,0,-0.41385299053718655,1.5612865864098664,546
F23,OVERSOLD_SIGNAL_SHARE,CROWDING,NEGATIVE,646,0.17617365333215657,0.13088279898550173,0.07237227433730116,0.07694547370375959,0.09883764016970611,1.1650530262445478,1.3028903717404252,1.2136480601916009,1.148606509819693,0.24399752937237484,5.51730850587879,5.137108379670376,5.137451145622657,5.5049704033988025,5.978845012641669,0.4615365067628785,0.39999999999999997,0.5047318611987381,1.1627906976744187,1.6666666666666667,1,-0.48685910386853476,1.4262581975128221,546
F24,N_OVERSOLD_Z60,CROWDING,NEGATIVE,586,0.11126749188533865,0.07351019818583528,0.00879452709577569,0.02380395908915268,0.033060949440215474,0.40645977748760653,0.430543982353226,0.4143203811695825,0.3948241935480581,0.6844048051681912,5.4163334475677445,5.828070895197126,5.4272366779618215,5.9265064388492315,6.112356925021504,0.6960234774537595,0.8999999999999998,0.4631242740998839,0.9345794392523363,1.9417475728155338,1,-0.25213407700771173,1.6197908590252954,486
F25,MRH_20_REALIZED,MRH,POSITIVE,644,0.09573410172118597,0.06942123154631313,0.09537257460611663,0.19633476291513802,0.19555192909899052,1.6044085858596175,2.368584643570384,1.9064839506748579,1.540618676154748,0.10862401971388946,5.15608220446179,4.404666423726333,5.079000870468104,5.762001562473466,7.405126992294062,2.249044787832272,0.7,0.7526371308016878,0.0,2.857142857142857,3,0.9057049506103841,3.8244993876920352,544
F26,MRH_60_REALIZED,MRH,POSITIVE,644,0.034387505604616064,-0.007874939264695008,0.029388350857847165,0.1243475131676763,0.057962030021835906,0.9880165257253096,1.4872570621180106,1.1748231143406578,1.009563783477821,0.32314455481489723,5.606446734708202,4.950463523890846,4.604054167421283,6.472296214801613,6.685456723359252,1.07900998865105,0.6,0.7047732067510548,0.0,0.0,3,-0.5662270046919498,2.455010052488312,544
F27,MRH_WIN20_REALIZED,MRH,POSITIVE,644,-0.05115098936703778,-0.10823383068310756,-0.13530868197679127,-0.1305088995999521,-0.1372098661117536,-1.1269798564811848,-1.599991901079525,-1.3259297448948169,-1.0224423608356752,0.2597509977626855,6.302965264003815,5.36158733782812,5.788296051212778,4.904363075342951,5.366544739848181,-0.9364205241556336,-0.49999999999999994,0.08808016877637131,21.62162162162162,0.0,0,-4.969408165520508,2.7551749745945484,544
