date,equity,cash,stock_val,etf_val
2021-04-21,1120226.1528589036,551027.8548151751,569198.2980437285,0.0
2021-04-22,1113859.435942908,551027.8548151751,562831.581127733,0.0
2021-04-23,1129900.0170706413,551027.8548151751,578872.1622554661,0.0
2021-04-26,1130284.8364032074,551027.8548151751,579256.9815880323,0.0
2021-04-27,1124882.194285831,551027.8548151751,573854.3394706559,0.0
2021-04-28,1126278.5153445192,551027.8548151751,575250.6605293441,0.0
2021-04-29,1124506.467013104,551027.8548151751,573478.6121979287,0.0
2021-04-30,1121850.5763341624,551027.8548151751,570822.7215189873,0.0
2021-05-06,1111013.7026136837,362390.42183117504,748623.2807825087,0.0
2021-05-07,1096944.5415089657,362390.42183117504,734554.1196777907,0.0
2021-05-10,1103497.4674262637,175019.51805917505,928477.9493670886,0.0
2021-05-11,1107529.6791638932,175019.51805917505,932510.1611047181,0.0
2021-05-12,1129710.0903940198,382990.14447917504,746719.9459148447,0.0
2021-05-13,1123515.2238807862,382990.14447917504,740525.0794016111,0.0
2021-05-14,1143392.0016889516,183656.73126317502,959735.2704257767,0.0
2021-05-17,1178288.982126236,183656.73126317502,994632.250863061,0.0
2021-05-18,1182061.5342145974,572047.5342145974,610014.0,0.0
2021-05-19,1217693.5342145974,572047.5342145974,645646.0,0.0
2021-05-20,1218309.5342145974,572047.5342145974,646262.0,0.0
2021-05-21,1213055.5342145974,572047.5342145974,641008.0,0.0
2021-05-24,1219562.5342145974,572047.5342145974,647515.0,0.0
2021-05-25,1231421.7712385976,402145.77123859746,829276.0,0.0
2021-05-26,1232194.7712385976,402145.77123859746,830049.0,0.0
2021-05-27,1235790.7712385976,402145.77123859746,833645.0,0.0
2021-05-28,1229119.6077105976,235319.60771059748,993800.0,0.0
2021-05-31,1228645.6077105976,235319.60771059748,993326.0,0.0
2021-06-01,1281716.6413745976,462466.6413745975,819250.0,0.0
2021-06-02,1284892.6413745976,462466.6413745975,822426.0,0.0
2021-06-03,1267816.6413745976,462466.6413745975,805350.0,0.0
2021-06-04,1281134.6413745976,462466.6413745975,818668.0,0.0
2021-06-07,1277941.6413745976,462466.6413745975,815475.0,0.0
2021-06-08,1294368.0202845975,770888.0202845975,523480.0,0.0
2021-06-09,1293072.0202845975,770888.0202845975,522184.0,0.0
