round_id,ts_code,name,direction,date,raw_price,adj_factor,adj_price,shares,amount,commission,transfer_fee,stamp,total_fee,level,action
000651.SZ|2021-10-28,000651.SZ,格力电器,卖出,2021-12-09,36.983,171.831,6354.8259,11100,410511.3,102.63,4.11,410.51,517.24,2.0,TAKE_PROFIT_DYN
002594.SZ|2021-12-17,002594.SZ,比亚迪,买入,2021-12-17,284.284,1.02,289.9697,700,198998.8,49.75,1.99,0.0,51.74,1.0,INITIAL_ENTRY
002594.SZ|2021-12-17,002594.SZ,比亚迪,买入,2021-12-21,270.77,1.02,276.1854,700,189539.0,47.38,1.9,0.0,49.28,2.0,ADD_POSITION
300750.SZ|2021-12-21,300750.SZ,宁德时代,买入,2021-12-21,606.606,1.004,609.0324,300,181981.8,45.5,1.82,0.0,47.32,1.0,INITIAL_ENTRY
300750.SZ|2021-12-21,300750.SZ,宁德时代,买入,2021-12-27,574.774,1.004,577.0731,300,172432.2,43.11,1.72,0.0,44.83,2.0,ADD_POSITION
601012.SH|2021-12-02,601012.SH,隆基绿能,买入,2022-02-07,71.672,13.688,981.0463,2700,193514.4,48.38,1.94,0.0,50.31,3.0,ADD_POSITION
002594.SZ|2021-12-17,002594.SZ,比亚迪,买入,2022-02-07,241.031,1.02,245.8516,800,192824.8,48.21,1.93,0.0,50.13,3.0,ADD_POSITION
601012.SH|2021-12-02,601012.SH,隆基绿能,买入,2022-02-11,67.067,13.688,918.0131,600,40240.2,10.06,0.4,0.0,10.46,4.0,ADD_POSITION
601012.SH|2021-12-02,601012.SH,隆基绿能,卖出,2022-03-01,80.42,13.688,1100.789,8000,643360.0,160.84,6.43,643.36,810.63,4.0,TAKE_PROFIT_DYN
000858.SZ|2022-03-04,000858.SZ,五粮液,买入,2022-03-04,180.16,17.725,3193.336,1100,198176.0,49.54,1.98,0.0,51.53,1.0,INITIAL_ENTRY
002594.SZ|2021-12-17,002594.SZ,比亚迪,买入,2022-03-08,221.301,1.02,225.727,900,199170.9,49.79,1.99,0.0,51.78,4.0,ADD_POSITION
300750.SZ|2021-12-21,300750.SZ,宁德时代,买入,2022-03-08,464.444,1.004,466.3018,400,185777.6,46.44,1.86,0.0,48.3,3.0,ADD_POSITION
000858.SZ|2022-03-04,000858.SZ,五粮液,买入,2022-03-08,170.16,17.725,3016.086,200,34032.0,8.51,0.34,0.0,8.85,2.0,ADD_POSITION
002594.SZ|2021-12-17,002594.SZ,比亚迪,卖出,2022-05-05,248.142,1.02,253.1048,3100,769240.2,192.31,7.69,769.24,969.24,4.0,TAKE_PROFIT_DYN
002415.SZ|2022-05-09,002415.SZ,海康威视,买入,2022-05-09,34.034,21.307,725.1624,5800,197397.2,49.35,1.97,0.0,51.32,1.0,INITIAL_ENTRY
002415.SZ|2022-05-09,002415.SZ,海康威视,买入,2022-05-11,34.434,21.307,733.6852,5800,199717.2,49.93,2.0,0.0,51.93,2.0,ADD_POSITION
002415.SZ|2022-05-09,002415.SZ,海康威视,买入,2022-05-16,32.112,21.307,684.2104,6200,199094.4,49.77,1.99,0.0,51.76,3.0,ADD_POSITION
000858.SZ|2022-03-04,000858.SZ,五粮液,卖出,2022-05-30,165.045,17.725,2925.4226,1300,214558.5,53.64,2.15,214.56,270.34,2.0,TAKE_PROFIT_DYN
