date,ts_code,action,trade_amount,day_amount_yuan,impact_ratio
2022-03-04,300014.SZ,ADD_POSITION,195375.0,3101033651.0,6.300318603024409e-05
2022-03-04,000002.SZ,INITIAL_ENTRY,198326.0,3984274057.0,4.9777198345972115e-05
2022-03-07,000858.SZ,ADD_POSITION,199200.0,8036888481.0,2.4785711593600997e-05
2022-03-07,300014.SZ,ADD_POSITION,194454.0,2781301014.0,6.991476255938977e-05
2022-03-08,000858.SZ,ADD_POSITION,149625.0,5611790679.0,2.6662612445598667e-05
2022-03-08,300014.SZ,ADD_POSITION,7137.0,3512851691.0,2.0316826976456604e-06
2022-04-06,601012.SH,INITIAL_ENTRY,198940.0,5951088531.0,3.342917837025873e-05
2022-04-18,600036.SH,INITIAL_ENTRY,199594.0,10320718085.0,1.9339158220985358e-05
2022-04-19,600036.SH,ADD_POSITION,197870.0,10505571111.0,1.8834768515613353e-05
2022-04-20,600036.SH,ADD_POSITION,197280.0,5440590528.0,3.6260769669156034e-05
2022-04-21,300014.SZ,ADD_POSITION,199981.0,2014251273.0,9.928304510993351e-05
2022-04-21,600036.SH,ADD_POSITION,107328.0,4747988004.0,2.2604943380139173e-05
2022-06-23,002241.SZ,INITIAL_ENTRY,198799.0,7354880279.0,2.7029535826384593e-05
2022-07-12,002594.SZ,INITIAL_ENTRY,185400.0,13935271931.0,1.3304369008226138e-05
2022-07-13,002594.SZ,ADD_POSITION,185928.0,10439432846.0,1.781016294110658e-05
2022-07-13,600036.SH,INITIAL_ENTRY,197080.0,5383917613.0,3.660531497066948e-05
2022-07-14,600036.SH,ADD_POSITION,196992.0,8431357289.999999,2.3364209726189888e-05
2022-07-15,600036.SH,ADD_POSITION,198759.0,4872775479.0,4.078968974798521e-05
2022-08-02,300059.SZ,INITIAL_ENTRY,199656.0,4293046476.0,4.6506834043415094e-05
2022-08-03,600036.SH,ADD_POSITION,198360.0,3341394264.0,5.9364440209022876e-05
2022-08-03,300059.SZ,ADD_POSITION,199500.0,3602472689.0,5.53786294089515e-05
2022-08-10,002594.SZ,ADD_POSITION,185010.0,7998810821.0,2.312968816743066e-05
2022-08-31,002594.SZ,ADD_POSITION,57596.0,11841919126.0,4.863738671677194e-06
2022-09-01,002594.SZ,ADD_POSITION,172020.0,5566420145.0,3.090316496402375e-05
2022-09-01,300750.SZ,INITIAL_ENTRY,187016.0,7331268726.0,2.55093636571739e-05
2022-09-19,300059.SZ,ADD_POSITION,199056.0,5406627117.0,3.6817038736425956e-05
2022-09-20,300059.SZ,ADD_POSITION,198687.0,3450981988.0,5.757404723956502e-05
2022-09-21,300059.SZ,ADD_POSITION,13230.0,4403674911.0,3.0043089618065587e-06
2022-11-11,002241.SZ,INITIAL_ENTRY,198950.0,9242776322.0,2.1524917737806962e-05
2022-11-23,002812.SZ,INITIAL_ENTRY,195540.0,6238429108.0,3.134442928096186e-05
2022-11-25,002812.SZ,ADD_POSITION,192885.0,1729153193.0,0.00011154882099564211
2022-12-13,300274.SZ,INITIAL_ENTRY,191349.0,2887875881.0,6.625942661141676e-05
2022-12-14,300274.SZ,ADD_POSITION,196820.0,3391315799.0,5.803647069908278e-05
2022-12-23,002241.SZ,ADD_POSITION,198476.0,1479994555.0,0.000134105898788256
2023-01-03,002812.SZ,ADD_POSITION,195285.0,953555811.0,0.00020479661258128497
2023-01-04,002812.SZ,ADD_POSITION,188400.0,1015385832.0,0.00018554523222853085
2023-01-11,300014.SZ,INITIAL_ENTRY,199152.0,3535898949.0,5.63228765506217e-05
2023-02-17,300750.SZ,INITIAL_ENTRY,168076.0,9171648847.0,1.8325603476955705e-05
2023-02-20,300750.SZ,ADD_POSITION,168188.0,6992852567.0,2.405141512545205e-05
2023-02-20,300014.SZ,INITIAL_ENTRY,195728.0,4508499375.0,4.34131145909275e-05
2023-02-21,300750.SZ,ADD_POSITION,166004.0,5490561031.0,3.0234433068448302e-05
2023-02-21,300014.SZ,ADD_POSITION,195078.0,2121245137.9999998,9.196391143360632e-05
2023-02-22,300750.SZ,ADD_POSITION,163788.0,5069312344.0,3.230970768527574e-05
2023-02-22,300014.SZ,ADD_POSITION,198639.0,1766642025.0,0.00011243873811956896
2023-03-07,300059.SZ,INITIAL_ENTRY,198594.0,4934373097.0,4.0247057953672205e-05
2023-03-17,300750.SZ,ADD_POSITION,187990.0,7641555518.0,2.4601012131258065e-05
2023-03-17,300014.SZ,ADD_POSITION,198400.0,2122048772.0,9.349455234858287e-05
2023-03-22,300059.SZ,ADD_POSITION,104500.0,9943231765.0,1.0509661493342452e-05
2023-04-10,000858.SZ,INITIAL_ENTRY,184650.0,6169351676.0,2.993021142210535e-05
2023-04-11,000858.SZ,ADD_POSITION,198583.0,3472021583.0,5.719520897344606e-05
2023-04-12,000858.SZ,ADD_POSITION,193402.0,4827573322.0,4.006194978305914e-05
2023-04-12,600519.SH,INITIAL_ENTRY,169410.0,8732657376.0,1.939959312563782e-05
2023-04-27,600036.SH,INITIAL_ENTRY,199043.0,5072330698.0,3.924093515402729e-05
2023-05-12,601899.SH,INITIAL_ENTRY,199836.0,3753418798.0,5.3241061217704273e-05
2023-05-23,600809.SH,INITIAL_ENTRY,192402.0,3610275063.0,5.329289227068514e-05
2023-05-24,600809.SH,ADD_POSITION,193860.0,1619737979.0,0.00011968602484686197
2023-05-31,600519.SH,ADD_POSITION,162890.0,6053737281.0,2.690734540318417e-05
2023-06-01,600519.SH,ADD_POSITION,163592.0,4708722933.0,3.474232872218986e-05
2023-06-26,600809.SH,ADD_POSITION,195600.0,1444786907.0,0.00013538328666484793
2023-06-27,600809.SH,ADD_POSITION,191890.0,1983861145.0,9.672551956755018e-05
2023-06-27,300418.SZ,INITIAL_ENTRY,198260.0,3909544141.0,5.071179473862858e-05
2023-06-28,300418.SZ,ADD_POSITION,195936.0,5275418818.0,3.7141316502010475e-05
2023-06-29,600809.SH,ADD_POSITION,185590.0,1945041606.0,9.541698204680975e-05
2023-07-11,600570.SH,INITIAL_ENTRY,197266.0,3535897391.0,5.5789514849074984e-05
2023-07-12,600570.SH,ADD_POSITION,196938.0,1569051145.0,0.0001255140730291491
2023-07-31,600276.SH,INITIAL_ENTRY,196152.0,6226335069.0,3.150360490180038e-05
2023-08-01,600276.SH,ADD_POSITION,199548.0,5837540230.0,3.418357598196801e-05
2023-08-02,600276.SH,ADD_POSITION,198716.0,4002903506.0,4.964296533807078e-05
2023-08-03,600276.SH,ADD_POSITION,198669.0,3340548136.0,5.9471976427763114e-05
2023-08-04,600276.SH,ADD_POSITION,197136.0,4420471054.0,4.459615221812512e-05
2023-08-07,300760.SZ,INITIAL_ENTRY,188167.0,4807416616.0,3.914098049537548e-05
2023-08-08,300760.SZ,ADD_POSITION,189322.0,2903796946.0,6.519808496279065e-05
2023-08-09,300760.SZ,ADD_POSITION,189875.0,2362879701.0,8.035745532015131e-05
2023-08-16,002230.SZ,INITIAL_ENTRY,198832.0,6134832512.0,3.2410338768185755e-05
2023-08-17,002230.SZ,ADD_POSITION,194139.0,3444521958.0,5.6361667124550234e-05
2023-08-18,002230.SZ,ADD_POSITION,198380.0,2842882472.0,6.978128781399726e-05
2023-08-21,002230.SZ,ADD_POSITION,167700.0,2311762047.0,7.254206816727795e-05
2023-09-07,300760.SZ,ADD_POSITION,180376.0,2126264204.0,8.483235510463403e-05
2023-09-07,002475.SZ,INITIAL_ENTRY,197604.0,3740235683.0,5.283196481391357e-05
2023-09-08,002475.SZ,ADD_POSITION,199580.0,1902536216.0,0.00010490207667090212
2023-10-13,600519.SH,INITIAL_ENTRY,175100.0,4387687934.0,3.990712252873725e-05
2023-10-16,600519.SH,ADD_POSITION,172990.0,3603604610.0,4.800471159348417e-05
2023-10-16,300750.SZ,INITIAL_ENTRY,184760.0,4603170883.0,4.0137549679578126e-05
2023-10-17,600519.SH,ADD_POSITION,172600.0,2577312288.0,6.696898967332281e-05
2023-10-19,600519.SH,ADD_POSITION,163000.0,12146921769.0,1.341903760473622e-05
2023-10-19,000977.SZ,INITIAL_ENTRY,197760.0,3662828780.0,5.3991057698307156e-05
2023-10-20,600519.SH,ADD_POSITION,164500.0,7421390806.0,2.2165656586499402e-05
2023-10-20,000977.SZ,ADD_POSITION,198655.0,2317817416.0,8.570778639796018e-05
2023-10-23,000977.SZ,ADD_POSITION,198030.0,2468673240.0,8.021717770959432e-05
2023-11-02,601012.SH,INITIAL_ENTRY,199449.0,4032721244.0,4.945767087094007e-05
2023-11-24,002594.SZ,INITIAL_ENTRY,195165.0,6162803841.0,3.166821548036353e-05
2023-11-27,300750.SZ,ADD_POSITION,187770.0,3161041988.0,5.940129891118675e-05
2023-11-27,601012.SH,ADD_POSITION,199017.0,2314160457.0,8.599965460389854e-05
2023-11-27,002594.SZ,ADD_POSITION,188010.0,4487132027.0,4.189981459620644e-05
2023-11-28,002594.SZ,ADD_POSITION,188919.0,2562912238.0,7.371262940607957e-05
2023-11-29,601012.SH,ADD_POSITION,199578.0,1795537037.0,0.0001111522602359998
2023-11-29,002594.SZ,ADD_POSITION,181782.0,4464902232.0,4.071354546067472e-05
2023-11-30,601012.SH,ADD_POSITION,199562.0,1619503172.0,0.00012322421064081744
2023-11-30,002594.SZ,ADD_POSITION,199150.0,3745049006.0,5.317687423607508e-05
2023-12-18,300750.SZ,ADD_POSITION,191061.0,6398809829.0,2.98588339247236e-05
2024-01-03,002230.SZ,INITIAL_ENTRY,199088.0,2513704706.0,7.920102927157428e-05
2024-01-04,002230.SZ,ADD_POSITION,195990.0,1989797107.0,9.849747962267994e-05
2024-01-05,002230.SZ,ADD_POSITION,196512.0,1515018364.0,0.000129709318823808
2024-01-08,002230.SZ,ADD_POSITION,196049.0,1237026255.0,0.00015848410590121225
2024-01-12,000661.SZ,INITIAL_ENTRY,200000.0,2725739326.0,7.337458798508746e-05
2024-01-15,000661.SZ,ADD_POSITION,196208.0,1347457960.0,0.00014561344830379716
2024-01-16,000661.SZ,ADD_POSITION,198448.0,1013618332.0,0.0001957817787376008
2024-01-29,300750.SZ,ADD_POSITION,191126.0,3235910043.0,5.906406465576769e-05
2024-01-30,300750.SZ,ADD_POSITION,197050.0,4680164654.0,4.2103219559078356e-05
2024-03-22,601318.SH,INITIAL_ENTRY,198744.0,4569953333.0,4.348928435764401e-05
2024-03-25,601318.SH,ADD_POSITION,198156.0,1775455396.0,0.00011160854868358517
2024-03-27,603019.SH,INITIAL_ENTRY,197610.0,4451525337.0,4.43915253851334e-05
2024-03-29,000628.SZ,INITIAL_ENTRY,197756.0,3399227238.0,5.817675199506624e-05
2024-04-02,000628.SZ,ADD_POSITION,195642.0,2520438224.0,7.762221590557818e-05
2024-04-10,000628.SZ,ADD_POSITION,199410.0,3017422961.0,6.608619427152294e-05
2024-04-11,000628.SZ,ADD_POSITION,198030.0,2322834872.0,8.525358491346087e-05
2024-04-12,601318.SH,ADD_POSITION,196456.0,3503437973.0,5.607520427478109e-05
2024-05-06,000625.SZ,INITIAL_ENTRY,199395.0,4570916709.0,4.3622540661788286e-05
2024-05-07,000625.SZ,ADD_POSITION,199548.0,4402004402.0,4.533116775379363e-05
2024-05-24,603019.SH,ADD_POSITION,198480.0,1753840792.0,0.00011316876703139199
2024-05-28,000977.SZ,INITIAL_ENTRY,197370.0,2769889903.0,7.125553971882903e-05
2024-05-29,000977.SZ,ADD_POSITION,197802.0,1379243952.0,0.0001434133531730723
2024-06-06,000625.SZ,ADD_POSITION,199169.0,2003828023.0,9.939425824668188e-05
2024-06-28,300059.SZ,INITIAL_ENTRY,199584.0,4525769408.0,4.409946287745114e-05
2024-07-01,300059.SZ,ADD_POSITION,199977.0,2524741523.0,7.920692006616948e-05
2024-07-02,300059.SZ,ADD_POSITION,199238.0,2306228980.0,8.639124810581471e-05
2024-07-08,600519.SH,INITIAL_ENTRY,142000.0,5657951348.0,2.509742330149142e-05
2024-07-12,601919.SH,INITIAL_ENTRY,199038.0,3193771318.0,6.232067990536072e-05
2024-07-15,601919.SH,ADD_POSITION,199504.0,1609793915.0,0.00012393139155330947
2024-07-23,601899.SH,INITIAL_ENTRY,199892.0,3978851947.0,5.023861220840746e-05
2024-07-24,601899.SH,ADD_POSITION,198360.0,2262423375.0,8.767589753177829e-05
2024-07-25,601899.SH,ADD_POSITION,199047.0,4506442225.0,4.4169433460339105e-05
2024-08-02,002594.SZ,INITIAL_ENTRY,187824.0,3453944603.0,5.437956353928239e-05
2024-08-05,002594.SZ,ADD_POSITION,184944.0,2457359662.0,7.526126633391446e-05
2024-08-06,002594.SZ,ADD_POSITION,183152.0,2955783827.0,6.196393603854712e-05
2024-08-08,601919.SH,ADD_POSITION,199962.0,1513368882.0,0.00013213037639292494
2024-08-09,601919.SH,ADD_POSITION,199422.0,906564085.0,0.00021997562367584856
2024-09-02,600150.SH,INITIAL_ENTRY,198930.0,3260794021.0,6.100661333370373e-05
2024-09-04,601899.SH,ADD_POSITION,199648.0,3496281168.0,5.7102958946006596e-05
2024-09-05,601919.SH,ADD_POSITION,199732.0,711739755.0,0.0002806250439108885
2024-09-05,601899.SH,ADD_POSITION,199648.0,1602794385.0,0.00012456245284388115
2024-09-19,600150.SH,ADD_POSITION,198330.0,4077959186.0,4.863462113129643e-05
2024-09-20,600150.SH,ADD_POSITION,199892.0,2909320175.0,6.87074601543297e-05
2024-09-23,600150.SH,ADD_POSITION,196620.0,2053892585.0,9.573042009886803e-05
2024-11-27,600418.SH,INITIAL_ENTRY,198873.0,6683684154.0,2.9754996708062577e-05
2024-11-28,600418.SH,ADD_POSITION,198830.0,6140013343.0,3.238266578470528e-05
2024-12-31,600030.SH,INITIAL_ENTRY,198356.0,5903231591.0,3.3601256691743435e-05
2025-01-02,600030.SH,ADD_POSITION,197640.0,7898902462.0,2.5021197685476624e-05
2025-01-02,300059.SZ,INITIAL_ENTRY,199117.0,21955486319.0,9.069122728913852e-06
2025-01-03,600030.SH,ADD_POSITION,199578.0,4998126763.0,3.993055988043975e-05
2025-01-03,300059.SZ,ADD_POSITION,198882.0,15395241696.0,1.2918407123915022e-05
2025-01-06,600030.SH,ADD_POSITION,197538.0,3329164147.0,5.93356143697531e-05
2025-01-06,300059.SZ,ADD_POSITION,198352.0,9592894529.0,2.0676970793368765e-05
2025-03-03,000063.SZ,INITIAL_ENTRY,198770.0,9324192975.0,2.131766261519271e-05
2025-03-19,600050.SH,INITIAL_ENTRY,199642.0,6670957540.0,2.9927038030585337e-05
2025-03-20,600050.SH,ADD_POSITION,199850.0,2724463321.0,7.335389632870745e-05
2025-03-24,002261.SZ,INITIAL_ENTRY,197665.0,4972987884.0,3.974773408074525e-05
2025-03-25,002261.SZ,ADD_POSITION,197608.0,3845164257.0,5.139130263167845e-05
2025-04-08,000063.SZ,ADD_POSITION,197340.0,4798264381.0,4.112737113474198e-05
2025-05-09,688981.SH,INITIAL_ENTRY,197409.0,5026453513.0,3.927401287795417e-05
2025-05-15,688981.SH,ADD_POSITION,194166.0,1831222090.0,0.00010603083102825611
2025-05-27,688256.SH,INITIAL_ENTRY,184200.0,4086021050.0,4.508053133989606e-05
2025-05-28,688256.SH,ADD_POSITION,182997.0,2778767635.0,6.585545250169865e-05
2025-06-13,600519.SH,INITIAL_ENTRY,142695.0,8466515559.0,1.68540409576539e-05
2025-10-14,300308.SZ,INITIAL_ENTRY,173050.0,18448572395.0,9.380129599995534e-06
2025-10-15,300308.SZ,ADD_POSITION,177060.0,12275375119.0,1.442399912699564e-05
2025-11-21,300750.SZ,INITIAL_ENTRY,185000.0,11850710342.0,1.561087856010986e-05
2025-11-24,601138.SH,INITIAL_ENTRY,195790.0,18723572081.0,1.045687217978457e-05
2025-11-24,002460.SZ,INITIAL_ENTRY,199410.0,7144700412.0,2.791019755916954e-05
2026-01-08,002475.SZ,INITIAL_ENTRY,198576.0,13264652378.0,1.4970313155687886e-05
2026-01-12,300502.SZ,INITIAL_ENTRY,195675.0,20777387282.0,9.417690364250872e-06
2026-01-13,300750.SZ,ADD_POSITION,179500.0,10745692370.0,1.670436802203002e-05
2026-01-13,002475.SZ,ADD_POSITION,196488.0,7385100189.0,2.6606003300086034e-05
2026-01-13,300502.SZ,ADD_POSITION,191600.0,15517224464.0,1.2347569015613101e-05
2026-01-14,300750.SZ,ADD_POSITION,176990.0,13553362724.0,1.3058751809732795e-05
2026-01-14,002475.SZ,ADD_POSITION,198246.0,9190861212.0,2.1569904650628513e-05
2026-01-15,300750.SZ,ADD_POSITION,176875.0,11474019060.0,1.5415261128213603e-05
2026-01-16,300750.SZ,ADD_POSITION,176160.0,11350569563.0,1.5519926028578978e-05
2026-01-29,002475.SZ,ADD_POSITION,197182.0,7686631742.0,2.565258836618792e-05
2026-02-03,688256.SH,INITIAL_ENTRY,112800.0,25622515727.0,4.4023780179061725e-06
2026-02-04,688256.SH,ADD_POSITION,106800.0,12657885600.0,8.437428127806748e-06
2026-02-05,688256.SH,ADD_POSITION,105833.0,8357564076.0,1.266313952697238e-05
2026-03-02,002475.SZ,ADD_POSITION,196440.0,6329687455.0,3.103470770027143e-05
2026-03-16,601899.SH,INITIAL_ENTRY,198075.0,14442170094.0,1.371504411807823e-05
2026-03-19,601899.SH,ADD_POSITION,197152.0,17350969312.0,1.136259285892742e-05
2026-03-20,601899.SH,ADD_POSITION,199395.0,12363274179.0,1.6128009224181747e-05
2026-03-23,688256.SH,ADD_POSITION,194260.0,8094829806.0,2.3998033887755344e-05
2026-03-23,601899.SH,ADD_POSITION,198770.0,15108766718.0,1.3155938119237298e-05
2026-03-31,603986.SH,INITIAL_ENTRY,190480.0,10377669656.0,1.8354795085414117e-05
2026-07-06,600487.SH,INITIAL_ENTRY,194580.0,17132304682.999998,1.1357491219093096e-05
2026-07-07,600487.SH,ADD_POSITION,194136.0,13866392537.0,1.400046908249443e-05
2026-07-08,600487.SH,ADD_POSITION,192400.0,12790253122.0,1.504270464116621e-05
2026-07-16,688256.SH,INITIAL_ENTRY,127922.0,17259534161.0,7.4116716480711975e-06
2026-07-17,688256.SH,ADD_POSITION,119058.0,20207709790.0,5.891711690105383e-06
2026-07-20,688008.SH,INITIAL_ENTRY,189940.0,14545175594.0,1.3058625437176004e-05
2026-07-30,688256.SH,ADD_POSITION,104243.0,19917927252.0,5.233626907113678e-06
2026-08-20,600276.SH,INITIAL_ENTRY,198000.0,11929918450.0,1.659692820448408e-05
2026-08-21,600276.SH,ADD_POSITION,195734.0,6108715052.0,3.204176301134172e-05
2026-08-24,688256.SH,ADD_POSITION,193810.0,16886554338.0,1.14771785955094e-05
2026-08-24,600276.SH,ADD_POSITION,196392.0,4047756847.0,4.851872467229749e-05
2026-08-25,600276.SH,ADD_POSITION,199907.0,3583608995.0,5.578370862416032e-05
