oracle,anchor_day,day_delta
O1,264,-2.649417462706099
O1,265,-5.0327309206954824
O1,266,-4.470343528275698
O1,267,-2.0385246630444764
O1,268,-1.5482863075999638
O1,269,-5.036953868786339
O1,270,-7.429757667805743
O1,275,-1.0651584182917606
O1,277,-3.365967040037359
O1,283,-3.8196552878912473
O1,284,-1.3294178695767445
O1,285,-2.927710905557081
O1,286,5.3440545817951675
O1,287,-2.58661473474282
O1,288,-5.8052288650076145
O1,289,-3.3674912639588936
O1,290,-6.000040933360604
O1,291,-0.19209437337229396
O1,292,-4.061671649055331
O1,293,-1.7795199580149075
O1,294,-3.4508915341038158
O1,295,-3.577903129589021
O1,296,1.7617962077932858
O1,300,-4.870171935729566
O1,306,2.310532240495924
O1,307,-5.6356438881065145
O1,308,-5.850184540622489
O1,309,1.3411074020187375
O1,310,-2.978081810165701
O1,311,-2.4096233727234955
O1,313,-0.05339541788471891
O1,314,0.0
O1,316,-1.3440353355622658
O1,317,-5.537414874336463
O1,318,-1.6827169434359437
O1,319,-2.3861862213421707
O1,320,-3.099800811808972
O1,321,-1.6862009802696822
O1,322,-5.611937525629217
O1,323,-4.608836464622572
O1,324,-3.5276962062976094
O1,325,-3.3407966236170172
O1,326,1.6959222148418127
O1,328,0.0
O1,329,-0.38973408635786555
O1,331,9.849338371329333
O1,332,4.596763213043029
O1,335,15.456546274265591
O1,339,6.4249651434802075
O1,343,17.787078117067985
O1,348,-1.352144433173061
O1,349,14.546927036961675
O1,350,6.550986883267779
O1,351,-13.527278473316375
O1,352,-2.599691467526382
O1,353,8.901061507650631
O1,356,1.2803929526601632
O1,357,-0.07994419412725051
O1,360,-4.783141356851238
O1,361,0.0
O1,362,1.7008675321252946
O1,363,-1.1024760478100941
O1,364,8.22462543333969
O1,365,11.05748965018316
O1,366,6.6138703628144375
O1,367,3.600051859347785
O1,368,10.675171278402667
O1,371,-1.1365299278791883
O1,372,-7.259464779329418
O1,373,0.5975867017463493
O1,374,11.939499522589676
O1,375,11.74297362875786
O1,376,7.144719254366445
O1,377,-1.706653354783517
O1,378,-1.217413022694674
O1,379,0.9126215174463971
O1,380,-1.8473268278093493
O1,381,-10.519866830723771
O1,382,-1.160333225239976
O1,383,-1.5001557138506227
O1,384,-2.089045438322888
O1,386,-3.352846161141651
O1,387,-4.324181866307246
O1,388,0.0
O1,390,0.0
O1,392,-7.152255245290555
O1,394,-4.476013754995206
O1,395,7.582230123922208
O1,396,-0.8663110315215518
O1,397,2.609010976659172
O1,398,-1.3382572761027853
O1,399,0.0
O1,400,6.857504308218694
O1,401,-4.015244533885739
O1,402,-0.854100018435098
O1,403,1.119358414377625
O1,404,-3.487257622060217
O1,405,-3.5129760333951268
O1,406,-7.34359176879571
O1,407,-1.8705764799926208
O1,409,10.228571095598737
O1,413,-4.377754775820482
O1,414,10.22225399792683
O1,415,2.775534328250835
O1,416,-5.782813155460772
O1,417,-4.564515102891423
O1,418,-6.401338208814597
O1,420,-11.209127395239413
O1,421,-2.156587315600958
O1,422,-2.117705079292101
O1,423,-4.268026351898469
O1,424,0.0
O1,425,-18.15495982544461
O1,426,-1.0783121466539665
O1,427,-2.8469374844712543
O1,428,2.6370075561659783
O1,429,-1.3841696117704412
O1,430,-1.9567280993286877
O1,431,-5.0008851111378085
O1,432,-1.1432774608922902
O1,433,5.284667943176539
O1,434,-1.63425548832857
O1,435,-2.798911861958479
O1,436,-1.6478720958938635
O1,437,-1.7002928363754461
O1,438,-3.6232942501045646
O1,439,-3.998777625203001
O1,440,-3.6658404042836414
O1,441,-0.9195070610940649
O1,442,-2.492942973125276
O1,443,-1.7952510762717084
O1,444,0.8632106048652695
O1,445,-4.553501614866017
O1,446,4.5240606730286546
O1,447,-3.9632797362577534
O1,448,-3.3054454986730573
O1,451,0.0
O1,453,-2.546544836076653
O1,455,-1.97974760420494
O1,463,13.761131502009079
O1,467,0.0
O1,476,5.336368463155501
O1,479,12.069135173463817
O1,480,5.914139396792384
O1,481,7.486327093649447
O1,482,0.0
O1,486,1.733352387957109
O1,487,0.4014862351195124
O1,488,15.267853062891755
O1,489,11.941343490945417
O1,490,5.878968609081347
O1,491,4.306850780619405
O1,493,-0.2074554962222296
O1,494,2.0222217118771173
O1,495,-3.807318994174478
O1,496,-0.7556297492053107
O1,497,2.914873689559912
O1,498,-1.5140387149010213
O1,499,1.5148864285058534
O1,500,4.663830778874849
O1,501,-0.6960203289086766
O1,502,10.207402292597806
O1,503,0.5601699193177931
O1,504,6.178171117926014
O1,505,15.350787162323332
O1,506,1.1446570699012453
O1,507,13.517778108410901
O1,508,13.487205101698233
O1,509,7.152709849940597
O1,510,6.988950964094434
O1,511,12.291165050126517
O1,512,13.799738230672826
O1,513,-5.198717580355181
O1,514,6.307502872345306
O1,515,31.914755388627814
O1,516,12.159086228934934
O1,518,0.42289618640702786
O1,519,2.7866605417118517
O1,520,16.435631462650726
O1,522,21.435281258002153
O1,523,9.928987689620007
O1,524,8.75298683344907
O1,525,9.897524633189432
O1,526,5.458442920185563
O1,527,7.3157219172306105
O1,529,10.939168015073552
O1,530,6.897864171931779
O1,531,0.9799208288458469
O1,532,5.600661324422034
O1,537,0.4902757231214636
O1,539,26.981926825711344
O1,540,7.1986516907106965
O1,541,2.272648273907117
O1,542,2.282399142567485
O1,543,9.803233764460114
O1,544,0.0
O1,545,3.9809793135770377
O1,546,2.510797530552739
O1,547,2.940629999982001
O1,548,0.7446442361882982
O1,549,1.0054654247155796
O1,550,-0.9917802508475037
O1,551,-2.0401308031861016
O1,552,1.1466037451190778
O1,553,2.500686593152926
O1,554,-4.401660287504299
O1,555,1.614043014193632
O1,556,-0.2805724634547614
O1,557,-0.8919208072818635
O1,558,-3.0112820448582704
O1,559,-2.929527535829524
O1,560,-1.081115728795908
O1,561,1.0496656994594322
O1,562,-3.8273568081189016
O1,563,0.0
O1,564,-2.3174910526571164
O1,565,-1.6744222927095578
O1,566,2.541969172703477
O1,567,10.569888325342264
O1,568,-13.052293986561969
O1,569,4.380155877134175
O1,570,-9.76056324764679
O1,571,10.793646040296391
O1,572,0.0
O1,576,15.115531127145614
O1,579,0.0
O1,580,31.338707586181876
O1,581,-7.14108344315172
O1,586,2.2886114720318744
O1,589,3.420303718570109
O1,599,-3.40038703969486
O1,602,-21.644971100879715
O1,606,6.975123592947178
O1,608,13.709654265986078
O1,613,12.035791610382532
O1,625,-0.7322887960835421
O1,627,16.828003838097352
O1,629,0.0
O1,639,3.0177908453379043
O1,640,3.544394807986113
O1,641,-7.510321878776101
O1,642,-0.05990494474034502
O1,643,-2.0020348847416063
O1,644,4.197880303603081
O1,645,7.370210116519783
O1,646,3.2595019554755584
O1,647,5.897294714212575
O1,648,-0.1928858026378304
O1,649,2.6814279087131294
O1,650,1.0079869944802313
O1,652,4.478126246929977
O1,653,3.9613411194351915
O1,654,-3.4641056945053674
O1,655,-0.3419179276748654
O1,656,-0.5175029534311093
O1,657,-2.977895686357209
O1,658,-1.275990268206878
O1,659,-9.915781064304765
O1,660,-1.3788636956193359
O1,661,1.6607649594239673
O1,662,-3.0205620935773196
O1,663,-4.350291320046085
O1,664,0.7594709162747948
O1,665,-3.3509299879163725
O1,666,-5.37429855663237
O1,667,-4.979422995358152
O1,668,-6.136435879540631
O1,669,-5.3115904405381515
O1,670,-3.323122428127028
O1,671,0.0
O1,673,9.130101838843032
O1,674,-6.974038408820956
O1,675,-5.4587578187503185
O1,676,-0.8645244186250525
O1,677,-1.9658907850705858
O1,678,-1.456861564421802
O1,679,-3.4334434889253194
O1,680,-4.584343268589317
O1,681,0.7769350579757628
O1,682,-5.650323430150528
O1,683,-4.653302447951492
O1,684,0.2599271270910999
O1,685,0.0
O1,689,2.9786249449242863
O1,696,-4.3880415723334565
O1,697,-3.303271159382974
O1,698,-2.8022321145719182
O1,700,-5.3519253154431
O1,701,-6.173435133528935
O1,703,-1.8026131503536367
O1,705,-0.848177777346466
O1,708,-1.386755473150803
O1,709,0.0
O1,712,-3.7568740288784532
O1,713,2.11144649566807
O1,715,-5.274586983517302
O1,717,-0.6063017845116896
O1,718,11.022672451809667
O1,719,-3.6351317673224743
O1,720,-4.739665745060501
O1,721,-2.9457288476191494
O1,722,-3.138328754267108
O1,724,17.283589253515288
O1,725,-4.916550316280382
O1,726,-3.7604960399092295
O1,727,-5.369651771566185
O1,730,0.0
O1,734,-8.652260669758352
O1,736,-2.935859438549463
O1,737,-8.818131456136301
O1,740,-4.8265623620706375
O1,741,1.0894382358714116
O1,743,0.0
O1,748,-6.458059100690223
O1,754,45.444796477891906
O1,755,4.660681419777044
O1,756,6.122921109750162
O1,765,46.964233120359815
O1,766,16.50211785134563
O1,771,40.089584602671174
O1,772,7.375273187837905
O1,773,-1.4037090771790215
O1,775,11.01255593929893
O1,776,7.877368462097523
O1,777,18.311063006261218
O1,778,25.06089683105643
O1,780,0.7087585711569133
O1,781,10.20077853681848
O1,782,10.695745704768022
O1,783,5.652211582976928
O1,784,15.663965407695256
O1,785,10.7963107791574
O1,786,4.496803142212903
O1,787,11.589122272245161
O1,788,-0.5886505551166444
O1,789,9.50773423647774
O1,790,5.714877124025302
O1,791,0.20356476670014642
O1,792,12.654003335083198
O1,793,12.933371886749992
O1,794,7.227365028017602
O1,795,0.9187532318781813
O1,796,2.8625296492973966
O1,797,22.43888210364252
O1,798,6.18159755579227
O1,799,1.9558025883634294
O1,800,-0.4543923972944257
O1,801,1.2528323383856717
O1,802,-2.473059485068075
O1,803,1.5217529892194936
O1,804,-2.7872127504228814
O1,805,2.480540105191403
O1,806,2.5923258933457514
O1,807,1.39061719427188
O1,808,3.203382455163484
O1,809,-0.20107515492207445
O1,810,-2.6160468728874338
O1,811,6.058969263521794
O1,812,-1.419678428360529
O1,813,0.8785474722862848
O1,814,-7.215831261558202
O1,815,12.64307377327522
O1,816,1.6555024583064646
O1,817,-1.0911781098361242
O1,818,-3.2310206442031757
O1,820,0.976631474223986
O1,821,-2.334239324301064
O1,822,0.2799384890927821
O1,823,-5.177853642897912
O1,824,-3.136124637411465
O1,825,-2.6916114637063395
O1,826,1.8459406671738474
O1,827,-1.2453460872199091
O1,828,0.5841895792138239
O1,829,-3.0961526985532974
O1,830,-2.021961586656954
O1,831,-1.3188040602667708
O1,832,-1.871692644717477
O1,833,-2.496348880334107
O1,834,-5.453617930642824
O1,835,-4.574163051668986
O1,836,3.7606882132435713
O1,838,-4.6177161855037205
O1,839,-5.3822532882998475
O1,840,-7.042103168291669
O1,841,-6.130235050314213
O1,842,-6.370247966975112
O1,843,3.92787332639589
O1,844,25.099074091460487
O1,845,7.540231718668513
O1,847,-2.033232848058333
O1,849,3.5961052731630296
O1,850,-14.228212138753992
O1,851,0.0
O1,854,-5.740586217042361
O1,855,-7.231540016233453
O1,856,6.036489225370146
O1,857,-9.399380541883634
O1,858,4.3824012846323805
O1,859,1.4211143479599198
O1,860,3.601152310498578
O1,862,10.82164769711706
O1,863,6.79670397995104
O1,864,11.247912893787353
O1,865,3.596722624782637
O1,866,-2.622903968146438
O1,867,5.432444797041631
O1,868,2.2510841943730053
O1,871,-2.526821945652433
O1,874,1.3808772767341502
O1,875,2.175821816561041
O1,876,-2.636793417369466
O1,877,2.353920461233121
O1,878,2.17914461545341
O1,879,1.404587368237931
O1,880,-1.0290094020210907
O1,881,1.6978357886771052
O1,882,0.7338476637331472
O1,883,-0.15064518504543756
O1,884,3.141751994297305
O1,885,-1.7040473057889676
O1,886,-3.3264975842341116
O1,887,5.606685923912067
O1,889,2.145895601041281
O1,890,0.09992105776583671
O1,891,-9.893840806126754
O1,892,2.038133725698991
O1,893,-8.389753420520915
O1,894,-0.04599259443982806
O1,895,1.5540108231438254
O1,896,6.426158503446862
O1,897,3.5458687340173043
O1,898,1.285211587055328
O1,899,7.859737498317784
O1,900,8.820610371949511
O1,901,-1.5585945981624705
O1,902,0.1951638619723212
O1,903,-1.747666677082282
O1,904,-4.024125241712606
O1,905,0.0
O1,906,-2.057046507332051
O1,907,-11.012082838587
O1,910,7.112862324418445
O1,911,0.5859553884841899
O1,912,4.505759545429894
O1,913,-3.5216765091339655
O1,914,-1.5531137004165363
O1,915,-0.6712745843906074
O1,916,-0.0783294893405839
O1,917,-1.4069172295689463
O1,918,0.8867186015074253
O1,919,1.8623342834935297
O1,920,-2.6182665704975743
O1,921,-1.4499280613977021
O1,922,-0.3843560103734067
O1,923,1.6779703821381617
O1,924,2.7252871440725133
O1,925,-5.0859254099148155
O1,928,-2.3875720610440605
O1,934,-2.8649119586266902
O1,939,2.8634646922745928
O1,942,4.013702827352656
O1,945,-2.8933793862858193
O1,946,0.571424690291332
O1,947,18.366582769944614
O1,948,6.165774293743318
O1,949,5.50854136071386
O1,950,7.030281033424454
O1,951,-4.00853457047287
O1,952,1.1382871998659057
O1,953,10.120560436337666
O1,954,3.406571485014153
O1,955,6.211941372376179
O1,956,-4.773399883965772
O1,957,-5.148314270465997
O1,958,9.42059532467338
O1,959,-4.012666060233771
O1,960,1.2617868730187194
O1,961,6.467061867723456
O1,962,-4.873619217887443
O1,963,0.25468179896482745
O1,965,1.1924305354944222
O1,966,-1.5356742750077583
O1,967,4.704309119437443
O1,968,6.699713232451249
O1,971,4.05292243188514
O1,972,2.874615652174739
O1,973,17.09085792384439
O1,974,5.442908717926004
O1,975,5.776064152109841
O1,976,4.693981629753255
O1,977,-6.3458230586668325
O1,978,-1.7506076946271412
O1,979,5.494097980131019
O1,980,4.030343225690376
O1,981,0.29821462122070697
O1,982,1.4138881648982353
O1,983,1.1065039283383804
O1,984,-0.49305679069107333
O1,985,1.5560275851763945
O1,986,1.7259310514838246
O1,987,-3.0227945208388896
O1,988,3.8295270027541495
O1,989,-0.8660476488279173
O1,990,1.0269003980308282
O1,991,-1.4652444408138066
O1,992,-0.9923763431131769
O1,993,-0.7190224284265225
O1,994,-1.3192079909758108
O1,995,0.374775045028843
O1,996,-0.2915209883625997
O1,997,0.0
O1,1032,37.99921327086715
O1,1033,-2.9080088087079403
O1,1035,-3.0961104837898183
O1,1036,1.0042662852746285
O1,1037,1.1653271805653773
O1,1038,10.261180839655337
O1,1039,26.56632315905345
O1,1040,18.50476355362194
O1,1041,6.760803964126737
O1,1042,6.622642732205104
O1,1043,3.1302527629613244
O1,1044,22.572787563165644
O1,1045,-8.355233229650917
O1,1047,24.686562032406236
O1,1049,12.636789753562724
O1,1050,10.962499853499041
O1,1051,13.397194846459794
O1,1052,13.258847453281426
O1,1053,12.740074142123598
O1,1054,3.547233562235718
O1,1055,-0.8680611676920442
O1,1057,15.414346414114794
O1,1058,21.248571308011993
O1,1059,12.759000803377408
O1,1061,-6.124332131891123
O1,1062,11.582433133266981
O1,1063,8.973244898463838
O1,1064,1.504643225163901
O1,1065,1.628178959967041
O1,1066,5.5575282335398954
O1,1067,-1.0894038731606521
O1,1068,10.42811267981868
O1,1069,0.22616502744688616
O1,1070,4.215354089784315
O1,1071,0.40127470026857687
O1,1072,9.378720936117034
O1,1073,13.078589938790158
O1,1074,-2.207608014400236
O1,1076,9.462150307487146
O1,1077,9.931132761525037
O1,1078,2.5005774764391084
O1,1079,3.5613038691649144
O1,1080,3.91765207658719
O1,1081,0.8731473909945535
O1,1082,-0.6200027092787596
O1,1083,1.4158244543799767
O1,1084,2.023181540933292
O1,1085,-2.014746197191875
O1,1086,2.366886816319385
O1,1087,1.2460973958768902
O1,1088,4.23388138017499
O1,1089,-0.4951288716079476
O1,1090,-0.033948155027982096
O1,1091,0.48206618512214744
O1,1092,-2.341043368083675
O1,1093,-1.7537392807332164
O1,1094,-1.3096257799174291
O1,1095,3.3742385487386994
O1,1096,5.537033562080964
O1,1097,1.657064588524804
O1,1098,3.352979641448544
O1,1099,0.7656126868504757
O1,1100,-3.3456745660016436
O1,1101,-6.443510805729504
O1,1102,2.623010998330328
O1,1103,-1.0152035827252566
O1,1104,-2.994210473852797
O1,1105,-2.872596223593529
O1,1106,-4.50355580009687
O1,1107,-1.750451429685024
O1,1108,-1.5268768470484264
O1,1109,6.5955555904881225
O1,1112,-1.2601647211560196
O1,1113,3.784597415816684
O1,1114,-1.8945554043786768
O1,1115,-0.973729666997518
O1,1116,0.4546179565669206
O1,1117,-1.03994422474259
O1,1118,-2.2264415540708478
O1,1119,-2.341229859090194
O1,1120,-0.08333132908572996
O1,1121,-0.1281493170392903
O1,1122,-1.3569399978342842
O1,1123,-3.2111676276137366
O1,1124,-2.0281764953182884
O1,1125,-4.50929784126663
O1,1126,-4.90224492872211
O1,1127,-3.931699615851838
O1,1128,-4.707349584284555
O1,1129,-5.2742122672485925
O1,1130,-3.8696974315359935
O1,1131,-3.4727726270250967
O1,1132,0.0
O1,1133,-7.193495428589948
O1,1134,-1.7580069965264198
O1,1136,-7.176352214862247
O1,1137,-5.688673635983542
O1,1138,-5.8051386454912866
O1,1139,-6.086688441438319
O1,1140,0.0
O1,1141,-4.85733502137359
O1,1142,-5.140882020518145
O1,1143,0.0
O1,1144,-9.538009329065398
O1,1145,-9.955313648239013
O1,1146,0.0
O2,45,3.4699857593151258
O2,46,-0.11591187257130997
O2,47,-5.429103891486756
O2,49,-1.789924194364481
O2,50,-2.782354899763135
O2,51,-6.381195782814015
O2,52,-6.25321823116956
O2,53,13.030962814884404
O2,54,3.623637898681057
O2,56,-6.850790099714437
O2,58,7.608642294715491
O2,59,-10.391952192298353
O2,60,20.187170709878025
O2,65,3.6865298990939226
O2,66,-0.8345974769070406
O2,70,-2.232760284329542
O2,71,16.097318880644952
O2,72,19.887028283631185
O2,73,-4.481101520504451
O2,74,-2.097179742204587
O2,75,-4.281207883420846
O2,76,-6.894010847768206
O2,77,-10.10665442304811
O2,78,-3.0999310316396933
O2,79,-6.473626176863797
O2,80,-8.067048314944554
O2,81,-7.78480329982769
O2,83,-10.421784532683862
O2,86,-9.879582654873266
O2,87,-10.065972544669396
O2,88,-14.603810804252653
O2,89,-3.838909706277379
O2,90,-9.227495847090722
O2,91,-8.564831575423161
O2,92,-9.624453646521566
O2,93,-2.635302109647542
O2,96,-5.635310374469532
O2,99,-0.7649573453477636
O2,102,-2.499449733909959
O2,106,-6.146396356646861
O2,109,-15.821614657485226
O2,115,-10.57534842023965
O2,118,8.330746397060238
O2,119,3.3423664754260614
O2,135,-4.7182622581805616
O2,144,-7.826814988268943
O2,148,-13.923783808585434
O2,150,0.42972539075530136
O2,155,-6.918000330672902
O2,157,-1.899104800871334
O2,158,-3.420857693628351
O2,164,-12.172197111677416
O2,165,-2.446227315193081
O2,166,9.452087212401263
O2,167,0.5345872493340474
O2,168,-1.5311584543626298
O2,169,5.216764246961438
O2,172,10.594702893949881
O2,173,9.812623730591552
O2,174,1.4222306178511555
O2,178,0.06724406839555463
O2,179,-3.131749776629278
O2,180,-4.651994902372091
O2,181,5.862427162225492
O2,182,0.7513113984847241
O2,183,13.202737999666889
O2,186,1.1904175425755827
O2,187,-3.6325084135075745
O2,188,-3.4419774813779282
O2,189,8.456254217764736
O2,190,2.84757474028562
O2,191,-2.451591078255145
O2,192,7.167731047912817
O2,193,-5.132365355996177
O2,194,0.23545973962327954
O2,195,-0.06003785907369214
O2,196,-2.446198314730882
O2,197,-6.001383007623906
O2,198,-3.5691367832427887
O2,199,-5.738028540124905
O2,200,5.606384148218822
O2,201,13.374094582290354
O2,202,14.819527319392103
O2,204,-7.592314380408933
O2,206,-3.597926019730909
O2,207,6.540853399429672
O2,208,9.710270953131179
O2,210,1.9348156627413677
O2,211,-5.622296597221666
O2,212,5.060285182450358
O2,215,3.5050839713450532
O2,216,0.01055999083535871
O2,217,-7.702501638504136
O2,218,3.8647047835321002
O2,219,0.30723330064955556
O2,221,-5.782294406335074
O2,224,6.625130212368685
O2,225,8.79457371755836
O2,226,9.264733325541469
O2,227,6.701430110883883
O2,228,4.054445039554018
O2,229,-1.984259031900144
O2,230,15.540062328776472
O2,231,4.485602054942911
O2,232,5.875158058996613
O2,233,1.2699909455680625
O2,234,4.17557317856141
O2,235,1.1780173017151763
O2,236,4.251541207514067
O2,237,3.1428396021008105
O2,238,1.0940218381063687
O2,239,-3.782898671729403
O2,240,-1.101441821929629
O2,241,11.37030997521264
O2,242,8.472463866562242
O2,243,-0.1622629085816385
O2,244,-1.9108065264729417
O2,245,-2.2354887737197933
O2,246,-3.712355591160316
O2,247,-2.9181470772047393
O2,248,-7.026598181596236
O2,249,-4.38011573434322
O2,250,-7.785769622366483
O2,251,-3.6941576393795117
O2,252,4.5081833942784275
O2,253,-11.84192178359355
O2,254,-0.38088826163890727
O2,257,-2.580105031745166
O2,258,-1.3995987759927149
O2,259,-1.1460452692217233
O2,260,-3.8295694673725182
O2,261,-3.3557641639978066
O2,262,-6.765428201985456
O2,263,-8.839373680128832
O2,264,-10.119032582259354
O2,265,-8.231505183569068
O2,266,-10.1447469226237
O2,267,-8.230525164669727
O2,268,-9.481996942183402
O2,269,-9.961702062488568
O2,270,-7.429757667805743
O2,275,-6.808938138113443
O2,277,-7.295693365671785
O2,283,-6.476217527497169
O2,284,-5.251743556716425
O2,285,-8.493171338619748
O2,286,5.3440545817951675
O2,287,-7.642970351995878
O2,288,-8.62919396576543
O2,289,-6.9033908075562005
O2,290,-6.000040933360604
O2,291,-0.19209437337229396
O2,292,-13.60740274767908
O2,293,-0.015235659977574922
O2,294,-10.914784464850538
O2,295,-10.580003909385342
O2,296,-5.179571833035975
O2,300,-4.590863818622624
O2,306,2.310532240495924
O2,307,-7.601980060158096
O2,308,-5.850184540622489
O2,309,-3.5348649704628574
O2,310,-6.596055271464651
O2,311,-2.4096233727234955
O2,313,-0.05339541788471891
O2,314,-11.626623968923125
O2,316,-1.3440353355622658
O2,317,-5.537414874336463
O2,318,-1.6827169434359437
O2,319,-8.436803549320274
O2,320,-3.099800811808972
O2,321,-13.475706337549553
O2,322,-8.40970465397255
O2,323,-13.896605524821883
O2,324,-8.06310770468438
O2,325,-11.074938929503256
O2,326,-2.226798126878476
O2,328,0.0
O2,329,-0.38973408635786555
O2,331,9.849338371329333
O2,332,2.063170348334624
O2,335,15.456546274265591
O2,339,6.4249651434802075
O2,343,17.787078117067985
O2,348,-1.352144433173061
O2,349,14.546927036961675
O2,350,6.550986883267779
O2,351,-7.498603727820472
O2,352,-2.599691467526382
O2,353,8.901061507650631
O2,356,1.2803929526601632
O2,357,-0.07994419412725051
O2,360,-8.67442566156111
O2,361,-10.818363323715927
O2,362,1.7008675321252946
O2,363,-2.8374647523881316
O2,364,8.22462543333969
O2,365,11.05748965018316
O2,366,6.6138703628144375
O2,367,3.600051859347785
O2,368,10.675171278402667
O2,371,-1.1365299278791883
O2,372,-7.259464779329418
O2,373,-0.5510205177814944
O2,374,13.357135012449305
O2,375,11.74297362875786
O2,376,7.144719254366445
O2,377,-3.669431152815349
O2,378,-2.5728289570571143
O2,379,-3.329188912281844
O2,380,-4.377985399518597
O2,381,-10.519866830723771
O2,382,-5.926047905753883
O2,383,-9.669709356109825
O2,384,-3.908600302236794
O2,386,-3.352846161141651
O2,387,-8.548305687034295
O2,388,-15.032483856318443
O2,390,-6.052596138841935
O2,392,-7.152255245290555
O2,394,-4.476013754995206
O2,395,5.350667225882195
O2,396,-6.222470245208041
O2,397,-0.147237794941623
O2,398,-4.6462438853168715
O2,399,-28.274931130228687
O2,400,6.857504308218694
O2,401,-4.015244533885739
O2,402,-9.233662545494242
O2,403,-0.5071875639753816
O2,404,-7.8857976794935905
O2,405,-3.5129760333951268
O2,406,-7.34359176879571
O2,407,-4.417693115652072
O2,409,10.228571095598737
O2,413,-4.377754775820482
O2,414,10.22225399792683
O2,415,2.775534328250835
O2,416,-8.949699284100005
O2,417,-10.711773055555744
O2,418,-6.401338208814597
O2,420,-11.209127395239413
O2,421,-3.6751434721421288
O2,422,-4.224283716961029
O2,423,-7.2968817058701925
O2,424,-10.370006823933798
O2,425,-18.15495982544461
O2,426,-1.0783121466539665
O2,427,-7.288578571599087
O2,428,2.6370075561659783
O2,429,-3.9273567017307194
O2,430,-6.289975149159068
O2,431,-7.869865085488508
O2,432,-5.783327811094338
