stop_pct,sample,year,n,mean,median,win_rate,pf,p5,trig_rate,net_stop_value
-12.5,PRIMARY,2023,45,0.1627517853013736,-1.9912914951639942,46.666666666666664,0.47902729742774947,-8.885665954160203,44.44444444444444,-404834.81586199836
-12.5,PRIMARY,2024,50,2.691259226610458,4.204101135130513,57.99999999999999,1.1517149495364212,-11.054946594160706,36.0,-888365.0504816859
-12.5,PRIMARY,2025,34,4.514214346897603,2.898180558892374,64.70588235294117,1.8769322933516999,-12.676637576306103,32.35294117647059,-486800.5946546518
-12.5,PRIMARY,2026,20,-0.5070800639015828,-3.3105338321343503,40.0,0.5154051711576777,-12.734208302677985,50.0,-248616.44940269185
-12.5,SECONDARY,2020,8963,2.641182770932762,3.168939965766915,61.17371415820596,0.9086544500163248,-10.03529363284715,35.099854959277025,-78595444.7182952
-12.5,SECONDARY,2021,10532,4.074580824357517,4.5632078673104,67.70793771363464,1.4334533795698994,-9.748753779780097,27.838966957842764,-90992987.41013026
-12.5,SECONDARY,2022,15514,3.249682440506843,3.8175903193286924,61.189892999871084,1.0657444794101616,-10.45786751018979,37.12775557560913,-210289494.99504286
-12.5,SECONDARY,2023,15487,2.026024787299036,3.4427624770227836,61.73564925421321,0.7780833151820071,-9.606466203906194,34.79692645444567,-115648596.93868056
-12.5,SECONDARY,2024,13576,1.0709639846133083,-1.259898690384973,48.22480848556276,0.5842583369661175,-12.523213717256553,48.63730111962287,-381703906.2601868
-12.5,SECONDARY,2025,14728,6.187689608724044,5.7268536043547975,77.32210755024444,2.7307419112826885,-8.250400217061763,17.653449212384572,-139409626.5663184
-12.5,SECONDARY,2026,10246,0.3836809913919495,-4.043888623338919,43.773179777474134,0.5276780704134058,-12.676637576306094,53.43548701932461,-77952987.29928723
-15.0,PRIMARY,2020,33,5.151478460246813,5.218510332201447,78.78787878787878,1.7845279448639848,-9.940370588684857,21.21212121212121,-327987.96701686695
-15.0,PRIMARY,2021,58,2.3970516939676414,1.465476908550098,51.724137931034484,0.7202796009103113,-10.42086771092403,46.55172413793103,-321654.4232358282
-15.0,PRIMARY,2022,59,1.2404424714701825,-0.3864474449981416,49.152542372881356,0.5581020847340324,-10.961364530801015,45.76271186440678,-1424629.9468749706
