sample,signal_date,mean_return,median_return,win_rate,loss_rate,n_episodes,mean_mae,mean_hold
SECONDARY,2020-11-18,10.26744587228951,12.85446634433684,80.0,20.0,20,-11.653937303880864,28.05
SECONDARY,2020-11-19,3.903362316599136,1.2159568461956978,80.0,20.0,5,-16.314910818318264,31.8
SECONDARY,2020-11-20,1.5738518697391166,-0.0999604696961734,33.33333333333333,66.66666666666666,3,-36.29450634248865,63.0
SECONDARY,2020-11-23,3.6768806949830446,3.1456043067266215,66.66666666666666,33.33333333333333,9,-24.242543493181213,43.333333333333336
SECONDARY,2020-11-24,-0.9301218668673652,2.3413384224937905,57.14285714285714,42.857142857142854,14,-18.397518057136843,39.214285714285715
SECONDARY,2020-11-25,4.310444510219936,3.823759890913003,67.1875,32.8125,64,-15.29562691194178,36.03125
SECONDARY,2020-11-26,0.5634209897043931,1.372221281343061,54.761904761904766,45.23809523809524,42,-18.820797409731284,45.666666666666664
SECONDARY,2020-11-27,4.744531819549969,6.710250693791375,78.26086956521739,21.73913043478261,23,-18.804849956403043,44.43478260869565
SECONDARY,2020-11-30,1.8561309763099259,1.3705555713439477,54.054054054054056,45.94594594594595,37,-18.53834037112732,40.67567567567568
SECONDARY,2020-12-01,-11.913763612968832,-5.813014238777364,50.0,50.0,4,-34.15807737110702,29.75
SECONDARY,2020-12-02,-1.276748838339107,2.766476707354589,61.53846153846154,38.46153846153847,13,-24.824765306342066,40.84615384615385
SECONDARY,2020-12-03,1.1047574611723265,0.6761279743214736,55.55555555555556,44.44444444444444,18,-23.7087649060533,41.72222222222222
SECONDARY,2020-12-04,-3.959021470892753,-5.166579130621188,28.57142857142857,71.42857142857143,7,-26.200646594408568,45.857142857142854
SECONDARY,2020-12-07,-1.2598987686313063,-0.979898390469877,42.857142857142854,57.14285714285714,56,-19.540473669720956,47.017857142857146
SECONDARY,2020-12-08,-2.669405731720027,-1.6877090464608375,43.13725490196079,56.86274509803921,51,-21.5001217163306,45.72549019607843
SECONDARY,2020-12-09,1.1122408857387056,1.5575908043984703,59.58549222797927,40.41450777202073,386,-16.952125266405847,43.015544041450774
SECONDARY,2020-12-10,3.76528626065318,4.6548747548658,69.81132075471697,30.18867924528302,106,-16.707678353544026,39.716981132075475
SECONDARY,2020-12-11,3.4053370286930815,4.242428696223444,71.08753315649867,28.912466843501328,377,-14.852345107927881,36.93103448275862
SECONDARY,2020-12-14,4.3625327200431725,3.823761206366892,71.42857142857143,28.57142857142857,63,-14.119089085469442,34.0
SECONDARY,2020-12-15,1.5259140398260647,3.010180520018314,59.32203389830508,40.67796610169492,59,-19.14624265420654,35.101694915254235
SECONDARY,2020-12-16,3.5090635529096716,3.592497618199954,70.37037037037037,29.629629629629626,108,-17.603669170983967,37.861111111111114
SECONDARY,2020-12-17,0.9940336380731775,1.2245661287884255,59.25925925925925,40.74074074074074,27,-20.6953852336977,42.888888888888886
SECONDARY,2020-12-18,4.0341408546782604,6.353128269364104,66.66666666666666,33.33333333333333,33,-17.0136146246409,31.87878787878788
SECONDARY,2020-12-21,4.904978613553991,4.831396464130663,68.75,31.25,16,-16.390081048210423,28.6875
SECONDARY,2020-12-22,3.9848384647959225,3.5459217373983574,74.0,26.0,100,-15.767020105515243,35.29
SECONDARY,2020-12-23,4.131001174509694,4.19408774067624,80.0,20.0,40,-16.911683638273473,37.7
SECONDARY,2020-12-24,4.938277516422843,4.931700700464528,72.25806451612902,27.741935483870968,155,-14.943467136884621,37.193548387096776
SECONDARY,2020-12-25,5.825010361632979,4.692759479655207,76.47058823529412,23.52941176470588,34,-16.017514973282744,36.76470588235294
SECONDARY,2020-12-28,7.5882175223825215,8.02214380553616,88.0,12.0,75,-11.887358019855412,28.08
SECONDARY,2020-12-29,5.721585699680159,5.22619402093702,72.97297297297297,27.027027027027028,37,-16.112113944767557,32.891891891891895
SECONDARY,2020-12-30,8.523724418852336,5.80945605406645,80.0,20.0,15,-12.408546028762236,31.666666666666668
SECONDARY,2020-12-31,10.8710427117368,16.705934413878197,80.0,20.0,5,-17.63468477011069,28.2
SECONDARY,2021-01-04,6.830400955547513,7.029041633064622,80.0,20.0,5,-10.346284770451579,31.2
SECONDARY,2021-01-05,4.130489976306776,5.839736896155223,68.18181818181817,31.818181818181817,22,-17.01222039236986,31.59090909090909
SECONDARY,2021-01-06,8.376232639673953,8.359875016219046,87.09677419354838,12.903225806451612,31,-16.379898622172455,31.419354838709676
SECONDARY,2021-01-07,7.962175417194175,7.108449291448405,87.87878787878788,12.121212121212121,132,-13.078025358575909,34.515151515151516
SECONDARY,2021-01-08,6.133647498867141,5.825448920180945,81.08108108108108,18.91891891891892,37,-17.2775836799946,31.405405405405407
SECONDARY,2021-01-11,7.734857119458919,7.760770881524619,87.5,12.5,128,-13.268925243012992,33.484375
SECONDARY,2021-01-12,6.8934009407456935,5.496462113164317,79.3103448275862,20.689655172413794,29,-15.90947663693794,37.6551724137931
SECONDARY,2021-01-13,9.73080444773348,7.766113049486448,85.0,15.0,80,-10.791650239704609,32.5875
SECONDARY,2021-01-14,7.950793278649569,5.733754300671738,69.76744186046511,30.23255813953488,43,-13.00874565022851,28.41860465116279
SECONDARY,2021-01-15,6.608406899436931,2.8961315014999367,60.0,40.0,5,-16.66198113076936,36.8
SECONDARY,2021-01-18,-8.447675286606207,-8.447675286606207,0.0,100.0,1,-27.10606068170812,59.0
SECONDARY,2021-01-19,7.722843803759789,5.960463738848,80.0,20.0,5,-9.474371236114441,21.2
SECONDARY,2021-01-20,2.3187619677139644,3.818729661367472,75.0,25.0,4,-20.089353291417986,30.25
SECONDARY,2021-01-21,17.917442463960384,17.917442463960384,100.0,0.0,1,-1.0545010545010447,11.0
SECONDARY,2021-01-22,3.4987672176072793,3.704405612586968,66.66666666666666,33.33333333333333,24,-14.746497700400383,34.583333333333336
SECONDARY,2021-01-25,4.216840256880167,4.031039669558665,74.07407407407408,25.925925925925924,54,-11.56571475678609,32.7962962962963
SECONDARY,2021-01-26,3.41141323653147,2.8871702933295365,63.1578947368421,36.84210526315789,57,-11.407000435850671,36.07017543859649
SECONDARY,2021-01-27,6.854769002427707,6.972486628388425,82.35294117647058,17.647058823529413,17,-14.533801029610322,35.411764705882355
SECONDARY,2021-01-28,6.175207742487656,6.032765652279037,78.46153846153847,21.53846153846154,65,-12.066877573302296,33.4
SECONDARY,2021-01-29,8.254952514755033,8.237448527772855,84.78260869565217,15.217391304347828,92,-10.25466518360165,30.402173913043477
SECONDARY,2021-02-01,9.651206768137552,8.108533464218038,89.74358974358975,10.256410256410255,39,-8.927476219562319,29.666666666666668
SECONDARY,2021-02-02,12.679646959577589,11.53776947112237,95.83333333333334,4.166666666666666,24,-9.140169955913203,26.333333333333332
SECONDARY,2021-02-03,9.937184470494435,9.720530306219018,92.10526315789474,7.894736842105263,76,-8.220547512465378,28.342105263157894
SECONDARY,2021-02-04,10.644063281667384,9.98095149613619,90.15151515151516,9.848484848484848,132,-6.6237453375,27.643939393939394
SECONDARY,2021-02-05,11.596895390130015,11.500505885155247,87.05882352941177,12.941176470588237,85,-8.153934030208365,29.023529411764706
SECONDARY,2021-02-08,12.110981915116108,13.33082999027793,86.66666666666667,13.333333333333334,30,-6.39599579320331,28.5
SECONDARY,2021-02-09,4.194177475248205,2.9568757511478343,80.0,20.0,5,-4.5093846900871055,29.4
