ts_code,stock_name,n_episodes,total_pnl,mean_ret_pct,best_ret_pct,worst_ret_pct,mean_pnl_per_ep
000635.SZ,英力特,14,166183.16192190145,4.092665408768027,14.230648038638346,-9.420232502882175,11870.22585156439
000636.SZ,风华高科,16,111868.84844244053,4.545585072028838,15.130045220151803,-17.65969698153987,6991.803027652533
000637.SZ,茂化实华,11,-72451.99901843915,2.125431782772521,18.33339349792028,-25.10245802591743,-6586.54536531265
000638.SZ,万方发展,14,196341.23413944076,5.998627974585331,18.03027662750347,-6.3997866363300515,14024.373867102911
000639.SZ,西王食品,14,31394.383496460796,2.530287747729111,18.697241302711255,-10.6170812666172,2242.455964032914
000650.SZ,仁和药业,15,303607.3154418013,5.402039020682865,17.921853431544896,-6.140015384288138,20240.487696120086
000651.SZ,格力电器,16,-77977.28010779925,2.4560194310263377,12.104633410839131,-26.44171329744522,-4873.580006737453
000652.SZ,泰达股份,17,173346.7611364209,2.4953909102064515,8.900405520548773,-12.001025484838763,10196.868302142406
000655.SZ,金岭矿业,15,329114.27096316067,6.0722010725477364,14.859807813375376,-2.7087141288123195,21940.951397544046
000656.SZ,金科股份,11,-198835.7115283194,3.5648909171267817,24.012489853278343,-17.050543368525865,-18075.973775301765
000657.SZ,中钨高新,14,264444.3432516613,5.7126456946059845,36.55135113722228,-18.797212938525934,18888.881660832947
000659.SZ,珠海中富,14,411198.15650886134,5.601457104379667,13.464850096548997,-6.490367330354435,29371.296893490096
000661.SZ,长春高新,13,-213368.05488041937,1.33952672731877,18.902072812118345,-27.491478975869605,-16412.927298493796
000662.SZ,天夏智慧,1,109755.60668712016,27.46010906809454,27.46010906809454,27.46010906809454,109755.60668712016
000663.SZ,永安林业,10,153766.02193938108,3.7774509580265736,20.035703661167673,-11.662366352219374,15376.602193938108
000665.SZ,湖北广电,13,184135.77787428114,3.0743335109621333,18.77117319778752,-10.368273814715998,14164.290605713933
000667.SZ,美好置业,6,169947.51802614014,7.029583809711848,10.827647434188693,2.663984855152702,28324.586337690023
000668.SZ,荣丰控股,17,175120.76021634106,4.612242127640998,26.927278406746268,-13.566417265241986,10301.221189196533
000669.SZ,金鸿控股,1,-301655.45136041986,-30.17558591359954,-30.17558591359954,-30.17558591359954,-301655.45136041986
000670.SZ,盈方微,7,183181.28886216035,6.582858250546621,16.272385417715963,-6.533412210577912,26168.75555173719
000673.SZ,当代东方,1,-324268.4508713999,-54.069536485355925,-54.069536485355925,-54.069536485355925,-324268.4508713999
000676.SZ,智度股份,14,310124.0838000608,8.480128513627097,30.519162148501177,-7.434111611580974,22151.720271432914
000677.SZ,恒天海龙,15,566210.1490326005,9.510384412487658,34.87679980153727,-3.3655878884630313,37747.34326884003
000678.SZ,襄阳轴承,17,443489.07366828114,7.805105640123757,23.87998718818593,-7.955645822954587,26087.59256872242
000679.SZ,大连友谊,13,286251.49867572077,7.790001871194827,20.419611241949955,-6.898401067730431,22019.346051978522
000680.SZ,山推股份,13,232753.07048526063,5.247361530004524,32.864723903053935,-5.240646972335911,17904.082345020048
000681.SZ,视觉中国,15,363432.25912428106,6.427392069322693,22.409565515396135,-9.053443022915108,24228.81727495207
000682.SZ,东方电子,13,272179.4820984006,5.346159963037094,27.449807271805188,-5.73664429976847,20936.88323833851
000683.SZ,博源化工,14,29145.155900041183,3.042664163320469,20.40865603714265,-17.33857244738043,2081.7968500029415
000685.SZ,中山公用,15,101719.01286162104,2.4973824759715675,13.175568405071758,-5.528249998275204,6781.26752410807
000686.SZ,东北证券,17,48890.472424920736,2.5291784102485377,10.802135360978356,-18.943357010257856,2875.9101426423963
000687.SZ,华讯方舟,1,-72493.33789961995,-7.253606655352764,-7.253606655352764,-7.253606655352764,-72493.33789961995
000688.SZ,国城矿业,15,54552.34394910134,4.495130450251148,16.694736521567165,-29.823534372515915,3636.8229299400896
000690.SZ,宝新能源,12,-261098.7009668994,0.32139681231587325,14.926854449362262,-15.987529875924034,-21758.22508057495
000691.SZ,亚太实业,19,395936.7869080811,8.600057019650011,48.652150204058145,-8.506246168260338,20838.778258320057
000692.SZ,惠天热电,10,154261.3378221006,5.361758276254844,15.68394063972803,-9.37260040668598,15426.133782210061
000695.SZ,滨海能源,15,395296.87405374064,7.427717013902128,18.823073094579374,-16.376595347921672,26353.124936916043
000697.SZ,炼石航空,10,393118.7299664404,10.668137094908442,40.14176708502336,0.0431906220520237,39311.872996644044
000698.SZ,ST沈化,14,-38109.16417499891,2.8925193216322227,21.29742765270821,-12.993313392111324,-2722.0831553570647
000700.SZ,模塑科技,14,251809.1808156007,5.654006104785062,23.161120471932033,-4.5374505998227335,17986.370058257195
000701.SZ,厦门信达,12,392059.8829792806,8.419148918920676,29.20210318709523,-4.681626494064021,32671.65691494005
000702.SZ,正虹科技,13,275117.0820197407,7.0655962047634056,31.2107403741345,-7.519273074908159,21162.852463056977
000703.SZ,恒逸石化,18,277882.650518941,5.074334442685503,25.366908779584858,-14.954391689275806,15437.925028830055
