factor_id,horizon,n_days,coverage,ic_mean,rank_ic_mean,icir,rank_icir,ic_positive_ratio,q5_q1_mean,q5_q1_median,monotonic,turnover,bootstrap_lo,bootstrap_hi,yearly_direction,expression,factor_name,label,p_surrogate,fdr_survives
AF_000017,D20_STRONG,1024,157185.0,0.011478175647889388,0.011478175647889388,0.04890817048612891,0.04890817048612891,0.5233739837398373,0.006001143074871429,0.0,True,1.0,-0.004003282527754627,0.024363207622035074,1+-1+1+-1+1,cs_rank(signal_day_amount),SMOKE_amount_cs,STRONG,1.9770436487042211,False
AF_000018,D20_fwd_ret_20,1010,154059.0,0.0007381474392602124,0.0034914319915546835,0.0034583245812525526,0.016676037940088588,0.5,-0.00172440948979986,0.0019160162387723556,False,1.0,-0.011793299934093653,0.015076185872683119,-1+1+1+1+-1,amount_ratio_5_20,SMOKE_amount_ratio_5_20,fwd_ret_20,1.9930171360168907,False
AF_000018,D20_BAD,1024,157185.0,0.011174342012785964,0.010611079971810778,0.06335810294063235,0.05931378163013443,0.5265306122448979,0.028037086429161112,0.0,True,1.0,-0.0024271846351585718,0.024386450089231872,1+1+-1+1+1,amount_ratio_5_20,SMOKE_amount_ratio_5_20,BAD,1.9787778400563785,False
AF_000018,D20_STRONG,1024,157185.0,-0.007907220499598713,-0.00947712680846946,-0.036605280051487714,-0.044742123112739625,0.46646341463414637,-0.0015240998285387386,0.0,True,1.0,-0.018857302865624793,0.0076855596781490445,-1+-1+-1+1+-1,amount_ratio_5_20,SMOKE_amount_ratio_5_20,STRONG,1.981045746383061,False
AF_000019,D20_fwd_ret_20,1010,154059.0,0.023674814334172362,0.041555369881050894,0.09186718167885535,0.16422600329832507,0.5376237623762377,-0.0417240027725518,-0.027930927539793204,False,1.0,0.010648507848761889,0.040186264826923335,1+1+-1+1+1,drawdown_20,SMOKE_drawdown_20,fwd_ret_20,1.9168892602378982,False
AF_000019,D20_BAD,1024,157185.0,-0.15190072611081412,-0.13756971586735053,-0.7391557297494011,-0.7727991385257729,0.1945578231292517,-0.15117165174318917,0.0,True,1.0,-0.1661369950725809,-0.13961042472295282,-1+-1+-1+-1+-1,drawdown_20,SMOKE_drawdown_20,BAD,1.7248605682652989,False
AF_000019,D20_STRONG,1024,157185.0,-0.12628890088859693,-0.13026024869123942,-0.5787199323730158,-0.5900999783664552,0.2306910569105691,-0.30812218200292124,-1.0,True,1.0,-0.1397086518204028,-0.11326150282150436,-1+-1+-1+-1+-1,drawdown_20,SMOKE_drawdown_20,STRONG,1.7394795026175212,False
AF_000020,D20_fwd_ret_20,835,125009.0,-0.01612531548698205,-0.0013425526605556214,-0.060872968972519356,-0.005039656582470219,0.5053892215568863,-0.04377267392632281,-0.025218912897557177,True,1.0,-0.034681958760380764,0.0004994588125904723,0+-1+-1+1+-1,distance_52w_high,SMOKE_dist_52w_high,fwd_ret_20,1.9973148946788888,False
AF_000020,D20_BAD,848,128103.0,-0.07070002316159754,-0.06340456610982219,-0.35480445769844204,-0.34364118430623053,0.34465195246179964,-0.061333437244281655,0.0,True,1.0,-0.08562420677748364,-0.0566202171114332,0+-1+-1+-1+-1,distance_52w_high,SMOKE_dist_52w_high,BAD,1.8731908677803557,False
AF_000020,D20_STRONG,848,128103.0,-0.07055065310633714,-0.06628825875178412,-0.29998872661214243,-0.28041097697498296,0.36732186732186733,-0.18142851576199204,0.0,True,1.0,-0.08821768156562548,-0.056751147058486794,0+-1+-1+-1+-1,distance_52w_high,SMOKE_dist_52w_high,STRONG,1.8674234824964318,False
AF_000021,D20_fwd_ret_20,1010,154059.0,,,,,,0.050361526127423326,0.051211414847778025,True,1.0,,,0+0+0+0+0,daily_bb_signal_count,SMOKE_market_breadth,fwd_ret_20,,False
AF_000021,D20_BAD,1024,157185.0,,,,,,0.04308757223598145,0.0,True,1.0,,,0+0+0+0+0,daily_bb_signal_count,SMOKE_market_breadth,BAD,,False
AF_000021,D20_STRONG,1024,157185.0,,,,,,0.1902267098494952,0.0,True,1.0,,,0+0+0+0+0,daily_bb_signal_count,SMOKE_market_breadth,STRONG,,False
AF_000022,D20_fwd_ret_20,1010,154059.0,,,,,,0.0254621254351978,0.016094889661260936,False,1.0,,,0+0+0+0+0,daily_bb_up_ratio,SMOKE_breadth_up,fwd_ret_20,,False
AF_000022,D20_BAD,1024,157185.0,,,,,,-0.05089858385724265,0.0,True,1.0,,,0+0+0+0+0,daily_bb_up_ratio,SMOKE_breadth_up,BAD,,False
AF_000022,D20_STRONG,1024,157185.0,,,,,,0.07449037911983236,0.0,True,1.0,,,0+0+0+0+0,daily_bb_up_ratio,SMOKE_breadth_up,STRONG,,False
AF_000023,D20_fwd_ret_20,1010,154059.0,0.03065866577083852,0.04577406671029294,0.12752140522734326,0.18198145394396636,0.5712871287128712,0.0027460810911734915,0.00798941262245001,True,1.0,0.015811849581630257,0.044701772101126365,-1+1+1+1+-1,"interaction(bb_z,cs_rank(signal_day_amount))",SMOKE_bbz_x_amount,fwd_ret_20,1.9084518665794141,False
AF_000023,D20_BAD,1024,157185.0,-0.05216540792498876,-0.052903444281006205,-0.2702348226582702,-0.276561852578273,0.3442176870748299,0.007906267860544866,0.0,True,1.0,-0.06424709007367588,-0.03718939155010965,-1+-1+-1+-1+1,"interaction(bb_z,cs_rank(signal_day_amount))",SMOKE_bbz_x_amount,BAD,1.8941931114379875,False
AF_000023,D20_STRONG,1024,157185.0,-0.008849805212167541,-0.010550956198411727,-0.03804013453845098,-0.045382582593951046,0.47764227642276424,-0.01193878199022036,0.0,True,1.0,-0.02199609795759024,0.0053596306222779486,-1+1+-1+1+-1,"interaction(bb_z,cs_rank(signal_day_amount))",SMOKE_bbz_x_amount,STRONG,1.9788980876031765,False
AF_000024,D20_fwd_ret_20,1009,154035.0,0.025829882655832567,0.03351273358144388,0.11569907708853151,0.1506006018356426,0.557978196233895,0.014715577176004661,0.01498168796920929,False,1.0,0.013350494892138375,0.03948705171877148,1+1+1+-1+1,"diff(drawdown_20,ret_20)",SMOKE_drawdown_minus_ret,fwd_ret_20,1.9329745328371122,False
AF_000024,D20_BAD,1023,157161.0,-0.05258706185934542,-0.045468644412067535,-0.26327029332733415,-0.23864424011655314,0.39319727891156464,0.014671790148940905,0.0,True,1.0,-0.06689029561759074,-0.039071871668736075,-1+-1+-1+1+-1,"diff(drawdown_20,ret_20)",SMOKE_drawdown_minus_ret,BAD,1.909062711175865,False
AF_000024,D20_STRONG,1023,157161.0,-0.03282673351283365,-0.024025712054317364,-0.15305600506521091,-0.11127991237787242,0.4211597151576806,-0.00987646479723081,0.0,True,1.0,-0.04581527736352138,-0.01941749922025706,-1+-1+-1+-1+-1,"diff(drawdown_20,ret_20)",SMOKE_drawdown_minus_ret,STRONG,1.9519485758913653,False
AF_000025,D20_fwd_ret_20,1009,154035.0,0.018489682567283946,0.03180360077249039,0.07362271213773657,0.12987510545568784,0.5213082259663032,-0.043865977527914934,-0.031275193614499985,False,1.0,0.004620723257111603,0.03319614210919967,1+1+-1+1+1,"min(ret_5,ret_20)",SMOKE_min_ret5_ret20,fwd_ret_20,1.936392798455019,False
AF_000025,D20_BAD,1023,157161.0,-0.13432591983979983,-0.12061566738421826,-0.6654644514798137,-0.695965534063534,0.22585034013605443,-0.14506653116961477,0.0,True,1.0,-0.14783624592408193,-0.12170618402685818,-1+-1+-1+-1+-1,"min(ret_5,ret_20)",SMOKE_min_ret5_ret20,BAD,1.7587686652315635,False
AF_000025,D20_STRONG,1023,157161.0,-0.11069673612040211,-0.11650906926723191,-0.5062999657995051,-0.5385383022615035,0.25127161749745675,-0.2908317190129887,-1.0,True,1.0,-0.12344154218864353,-0.09765912722760953,-1+-1+-1+-1+-1,"min(ret_5,ret_20)",SMOKE_min_ret5_ret20,STRONG,1.7669818614655362,False
AF_000026,D20_fwd_ret_20,1010,154059.0,0.005652033551002534,0.01284451805494874,0.027996290677904552,0.06320977712956856,0.5080645161290323,0.005015275853281907,0.005571967132170785,False,1.0,-0.00610281019898256,0.01856152216908169,1+-1+1+1+-1,sign(gap_pct),SMOKE_gap_sign,fwd_ret_20,1.9743109638901024,False
AF_000026,D20_BAD,1024,157185.0,-0.013502060687177558,-0.01565884165369824,-0.08132820668191242,-0.09524127888447788,0.4171270718232044,0.035752841811138636,0.0,True,1.0,-0.027959209763865005,-0.001229002433041422,-1+-1+-1+-1+-1,sign(gap_pct),SMOKE_gap_sign,BAD,1.9686823166926035,False
AF_000026,D20_STRONG,1024,157185.0,-0.002066883345628276,-0.004667791777250127,-0.010783200242270644,-0.024441752939788078,0.5015511892450879,-0.00984314472597958,0.0,True,1.0,-0.013438251303776388,0.00980212207937638,1+1+-1+-1+-1,sign(gap_pct),SMOKE_gap_sign,STRONG,1.9906644164454999,False
