ts_code,signal_date,sector_pit,sector_available,latest_report_period,latest_ann_date,financial_age_days,revenue_ttm,netprofit_ttm,ocf_ttm,revenue_yoy_pct,netprofit_yoy_pct,roe,gross_margin,debt_to_asset,current_ratio,ocf_to_netprofit,loss_flag,negative_ocf_flag,profit_decline_flag,revenue_decline_flag,forecast_type,express_available_flag
600600.SH,2020-02-28,食品饮料,1,20190930,20191029,122.0,27831260172.0,1908200883.0,2986009916.0,5.312863422174896,23.145697147439325,13.6544,40.1881,43.3467,1.6106,1.564829962401815,0.0,0.0,0.0,0.0,,0
000766.SZ,2020-02-28,医药生物,1,20190930,20191030,121.0,2125669669.3300002,309703447.47,-22659143.070000023,2.266598330968117,-11.789190275118145,3.304,84.8707,23.0704,2.5535,-0.07316400012691154,0.0,1.0,1.0,0.0,首亏,0
000869.SZ,2020-02-28,食品饮料,1,20190930,20191030,121.0,4808060650.0,1001840897.0,844469665.0,-8.656365196641659,-5.2993619107921,7.4738,63.5724,22.8839,1.9791,0.8429179398932044,0.0,0.0,1.0,1.0,,0
603816.SH,2020-02-28,轻工制造,1,20190930,20191030,121.0,10553942940.55,1120938011.92,1962822881.68,21.614788770063022,16.7500132249911,18.1517,35.0824,48.1013,1.4557,1.751053903790787,0.0,0.0,0.0,0.0,,0
600896.SH,2020-02-28,医药生物,1,20190930,20191031,120.0,31699782.070000008,-65380890.11,-95356751.02000001,-53.17168779536105,-495.18656837309044,-8.4528,-334.8169,27.7171,0.204,1.4584804651568242,1.0,1.0,1.0,1.0,首亏,0
600085.SH,2020-02-28,医药生物,1,20190930,20191031,120.0,13690553349.289999,1134649362.1799998,2290614674.4,-4.944959397052385,0.043013825296611685,8.9231,48.995,27.8875,3.6906,2.0187863764353122,0.0,0.0,0.0,1.0,,0
600016.SH,2020-02-28,银行,1,20190930,20191031,120.0,174245000000.0,53171000000.0,-176799000000.0,15.110849790751569,6.6627620944125665,9.9897,,91.9812,,-3.325102029301687,0.0,1.0,0.0,0.0,,0
600903.SH,2020-02-28,公用事业,1,20190930,20191025,126.0,4056637968.9400005,222709066.45999998,733199994.73,18.9023490336208,43.73369097817883,6.7137,20.8766,65.1231,0.5142,3.292187455070167,0.0,0.0,0.0,0.0,不确定,0
300006.SZ,2020-02-28,医药生物,1,20190930,20191028,123.0,1801079647.0099998,74027449.95000002,281481239.87,22.513384856113117,-23.969994734809884,4.4339,69.4383,49.644,1.0049,3.802390060175238,0.0,0.0,1.0,0.0,首亏,0
000538.SZ,2020-02-28,医药生物,1,20190930,20191029,122.0,28630715871.8,4116283347.46,713503236.7,9.747187282125891,29.6366570222639,12.3847,29.7027,24.0345,3.8483,0.17333676437514328,0.0,0.0,0.0,0.0,,0
300753.SZ,2020-02-28,医药生物,1,20190930,20191025,126.0,357150110.8000001,95879972.06000003,54419564.349999994,29.308714422368908,52.019882147681805,12.0322,72.6423,8.4955,8.7545,0.567580102296496,0.0,0.0,0.0,0.0,预增,0
