case_type,signal_id,position_episode_id,role,ts_code,stock_code,stock_name,signal_date,entry_date,available_future_days,D5_close_ret,D10_close_ret,D20_close_ret,D10_MFE,D10_MAE,D20_MFE,D20_MAE,BB_z,turnover_rank
D_D10_MFE_best_50,SIG59310_3,59310,ADD_ON_2,300576.SZ,300576,容大感光,2024-09-23,2024-09-24,20,0.3793347126680464,0.5453348786682124,0.6496683163349837,0.9660019660019665,-0.0013323346656676227,0.9660019660019665,-0.0013323346656676227,-2.0818403564121546,
D_D10_MFE_best_50,SIG52494_3,52494,ADD_ON_2,688039.SH,688039,当虹科技,2024-02-02,2024-02-05,20,0.18923897261428735,0.7227105388314454,0.7071090118949062,0.9592498181918838,-0.19475990004957255,1.054872080060997,-0.19475990004957255,-2.05772030501079,
D_D10_MFE_best_50,SIG51213_2,51213,ADD_ON_1,301368.SZ,301368,丰立智能,2024-02-05,2024-02-06,20,0.2773978848292258,0.8721181887579303,0.8822050324473589,0.9580580969918613,-0.049012376960680615,1.097660013653552,-0.049012376960680615,-2.029299586272498,
D_D10_MFE_best_50,SIG15850_1,15850,NEW_ENTRY,300082.SZ,300082,奥克股份,2021-09-03,2021-09-06,20,0.3145422352583478,0.7418642738335834,0.22320135107858907,0.9571221617257426,-0.02080017169531223,0.9571221617257426,-0.02080017169531223,-2.0942682055595903,1011.0
D_D10_MFE_best_50,SIG55499_2,55499,ADD_ON_1,301258.SZ,301258,富士莱,2024-04-23,2024-04-24,20,0.26858700865921104,0.6084998034456521,0.403830826213498,0.9560764145601695,-0.00911363005225807,0.9560764145601695,-0.00911363005225807,-2.122937827671177,
D_D10_MFE_best_50,SIG1212_2,1212,ADD_ON_1,600855.SH,600855,航天长峰,2020-03-18,2020-03-19,20,0.30387846318748446,0.9414366823196001,1.2185108557469406,0.9414366823196001,-0.03551343090690473,1.8436055307456463,-0.03551343090690473,-2.562703608146069,
E_down10_then_0_typical_50,SIG29_1,29,NEW_ENTRY,300618.SZ,300618,寒锐钴业,2020-02-24,2020-02-25,20,-0.07960697784688298,-0.017695808111426903,-0.3146921116156435,0.08278055327308409,-0.11270507336178082,0.08278055327308409,-0.3257740632389351,-2.016142057546365,148.0
E_down10_then_0_typical_50,SIG43_1,43,NEW_ENTRY,000681.SZ,000681,视觉中国,2020-02-28,2020-03-02,20,0.03576330211844225,-0.029591903423679122,-0.06343656343656334,0.06493973316403223,-0.05818480584835717,0.06493973316403223,-0.13170941208324383,-2.022946201527496,726.0
E_down10_then_0_typical_50,SIG56_1,56,NEW_ENTRY,002292.SZ,002292,奥飞娱乐,2020-02-28,2020-03-02,20,0.06595113165415412,-0.012813730290734182,-0.0009990009990008542,0.08564234714037622,-0.06401089055491149,0.08564234714037622,-0.13096102320806646,-2.249133050325476,1316.0
E_down10_then_0_typical_50,SIG66_1,66,NEW_ENTRY,002727.SZ,002727,一心堂,2020-02-28,2020-03-02,20,0.05447493682787807,-0.03813833225597918,0.1936298995122525,0.06387729917141693,-0.06916612798965727,0.2091437973790915,-0.12605042016806722,-2.47149327358349,1484.0
E_down10_then_0_typical_50,SIG69_1,69,NEW_ENTRY,002822.SZ,002822,中装建设,2020-02-28,2020-03-02,20,0.13114398828684526,0.025429596858168146,0.05397248254391118,0.1575725861440147,-0.07711336282764858,0.1575725861440147,-0.16908488337059768,-2.3188236468487267,1053.0
E_down10_then_0_typical_50,SIG92_1,92,NEW_ENTRY,300772.SZ,300772,运达股份,2020-02-28,2020-03-02,20,0.11217453874796535,-0.03592910585917575,-0.05059974990044913,0.1247493764976284,-0.07155781281655405,0.1247493764976284,-0.1407194204397001,-2.1552325644954964,2283.0
E_down10_then_0_typical_50,SIG111_1,111,NEW_ENTRY,600600.SH,600600,青岛啤酒,2020-02-28,2020-03-02,20,0.062317963726414405,0.008381290071431069,0.04238484520174679,0.07990600948347426,-0.03828565800396777,0.07990600948347426,-0.14639351259069566,-2.2081911250199235,399.0
E_down10_then_0_typical_50,SIG121_1,121,NEW_ENTRY,600961.SH,600961,株冶集团,2020-02-28,2020-03-02,20,0.0520452998329104,-0.07761854664509527,-0.12918939467612023,0.09624888385950348,-0.10856105546371031,0.09624888385950348,-0.16160535629562167,-2.136022642265721,3225.0
E_down10_then_0_typical_50,SIG150_1,150,NEW_ENTRY,688368.SH,688368,晶丰明源,2020-02-28,2020-03-02,20,0.005915272492633683,-0.0586551202760176,-0.22493224569580883,0.10360726569701795,-0.12958218383536524,0.10360726569701795,-0.23998751862114198,-2.0771251994399416,2131.0
E_down10_then_0_typical_50,SIG155_1,155,NEW_ENTRY,688012.SH,688012,中微公司,2020-03-02,2020-03-03,20,-0.15163624254533337,0.017164653528289886,-0.17167680804044438,0.07825507825507838,-0.1705264432537159,0.08842672479036118,-0.22889231980141067,-2.1133233014510617,195.0
E_down10_then_0_typical_50,SIG158_1,158,NEW_ENTRY,002261.SZ,002261,拓维信息,2020-03-04,2020-03-05,20,-0.07270227347821911,-0.06301264206210855,-0.15409517737354783,0.008690630417109713,-0.18703992418832371,0.10171109201177098,-0.18703992418832371,-2.223330495771836,221.0
E_down10_then_0_typical_50,SIG155_2,155,ADD_ON_1,688012.SH,688012,中微公司,2020-03-04,2020-03-05,20,-0.058039752046061155,0.02755288875162698,-0.1239044866805118,0.13306252107513972,-0.13651017751964112,0.13306252107513972,-0.19726960736424448,-2.01213460705512,
E_down10_then_0_typical_50,SIG176_1,176,NEW_ENTRY,002439.SZ,002439,启明星辰,2020-03-09,2020-03-10,20,-0.06358024486380398,-0.08988991065186391,-0.014026117068816957,0.06056050827209125,-0.11492240819778521,0.06056050827209125,-0.11492240819778521,-2.4534213376349383,387.0
E_down10_then_0_typical_50,SIG179_1,179,NEW_ENTRY,002579.SZ,002579,中京电子,2020-03-09,2020-03-10,20,-0.03881832453261014,-0.07306978735550163,0.0225488796917368,0.1131725417439704,-0.08020550877693722,0.1131725417439704,-0.1351505637219923,-2.166658210565167,1093.0
E_down10_then_0_typical_50,SIG187_1,187,NEW_ENTRY,300012.SZ,300012,华测检测,2020-03-09,2020-03-10,20,-0.033954402647805026,-0.10826560244412764,0.017094160690538374,0.09334391352502625,-0.11343507721256751,0.09334391352502625,-0.11343507721256751,-2.2228193260332905,475.0
E_down10_then_0_typical_50,SIG196_1,196,NEW_ENTRY,300224.SZ,300224,正海磁材,2020-03-09,2020-03-10,20,-0.05858847035317627,-0.13263207380854436,-0.004524886877827927,0.05306458247634738,-0.1479109126167949,0.05306458247634738,-0.1479109126167949,-2.049303109452788,2295.0
E_down10_then_0_typical_50,SIG198_1,198,NEW_ENTRY,300251.SZ,300251,光线传媒,2020-03-09,2020-03-10,20,-0.08107924139988265,-0.07907723538986067,-0.0690672053397503,0.08909126945199097,-0.11110933155021319,0.08909126945199097,-0.1381364126855109,-2.063527819441936,961.0
E_down10_then_0_typical_50,SIG207_1,207,NEW_ENTRY,300433.SZ,300433,蓝思科技,2020-03-09,2020-03-10,20,-0.11138278711848948,-0.215110264527255,0.0073213848894027045,0.07832201113711412,-0.215110264527255,0.07832201113711412,-0.25116527004367084,-2.276773482636485,94.0
E_down10_then_0_typical_50,SIG209_1,209,NEW_ENTRY,300465.SZ,300465,高伟达,2020-03-09,2020-03-10,20,-0.09097114066058165,-0.11811790693778279,0.006757217937342297,0.0688069694280875,-0.12820099155502884,0.0688069694280875,-0.14604029510861805,-2.1641148852241616,576.0
E_down10_then_0_typical_50,SIG216_1,216,NEW_ENTRY,300770.SZ,300770,新媒股份,2020-03-09,2020-03-10,20,-0.10365531773118941,-0.026391924590928317,0.0462777738291853,0.05776201062955422,-0.14187230575019572,0.1355358142942764,-0.14187230575019572,-2.034621739637186,1088.0
E_down10_then_0_typical_50,SIG219_1,219,NEW_ENTRY,600007.SH,600007,中国国贸,2020-03-09,2020-03-10,20,-0.04568735737566909,-0.09325883351857378,-0.07307699515491728,0.019903617306214594,-0.1062328724666387,0.019903617306214594,-0.1062328724666387,-2.0792868863881537,2856.0
E_down10_then_0_typical_50,SIG222_1,222,NEW_ENTRY,600201.SH,600201,生物股份,2020-03-09,2020-03-10,20,-0.07378335949764514,-0.08377336948765501,0.0370581799153229,0.029922458493887083,-0.12944198658484363,0.05370819656533943,-0.12944198658484363,-2.4920021749780545,447.0
E_down10_then_0_typical_50,SIG227_1,227,NEW_ENTRY,600529.SH,600529,山东药玻,2020-03-09,2020-03-10,20,-0.09766686279568237,-0.08449848533731086,-0.021350129798302198,0.07621557591599548,-0.1186165542067279,0.07621557591599548,-0.1186165542067279,-2.2046188953285983,1300.0
E_down10_then_0_typical_50,SIG234_1,234,NEW_ENTRY,600733.SH,600733,北汽蓝谷,2020-03-09,2020-03-10,20,-0.06593406593406581,-0.19580419580419572,-0.05094905094905078,0.04728604728604746,-0.19913419913419916,0.04728604728604746,-0.19913419913419916,-2.508254739807235,1288.0
E_down10_then_0_typical_50,SIG245_1,245,NEW_ENTRY,603039.SH,603039,泛微网络,2020-03-09,2020-03-10,20,-0.05220035588133731,-0.10467855253131308,0.020451940697339577,0.0777821360643447,-0.11872381197534565,0.0777821360643447,-0.11872381197534565,-2.075226288642515,2280.0
E_down10_then_0_typical_50,SIG247_1,247,NEW_ENTRY,603232.SH,603232,格尔软件,2020-03-09,2020-03-10,20,-0.031484946977904715,-0.039692701664532426,-0.08378006969556251,0.08014051676023537,-0.09667796991740629,0.08014051676023537,-0.19845412803159268,-2.0135374563681805,1474.0
E_down10_then_0_typical_50,SIG160_2,160,ADD_ON_1,603377.SH,603377,东方时尚,2020-03-09,2020-03-10,20,-0.06314730934188229,-0.021494719707823462,0.0016456078666537977,0.04792626301560787,-0.07769265810298231,0.04792626301560787,-0.10744450784159576,-2.337451885166049,
E_down10_then_0_typical_50,SIG249_1,249,NEW_ENTRY,603501.SH,603501,韦尔股份,2020-03-09,2020-03-10,20,-0.057525576826988,-0.12441750425896825,0.06859693119923849,0.07245979515103729,-0.13722933636576717,0.11379243943528317,-0.15010554953842947,-2.02316677230718,121.0
E_down10_then_0_typical_50,SIG252_1,252,NEW_ENTRY,603589.SH,603589,口子窖,2020-03-09,2020-03-10,20,-0.07598284068872296,-0.14438502673796794,-0.02803079273667497,0.04977375565610864,-0.18199447611212316,0.04977375565610864,-0.18199447611212316,-2.112776660559685,905.0
E_down10_then_0_typical_50,SIG255_1,255,NEW_ENTRY,603888.SH,603888,新华网,2020-03-09,2020-03-10,20,-0.09226575893242561,-0.08979908979908968,-0.04293237626570945,0.05367883145660923,-0.12967690745468508,0.05367883145660923,-0.12967690745468508,-2.109461097065204,757.0
E_down10_then_0_typical_50,SIG148_2,148,ADD_ON_1,688036.SH,688036,传音控股,2020-03-09,2020-03-10,20,-0.07173694155942667,-0.09380560268134219,-0.11626834703757771,0.12077271840585468,-0.1056280997109399,0.12077271840585468,-0.1820802471690045,-2.0774595043811583,
E_down10_then_0_typical_50,SIG263_1,263,NEW_ENTRY,688399.SH,688399,硕世生物,2020-03-09,2020-03-10,20,-0.02954528505189269,-0.09127662431627159,-0.09091979576561049,0.0535957672521552,-0.1399242500564084,0.0535957672521552,-0.15514893488461745,-2.0864145157028946,1457.0
E_down10_then_0_typical_50,SIG267_1,267,NEW_ENTRY,002605.SZ,002605,姚记科技,2020-03-11,2020-03-12,20,-0.11188503172059194,-0.0992221208048546,0.029118192530319886,0.008925983232252577,-0.1779375129837617,0.06436899859304801,-0.1779375129837617,-2.229062677520222,532.0
E_down10_then_0_typical_50,SIG216_2,216,ADD_ON_1,300770.SZ,300770,新媒股份,2020-03-11,2020-03-12,20,0.0020841329528700214,0.029897937114431894,0.10579551120624053,0.08755910187389593,-0.11769890100706315,0.1675237888383858,-0.11769890100706315,-2.1437597316259733,
E_down10_then_0_typical_50,SIG222_2,222,ADD_ON_1,600201.SH,600201,生物股份,2020-03-11,2020-03-12,20,-0.0788118509453779,0.016400145572859737,0.07101413342342222,0.03186605363673589,-0.11554338259708363,0.08406349335231766,-0.11554338259708363,-2.2000912056620763,
E_down10_then_0_typical_50,SIG271_1,271,NEW_ENTRY,603338.SH,603338,浙江鼎力,2020-03-11,2020-03-12,20,-0.09623087193180657,-0.08860609795189234,-0.005511622334052335,0.021875320940741405,-0.15193840427485295,0.021875320940741405,-0.15193840427485295,-2.0345139943385884,734.0
E_down10_then_0_typical_50,SIG272_1,272,NEW_ENTRY,603444.SH,603444,吉比特,2020-03-11,2020-03-12,20,-0.046824970560539136,0.03362734819884294,0.021066306093690423,0.05625777375025276,-0.12401501458095532,0.08823834107318729,-0.12401501458095532,-2.0068405292210016,570.0
E_down10_then_0_typical_50,SIG283_1,283,NEW_ENTRY,002082.SZ,002082,万邦德,2020-03-12,2020-03-13,20,-0.027288500972711516,0.007764165658902478,-0.04286746392009555,0.06715896189580395,-0.11394648236753502,0.06715896189580395,-0.11394648236753502,-2.1954311372242317,1993.0
E_down10_then_0_typical_50,SIG286_1,286,NEW_ENTRY,002191.SZ,002191,劲嘉股份,2020-03-12,2020-03-13,20,-0.0912313492958654,-0.03644742354419772,-0.03322483967645262,0.04519136777201305,-0.11701202023782664,0.04519136777201305,-0.11701202023782664,-2.025863029657825,1013.0
E_down10_then_0_typical_50,SIG291_1,291,NEW_ENTRY,002229.SZ,002229,鸿博股份,2020-03-12,2020-03-13,20,0.0645331345039799,-0.009736619066065155,0.09948360677223644,0.15336558485246532,-0.02138677648881737,0.15336558485246532,-0.10002533909239453,-2.0131055245948235,1079.0
E_down10_then_0_typical_50,SIG294_1,294,NEW_ENTRY,002399.SZ,002399,海普瑞,2020-03-12,2020-03-13,20,-0.06579654596453477,0.00925672554230661,0.041888582719194156,0.05820451130763771,-0.10681945212976474,0.08850552154331925,-0.10681945212976474,-2.3291266853095753,762.0
E_down10_then_0_typical_50,SIG297_1,297,NEW_ENTRY,002508.SZ,002508,老板电器,2020-03-12,2020-03-13,20,-0.10671339242767808,-0.05385619671333952,-0.0002942383894765088,0.020848639896258847,-0.1408943789896171,0.020848639896258847,-0.1408943789896171,-2.1361689473019068,870.0
E_down10_then_0_typical_50,SIG300_1,300,NEW_ENTRY,002619.SZ,002619,艾格拉斯,2020-03-12,2020-03-13,20,-0.05672017225802062,-0.04079983761258632,-0.020899419305793532,0.038801835614584945,-0.0885608415488891,0.10248317419632191,-0.1044811761943234,-2.154809625697613,2176.0
E_down10_then_0_typical_50,SIG307_1,307,NEW_ENTRY,002833.SZ,002833,弘亚数控,2020-03-12,2020-03-13,20,-0.057098978005912016,-0.033394762369188924,-0.034448283064154595,0.02718267759132509,-0.10292712823690942,0.02718267759132509,-0.10292712823690942,-2.3212112448177487,2649.0
E_down10_then_0_typical_50,SIG309_1,309,NEW_ENTRY,002878.SZ,002878,元隆雅图,2020-03-12,2020-03-13,20,-0.0479778707745071,-0.03677761043067784,-0.06166707786140968,0.11380366752524962,-0.09744568729308667,0.11380366752524962,-0.11362384112306245,-2.029629645939494,2154.0
E_down10_then_0_typical_50,SIG310_1,310,NEW_ENTRY,300035.SZ,300035,中科电气,2020-03-12,2020-03-13,20,0.0061265410766124795,-0.04802757869804941,-0.026650952471209077,0.07310663658737848,-0.09648126481222052,0.07310663658737848,-0.1107323489634473,-2.3427159234563733,1171.0
E_down10_then_0_typical_50,SIG311_1,311,NEW_ENTRY,300226.SZ,300226,上海钢联,2020-03-12,2020-03-13,20,-0.03234273795926468,-0.04046889198599968,-0.03711524111782316,0.04943474859549757,-0.0959331178827626,0.04943474859549757,-0.14933355862987863,-2.164776506321131,942.0
E_down10_then_0_typical_50,SIG314_1,314,NEW_ENTRY,300267.SZ,300267,尔康制药,2020-03-12,2020-03-13,20,-0.07801948618275123,0.008062232552028759,0.014858157715300857,0.07375617579699245,-0.10746849522359714,0.10547049322559543,-0.10746849522359714,-2.5909952125845717,1393.0
E_down10_then_0_typical_50,SIG317_1,317,NEW_ENTRY,300464.SZ,300464,星徽精密,2020-03-12,2020-03-13,20,-0.02845246356696718,0.024929269204078564,-0.1214891978250755,0.047807154677383945,-0.11920140927774492,0.06687205923847173,-0.13597852529150223,-2.4282567413532763,1950.0
E_down10_then_0_typical_50,SIG328_1,328,NEW_ENTRY,300785.SZ,300785,值得买,2020-03-12,2020-03-13,20,-0.06895059093480715,-0.08015071487450276,-0.03703962328539534,0.035667326535421484,-0.11763045923136095,0.044927764206231124,-0.15529791516262748,-2.137912017616245,2054.0
F_down10_then_5_typical_50,SIG66_1,66,NEW_ENTRY,002727.SZ,002727,一心堂,2020-02-28,2020-03-02,20,0.05447493682787807,-0.03813833225597918,0.1936298995122525,0.06387729917141693,-0.06916612798965727,0.2091437973790915,-0.12605042016806722,-2.47149327358349,1484.0
F_down10_then_5_typical_50,SIG69_1,69,NEW_ENTRY,002822.SZ,002822,中装建设,2020-02-28,2020-03-02,20,0.13114398828684526,0.025429596858168146,0.05397248254391118,0.1575725861440147,-0.07711336282764858,0.1575725861440147,-0.16908488337059768,-2.3188236468487267,1053.0
F_down10_then_5_typical_50,SIG111_1,111,NEW_ENTRY,600600.SH,600600,青岛啤酒,2020-02-28,2020-03-02,20,0.062317963726414405,0.008381290071431069,0.04238484520174679,0.07990600948347426,-0.03828565800396777,0.07990600948347426,-0.14639351259069566,-2.2081911250199235,399.0
F_down10_then_5_typical_50,SIG155_1,155,NEW_ENTRY,688012.SH,688012,中微公司,2020-03-02,2020-03-03,20,-0.15163624254533337,0.017164653528289886,-0.17167680804044438,0.07825507825507838,-0.1705264432537159,0.08842672479036118,-0.22889231980141067,-2.1133233014510617,195.0
F_down10_then_5_typical_50,SIG158_1,158,NEW_ENTRY,002261.SZ,002261,拓维信息,2020-03-04,2020-03-05,20,-0.07270227347821911,-0.06301264206210855,-0.15409517737354783,0.008690630417109713,-0.18703992418832371,0.10171109201177098,-0.18703992418832371,-2.223330495771836,221.0
F_down10_then_5_typical_50,SIG155_2,155,ADD_ON_1,688012.SH,688012,中微公司,2020-03-04,2020-03-05,20,-0.058039752046061155,0.02755288875162698,-0.1239044866805118,0.13306252107513972,-0.13651017751964112,0.13306252107513972,-0.19726960736424448,-2.01213460705512,
F_down10_then_5_typical_50,SIG216_1,216,NEW_ENTRY,300770.SZ,300770,新媒股份,2020-03-09,2020-03-10,20,-0.10365531773118941,-0.026391924590928317,0.0462777738291853,0.05776201062955422,-0.14187230575019572,0.1355358142942764,-0.14187230575019572,-2.034621739637186,1088.0
F_down10_then_5_typical_50,SIG222_1,222,NEW_ENTRY,600201.SH,600201,生物股份,2020-03-09,2020-03-10,20,-0.07378335949764514,-0.08377336948765501,0.0370581799153229,0.029922458493887083,-0.12944198658484363,0.05370819656533943,-0.12944198658484363,-2.4920021749780545,447.0
F_down10_then_5_typical_50,SIG249_1,249,NEW_ENTRY,603501.SH,603501,韦尔股份,2020-03-09,2020-03-10,20,-0.057525576826988,-0.12441750425896825,0.06859693119923849,0.07245979515103729,-0.13722933636576717,0.11379243943528317,-0.15010554953842947,-2.02316677230718,121.0
F_down10_then_5_typical_50,SIG267_1,267,NEW_ENTRY,002605.SZ,002605,姚记科技,2020-03-11,2020-03-12,20,-0.11188503172059194,-0.0992221208048546,0.029118192530319886,0.008925983232252577,-0.1779375129837617,0.06436899859304801,-0.1779375129837617,-2.229062677520222,532.0
F_down10_then_5_typical_50,SIG216_2,216,ADD_ON_1,300770.SZ,300770,新媒股份,2020-03-11,2020-03-12,20,0.0020841329528700214,0.029897937114431894,0.10579551120624053,0.08755910187389593,-0.11769890100706315,0.1675237888383858,-0.11769890100706315,-2.1437597316259733,
F_down10_then_5_typical_50,SIG222_2,222,ADD_ON_1,600201.SH,600201,生物股份,2020-03-11,2020-03-12,20,-0.0788118509453779,0.016400145572859737,0.07101413342342222,0.03186605363673589,-0.11554338259708363,0.08406349335231766,-0.11554338259708363,-2.2000912056620763,
F_down10_then_5_typical_50,SIG272_1,272,NEW_ENTRY,603444.SH,603444,吉比特,2020-03-11,2020-03-12,20,-0.046824970560539136,0.03362734819884294,0.021066306093690423,0.05625777375025276,-0.12401501458095532,0.08823834107318729,-0.12401501458095532,-2.0068405292210016,570.0
F_down10_then_5_typical_50,SIG291_1,291,NEW_ENTRY,002229.SZ,002229,鸿博股份,2020-03-12,2020-03-13,20,0.0645331345039799,-0.009736619066065155,0.09948360677223644,0.15336558485246532,-0.02138677648881737,0.15336558485246532,-0.10002533909239453,-2.0131055245948235,1079.0
F_down10_then_5_typical_50,SIG294_1,294,NEW_ENTRY,002399.SZ,002399,海普瑞,2020-03-12,2020-03-13,20,-0.06579654596453477,0.00925672554230661,0.041888582719194156,0.05820451130763771,-0.10681945212976474,0.08850552154331925,-0.10681945212976474,-2.3291266853095753,762.0
F_down10_then_5_typical_50,SIG300_1,300,NEW_ENTRY,002619.SZ,002619,艾格拉斯,2020-03-12,2020-03-13,20,-0.05672017225802062,-0.04079983761258632,-0.020899419305793532,0.038801835614584945,-0.0885608415488891,0.10248317419632191,-0.1044811761943234,-2.154809625697613,2176.0
F_down10_then_5_typical_50,SIG314_1,314,NEW_ENTRY,300267.SZ,300267,尔康制药,2020-03-12,2020-03-13,20,-0.07801948618275123,0.008062232552028759,0.014858157715300857,0.07375617579699245,-0.10746849522359714,0.10547049322559543,-0.10746849522359714,-2.5909952125845717,1393.0
F_down10_then_5_typical_50,SIG317_1,317,NEW_ENTRY,300464.SZ,300464,星徽精密,2020-03-12,2020-03-13,20,-0.02845246356696718,0.024929269204078564,-0.1214891978250755,0.047807154677383945,-0.11920140927774492,0.06687205923847173,-0.13597852529150223,-2.4282567413532763,1950.0
F_down10_then_5_typical_50,SIG346_1,346,NEW_ENTRY,600812.SH,600812,华北制药,2020-03-12,2020-03-13,20,-0.13913247246580562,-0.06019906019905996,0.38750138750138774,0.06436773103439797,-0.16626583293249952,0.5293348626681964,-0.16626583293249952,-2.2617546136645106,654.0
F_down10_then_5_typical_50,SIG357_1,357,NEW_ENTRY,603259.SH,603259,药明康德,2020-03-12,2020-03-13,20,-0.0815435857870137,0.0035503722111049907,0.03549937952753113,0.050284842460375456,-0.11700801785670345,0.06930949406627307,-0.11700801785670345,-2.498737069286498,60.0
F_down10_then_5_typical_50,SIG376_1,376,NEW_ENTRY,000038.SZ,000038,深大通,2020-03-13,2020-03-16,20,-0.023901862329809953,-0.06752636010277924,0.03826304699667138,0.0524410087728866,-0.12096636987466669,0.13423694209720427,-0.12096636987466669,-2.0575250839179864,2483.0
F_down10_then_5_typical_50,SIG387_1,387,NEW_ENTRY,000590.SZ,000590,启迪古汉,2020-03-13,2020-03-16,20,-0.039795156300010626,0.017429172768978596,0.05428552030493772,0.08144282901564459,-0.10283890866415135,0.08144282901564459,-0.10283890866415135,-2.0274072762231636,2378.0
F_down10_then_5_typical_50,SIG392_1,392,NEW_ENTRY,000622.SZ,000622,恒立实业,2020-03-13,2020-03-16,20,-0.06194023841082663,-0.07282260223436687,-0.009704892057833092,0.007706890059831384,-0.1054696937049876,0.07735401853048929,-0.11417558476381984,-2.1660459734933695,2364.0
F_down10_then_5_typical_50,SIG408_1,408,NEW_ENTRY,000963.SZ,000963,华东医药,2020-03-13,2020-03-16,20,-0.12290562052844123,-0.08385328353632626,0.013249824660284348,0.01958263606441113,-0.15456967754907525,0.06760645587903924,-0.15456967754907525,-2.42732877824423,630.0
F_down10_then_5_typical_50,SIG165_2,165,ADD_ON_1,002019.SZ,002019,亿帆医药,2020-03-13,2020-03-16,20,-0.055857437360327444,-0.05816726625975188,0.04404266253977229,0.012859972397544661,-0.12341993266848761,0.07291552378257582,-0.12341993266848761,-2.1910291237079575,
F_down10_then_5_typical_50,SIG412_1,412,NEW_ENTRY,002047.SZ,002047,宝鹰股份,2020-03-13,2020-03-16,20,-0.0914258155637464,0.037755348100176,0.05928554204416292,0.04852044507216946,-0.1387922422405179,0.10665196872093441,-0.1387922422405179,-2.443489107118892,1823.0
F_down10_then_5_typical_50,SIG421_1,421,NEW_ENTRY,002237.SZ,002237,恒邦股份,2020-03-13,2020-03-16,20,-0.021613307327593145,0.0584653441796299,0.17580831866546154,0.10524396238681955,-0.12309912309912308,0.24082266939409802,-0.12309912309912308,-2.22861189759573,404.0
F_down10_then_5_typical_50,SIG424_1,424,NEW_ENTRY,002258.SZ,002258,利尔化学,2020-03-13,2020-03-16,20,-0.07156860799244902,0.012967900385118858,0.11294151029250377,0.025464601623542027,-0.12302561309183835,0.1357296125508045,-0.12302561309183835,-2.1389714193371785,1741.0
F_down10_then_5_typical_50,SIG428_1,428,NEW_ENTRY,002330.SZ,002330,得利斯,2020-03-13,2020-03-16,20,-0.03539340159058457,-0.029139874210296624,0.10374758262082207,0.011508053761575043,-0.10261882092867991,0.13345183767718982,-0.10261882092867991,-2.1012359678256,2405.0
F_down10_then_5_typical_50,SIG429_1,429,NEW_ENTRY,002370.SZ,002370,亚太药业,2020-03-13,2020-03-16,20,-0.09197331877744241,-0.10742178783415879,0.059078378666007625,0.04019691648557644,-0.1486177053187362,0.07281035116086665,-0.196679609050743,-2.090582820239776,1845.0
F_down10_then_5_typical_50,SIG59_2,59,ADD_ON_1,002422.SZ,002422,科伦药业,2020-03-13,2020-03-16,20,-0.035831671814935406,-0.008429970773066953,0.044980124478032346,0.01804285904704317,-0.10271039978152952,0.09328142800946138,-0.10271039978152952,-2.4934430558785325,
F_down10_then_5_typical_50,SIG441_1,441,NEW_ENTRY,002537.SZ,002537,海联金汇,2020-03-13,2020-03-16,20,-0.10650405699910637,-0.14112290349914103,0.1061545715011063,0.043510944501043536,-0.1806872994991806,0.22814479250122832,-0.2169546624992169,-2.0248554472977083,1657.0
F_down10_then_5_typical_50,SIG447_1,447,NEW_ENTRY,002592.SZ,002592,八菱科技,2020-03-13,2020-03-16,20,-0.0860000420229865,-0.0936405850363784,0.023832763794523038,0.0075966098910651425,-0.15954026852688408,0.14035104474875038,-0.15954026852688408,-2.0756972967771805,2752.0
F_down10_then_5_typical_50,SIG267_2,267,ADD_ON_1,002605.SZ,002605,姚记科技,2020-03-13,2020-03-16,20,-0.055600997348569825,-0.062426246892265946,-0.043028169241761116,0.02666122083597844,-0.13714476821272914,0.11718558320500105,-0.13714476821272914,-2.037305257911641,
F_down10_then_5_typical_50,SIG455_1,455,NEW_ENTRY,002751.SZ,002751,易尚展示,2020-03-13,2020-03-16,20,-0.053751528999053666,-0.03767849312403748,-0.07270946874907258,0.02620152125102626,-0.10980108999910965,0.05175352700105185,-0.10980108999910965,-2.1396669855677812,1626.0
F_down10_then_5_typical_50,SIG469_1,469,NEW_ENTRY,002951.SZ,002951,金时科技,2020-03-13,2020-03-16,20,-0.06661271761078569,-0.060823272027393016,0.01765587921415368,0.011866433630761009,-0.1438053253893561,0.10192447603909294,-0.1438053253893561,-2.112323908571087,3212.0
F_down10_then_5_typical_50,SIG472_1,472,NEW_ENTRY,300008.SZ,300008,天海防务,2020-03-13,2020-03-16,20,-0.065328610783156,-0.08046498955589843,0.13901250264886644,0.014137377773741688,-0.11452184179456903,0.21091030181939296,-0.11452184179456903,-2.008856211009725,2768.0
F_down10_then_5_typical_50,SIG474_1,474,NEW_ENTRY,300039.SZ,300039,上海凯宝,2020-03-13,2020-03-16,20,-0.05965594038988531,0.031995527408371416,-0.028494441338478005,0.09248549615522084,-0.1036486449330486,0.09248549615522084,-0.1036486449330486,-2.265478686715248,1629.0
F_down10_then_5_typical_50,SIG477_1,477,NEW_ENTRY,300085.SZ,300085,银之杰,2020-03-13,2020-03-16,20,-0.062242964681988866,-0.0885844544381128,-0.062242964681988866,0.004269296952224,-0.11756009316984906,0.13729382022064973,-0.143901582925973,-2.187718970930615,927.0
