case_type,signal_id,position_episode_id,role,ts_code,stock_code,stock_name,signal_date,entry_date,available_future_days,D5_close_ret,D10_close_ret,D20_close_ret,D10_MFE,D10_MAE,D20_MFE,D20_MAE,BB_z,turnover_rank
A_D20_worst_50,SIG42_3,42,ADD_ON_2,000673.SZ,000673,当代东方,2020-04-24,2020-04-27,20,-0.22877122877122869,-0.40459540459540444,-0.5164835164835164,-0.0009990009990008542,-0.40459540459540444,-0.0009990009990008542,-0.5404595404595405,-2.0981833309860995,
A_D20_worst_50,SIG2074_1,2074,NEW_ENTRY,600175.SH,600175,美都能源,2020-04-13,2020-04-14,20,-0.14371342942771492,-0.26264211978497676,-0.516356659213802,0.014858157715300635,-0.3022850165707307,0.014858157715300635,-0.516356659213802,-2.06029368755411,2155.0
A_D20_worst_50,SIG55874_1,55874,NEW_ENTRY,600836.SH,600836,上海易连,2024-04-17,2024-04-18,20,-0.12257055114197957,-0.254713540427826,-0.513713799428085,0.020143877286734613,-0.254713540427826,0.020143877286734613,-0.513713799428085,-2.355077666501539,1114.0
A_D20_worst_50,SIG50613_2,50613,ADD_ON_1,688233.SH,688233,神工股份,2024-01-08,2024-01-09,20,-0.05747518812845431,-0.152857193058198,-0.512736007710882,-0.0009990009990008542,-0.16477994367441584,-0.0009990009990008542,-0.5146185472818638,-2.10455405600902,
A_D20_worst_50,SIG50401_2,50401,ADD_ON_1,300868.SZ,300868,杰美特,2024-01-10,2024-01-11,20,-0.022285940026276818,-0.14357198797238424,-0.5113904925599673,0.03711947121263304,-0.17822514452841487,0.03711947121263304,-0.5232715748077491,-2.2042322989221184,
A_D20_worst_50,SIG56753_2,56753,ADD_ON_1,688032.SH,688032,禾迈股份,2024-06-05,2024-06-06,20,-0.05890405890405903,-0.4332056832056832,-0.5112757612757612,0.010563510563510459,-0.43778443778443776,0.010563510563510459,-0.5135420135420135,-2.650311581771218,
A_D20_worst_50,SIG55948_1,55948,NEW_ENTRY,603688.SH,603688,石英股份,2024-04-23,2024-04-24,20,-0.05404864882305305,-0.10770250675899629,-0.5098647572338149,0.05966369423488094,-0.14866795234522334,0.05966369423488094,-0.5101064412785714,-2.0163508686380243,263.0
A_D20_worst_50,SIG9180_1,9180,NEW_ENTRY,300530.SZ,300530,达志科技,2021-01-08,2021-01-11,20,-0.07881858483505078,-0.10096236885343901,-0.5071426357050168,0.05815653630726492,-0.12690223013212232,0.05815653630726492,-0.510938712965312,-2.105941004844671,2658.0
A_D20_worst_50,SIG38425_1,38425,NEW_ENTRY,000615.SZ,000615,奥园美谷,2023-04-11,2023-04-12,20,-0.14484249927287896,-0.3076543709455102,-0.5036608960659593,0.008485185700375597,-0.3613980955753108,0.008485185700375597,-0.5036608960659593,-2.0690009438803165,1958.0
A_D20_worst_50,SIG35482_3,35482,ADD_ON_2,300700.SZ,300700,岱勒新材,2023-03-16,2023-03-17,20,-0.02992878963304091,0.036548171483476555,-0.5008072642083732,0.0940999850426838,-0.07517005483733741,0.0940999850426838,-0.5303525802601587,-2.58358407494805,
B_D20_best_50,SIG60764_2,60764,ADD_ON_1,300489.SZ,300489,光智科技,2024-09-06,2024-09-09,20,0.015874050236310167,0.20845956606003213,3.7500548374165152,0.20845956606003213,-0.007980953234301924,3.7500548374165152,-0.007980953234301924,-2.039744687160698,
B_D20_best_50,SIG42658_3,42658,ADD_ON_2,002855.SZ,002855,捷荣技术,2023-08-25,2023-08-28,20,0.37220880254935973,1.166048605677089,2.7052730551182558,1.166048605677089,-0.04842319703000819,2.7052730551182558,-0.04842319703000819,-2.1578697605214305,
B_D20_best_50,SIG50495_2,50495,ADD_ON_1,603960.SH,603960,克来机电,2024-01-22,2024-01-23,20,0.08856660580798548,0.3624306727755009,2.5335354300871558,0.3624306727755009,-0.02683523373178498,2.5335354300871558,-0.02683523373178498,-2.3930411351184793,
B_D20_best_50,SIG24009_1,24009,NEW_ENTRY,000736.SZ,000736,中交地产,2022-03-16,2022-03-17,20,0.23801699732931825,0.8391350769574264,2.495072262980573,0.8391350769574264,-0.0410735396408749,2.495072262980573,-0.0410735396408749,-2.0927063395008125,3521.0
B_D20_best_50,SIG25183_2,25183,ADD_ON_1,000957.SZ,000957,中通客车,2022-04-27,2022-04-28,20,0.03770321687997247,0.2699165241538124,2.301782962799912,0.2699165241538124,-0.051795661965153506,2.301782962799912,-0.051795661965153506,-2.1129243150943187,
B_D20_best_50,SIG53155_5,53155,ADD_ON_4,300175.SZ,300175,朗源股份,2024-04-17,2024-04-18,20,0.17098091781636082,0.6692168590902767,2.209448779069032,0.6692168590902767,-0.049052213609175666,2.51547186990225,-0.049052213609175666,-2.1449303313954027,
B_D20_best_50,SIG34377_1,34377,NEW_ENTRY,302132.SZ,302132,中航电测,2022-12-21,2022-12-22,20,0.009859705511879646,0.05625599696745964,2.1203973891720933,0.05823030724216527,-0.026665034570172774,2.1203973891720933,-0.026665034570172774,-2.021734760207727,2761.0
B_D20_best_50,SIG53155_4,53155,ADD_ON_3,300175.SZ,300175,朗源股份,2024-04-15,2024-04-16,20,0.10920254805146912,0.2673178140804042,2.1167872894491606,0.29846173011640653,-0.1758840679703988,2.147931205485163,-0.1758840679703988,-2.5971812211296195,
B_D20_best_50,SIG21914_1,21914,NEW_ENTRY,300249.SZ,300249,依米康,2022-01-27,2022-01-28,20,0.25142851023402324,0.24683891912069567,2.0061821792296524,0.3860565162249696,-0.013237910634541494,2.0291301347962913,-0.013237910634541494,-2.3848863479486027,518.0
B_D20_best_50,SIG48728_2,48728,ADD_ON_1,000017.SZ,000017,深中华A,2023-12-25,2023-12-26,20,0.04131162954692358,0.1564905682552742,2.001704178174766,0.1564905682552742,-0.024504906857847897,2.001704178174766,-0.024504906857847897,-2.430390116113224,
B_D20_best_50,SIG24257_1,24257,NEW_ENTRY,000756.SZ,000756,新华制药,2022-04-11,2022-04-12,20,0.04708768968696764,0.12763289658596522,1.9248729609740436,0.34642733920712243,-0.029851015410582216,1.9248729609740436,-0.029851015410582216,-2.080277387194231,2315.0
B_D20_best_50,SIG11699_1,11699,NEW_ENTRY,002622.SZ,002622,融钰集团,2021-04-28,2021-04-29,20,0.04726191682713443,0.385088341610081,1.9053072531333406,0.385088341610081,-0.029955551694682114,1.9053072531333406,-0.029955551694682114,-2.3328859311105425,2560.0
B_D20_best_50,SIG59989_2,59989,ADD_ON_1,300085.SZ,300085,银之杰,2024-08-27,2024-08-28,20,0.07907359815756765,0.10068048999346724,1.8953235060105293,0.16295917822635397,-0.016250924647871146,1.8953235060105293,-0.016250924647871146,-2.0114974693853513,
B_D20_best_50,SIG39765_1,39765,NEW_ENTRY,301368.SZ,301368,丰立智能,2023-04-25,2023-04-26,20,0.005690737833595083,-0.052286998715569966,1.8904131582703019,0.05430284001712593,-0.05585485942628776,2.232927786499215,-0.06343656343656323,-2.352124672330139,1801.0
B_D20_best_50,SIG2367_2,2367,ADD_ON_1,000698.SZ,000698,ST沈化,2020-06-29,2020-06-30,20,0.3341707152782072,1.1509435190216952,1.8538237007292384,1.1509435190216952,-0.004253075914313564,1.8538237007292384,-0.004253075914313564,-2.090052625631496,
B_D20_best_50,SIG51702_3,51702,ADD_ON_2,301318.SZ,301318,维海德,2024-02-05,2024-02-06,20,0.6102495886862465,2.274353678666347,1.8381322181861268,2.392833581512827,-0.10763091356083265,2.392833581512827,-0.10763091356083265,-2.096851446841293,
B_D20_best_50,SIG50580_5,50580,ADD_ON_4,300757.SZ,300757,罗博特科,2024-02-02,2024-02-05,20,0.21340425522935047,0.4307618870356513,1.7285768730635658,0.4921706936916064,-0.16370068461323195,1.8551929692614109,-0.16370068461323195,-2.109176915265349,
B_D20_best_50,SIG39336_2,39336,ADD_ON_1,605011.SH,605011,杭州热电,2023-04-25,2023-04-26,20,0.06484585577427548,0.18591543113159004,1.7251274593585015,0.18591543113159004,-0.005247056274696016,1.8801814769213783,-0.005247056274696016,-2.784808964978345,
B_D20_best_50,SIG12153_1,12153,NEW_ENTRY,600753.SH,600753,ST海钦,2021-05-07,2021-05-10,20,0.25319125319125324,1.0185370185370188,1.7084027084027085,1.0185370185370188,-0.0526140526140525,1.9970029970029977,-0.0526140526140525,-2.4393620501540236,1323.0
B_D20_best_50,SIG60764_1,60764,NEW_ENTRY,300489.SZ,300489,光智科技,2024-09-03,2024-09-04,20,0.00014076055148515287,0.1522989275413691,1.6921167822479863,0.1654061853719584,-0.03804125138979675,1.6921167822479863,-0.03804125138979675,-2.676796350455924,2140.0
B_D20_best_50,SIG25183_1,25183,NEW_ENTRY,000957.SZ,000957,中通客车,2022-04-25,2022-04-26,20,0.022506904859846077,0.020156314273961362,1.6514661808779456,0.05306458247634738,-0.09502262443438914,1.6514661808779456,-0.09502262443438914,-2.870679913706545,3044.0
B_D20_best_50,SIG49864_2,49864,ADD_ON_1,603099.SH,603099,长白山,2023-12-22,2023-12-25,20,0.03492634612966561,0.6663834091219984,1.6453491183781637,0.6663834091219984,-0.028633883405667637,1.7945774833741641,-0.028633883405667637,-2.483756902933822,
B_D20_best_50,SIG52645_4,52645,ADD_ON_3,300781.SZ,300781,因赛集团,2024-02-07,2024-02-08,20,1.016575721755005,1.4154685509267186,1.6224329013173637,1.6467556348034438,-0.06600703413452402,1.8546044482299466,-0.06600703413452402,-2.174981433506005,
B_D20_best_50,SIG60639_2,60639,ADD_ON_1,688502.SH,688502,茂莱光学,2024-09-23,2024-09-24,20,0.4656247707095167,0.711565270887305,1.6174390581170246,1.1636555534860622,-0.004949852407479471,2.0647318782912008,-0.004949852407479471,-2.322040450704982,
B_D20_best_50,SIG60737_1,60737,NEW_ENTRY,300803.SZ,300803,指南针,2024-09-02,2024-09-03,20,0.04441013531922633,0.030070408060838716,1.6023617530794567,0.10535397616737341,-0.0036876998599485455,2.295747314886071,-0.0036876998599485455,-2.0540169794395298,449.0
B_D20_best_50,SIG42658_2,42658,ADD_ON_1,002855.SZ,002855,捷荣技术,2023-08-16,2023-08-17,20,-0.002050580997949303,0.156737998843262,1.5521846574478153,0.156737998843262,-0.05147484094852517,1.5521846574478153,-0.05147484094852517,-2.393859076196065,
B_D20_best_50,SIG49348_3,49348,ADD_ON_2,000628.SZ,000628,高新发展,2024-02-05,2024-02-06,20,0.4153511159499188,1.082647891031125,1.5495462621211127,1.082647891031125,-0.04077957970173518,1.736784173909923,-0.04077957970173518,-2.0166925915340626,
B_D20_best_50,SIG25592_2,25592,ADD_ON_1,000151.SZ,000151,中成股份,2022-04-28,2022-04-29,20,0.08368642851401487,0.10521662245800179,1.5405628853904716,0.16119512671236813,-0.0009990009990009652,1.5405628853904716,-0.0009990009990009652,-2.4149933198945464,
B_D20_best_50,SIG50580_4,50580,ADD_ON_3,300757.SZ,300757,罗博特科,2024-01-31,2024-02-01,20,-0.10045438171702836,0.3032293485551276,1.5229727779302853,0.39480107104550655,-0.19889903702125467,1.5955428626412034,-0.19889903702125467,-2.422965546616043,
B_D20_best_50,SIG2597_1,2597,NEW_ENTRY,600834.SH,600834,申通地铁,2020-04-28,2020-04-29,20,0.03503054322726484,0.03339283667152526,1.5155172696156307,0.06942238089779096,-0.002636707554740214,1.584300944956683,-0.002636707554740214,-2.073292993104579,3533.0
B_D20_best_50,SIG17249_1,17249,NEW_ENTRY,605286.SH,605286,同力日升,2021-09-29,2021-09-30,20,0.5752346535159956,0.8998070793244428,1.504852416565189,1.1732240684565585,-0.0027629815740467523,1.6359749726436013,-0.0027629815740467523,-2.538373173893896,3383.0
B_D20_best_50,SIG49864_1,49864,NEW_ENTRY,603099.SH,603099,长白山,2023-12-20,2023-12-21,20,-0.028805546117155134,0.3523475845268107,1.4958069764587072,0.3523475845268107,-0.04643896497256983,1.7433530488520308,-0.04643896497256983,-2.1782198108844395,1733.0
B_D20_best_50,SIG52553_4,52553,ADD_ON_3,300411.SZ,300411,金盾股份,2024-02-06,2024-02-07,20,0.12417702779148576,0.19639396747830484,1.4818554939036872,0.372121854049565,-0.11413887317501759,1.859790811598041,-0.11413887317501759,-2.100709306283815,
B_D20_best_50,SIG60781_2,60781,ADD_ON_1,300757.SZ,300757,罗博特科,2024-09-06,2024-09-09,20,0.1382943297836916,0.20149354191907398,1.4712875776705565,0.21169610531312677,-0.035574354723290846,1.6909260951814145,-0.035574354723290846,-2.56950748146696,
B_D20_best_50,SIG18746_1,18746,NEW_ENTRY,002349.SZ,002349,精华制药,2021-12-07,2021-12-08,20,0.017098843185799906,0.08587065108804248,1.4703557312252968,0.0894902199250025,-0.004618569835960984,1.4703557312252968,-0.004618569835960984,-2.000012815213966,3148.0
B_D20_best_50,SIG7864_1,7864,NEW_ENTRY,001896.SZ,001896,豫能控股,2020-12-11,2020-12-14,20,0.5487158344301206,1.4975024975024978,1.460502460502461,1.4975024975024978,-0.0009990009990008542,1.9415029415029421,-0.0009990009990008542,-2.0620769246860977,3037.0
B_D20_best_50,SIG47192_1,47192,NEW_ENTRY,002584.SZ,002584,西陇科学,2023-10-23,2023-10-24,20,0.13848415735208208,0.140369064897367,1.4579194390515147,0.2044559214370536,-0.0009990009990008542,1.4579194390515147,-0.0009990009990008542,-2.035830227702615,2771.0
B_D20_best_50,SIG14227_1,14227,NEW_ENTRY,000829.SZ,000829,天音控股,2021-07-22,2021-07-23,20,0.03659781079135915,0.6112919338725791,1.4411072798169573,0.6515742322193938,-0.047995015736951196,1.4934742676678163,-0.047995015736951196,-2.0221133501260584,1237.0
B_D20_best_50,SIG61005_1,61005,NEW_ENTRY,300284.SZ,300284,苏交科,2024-09-13,2024-09-18,20,0.06975655036363304,0.6661247689915484,1.4393818660260487,0.6661247689915484,-0.017845560847246977,1.7948442788240433,-0.017845560847246977,-2.8142203593021993,421.0
B_D20_best_50,SIG50007_4,50007,ADD_ON_3,300290.SZ,300290,荣科科技,2024-02-05,2024-02-06,20,0.2119028512471135,0.8123952550182056,1.4265352134204594,0.8642559626166184,-0.044671175818716824,1.7404289699371662,-0.044671175818716824,-2.5715892221224848,
B_D20_best_50,SIG14719_1,14719,NEW_ENTRY,300809.SZ,300809,华辰装备,2021-07-27,2021-07-28,20,0.4021357304939397,0.2756729174639625,1.4160471921665954,0.4071058847178253,-0.03523784120799034,1.4160471921665954,-0.03523784120799034,-2.0546136377982,3440.0
B_D20_best_50,SIG28047_5,28047,ADD_ON_4,002907.SZ,002907,华森制药,2022-09-26,2022-09-27,20,0.13962819630095735,0.30217132045285666,1.4125782809512253,0.30217132045285666,-0.005564819093154982,1.4363205350408284,-0.005564819093154982,-2.275764762496424,
B_D20_best_50,SIG24670_1,24670,NEW_ENTRY,000722.SZ,000722,湖南发展,2022-04-18,2022-04-19,20,0.272801272801273,1.0498020498020502,1.3988357321690659,1.0498020498020502,-0.0441657108323773,2.178303178303179,-0.0441657108323773,-2.6752854227126224,752.0
B_D20_best_50,SIG2303_2,2303,ADD_ON_1,300521.SZ,300521,爱司凯,2020-04-29,2020-04-30,20,0.4974179833182004,1.4108212828386364,1.3880674639893726,1.4108212828386364,-0.009667122465387035,1.8593965687241178,-0.009667122465387035,-2.2306750959092354,
B_D20_best_50,SIG51747_4,51747,ADD_ON_3,603261.SH,603261,立航科技,2024-02-06,2024-02-07,20,0.13663426356924835,0.1778726949005589,1.3629621152840974,0.33509421435118036,-0.10821892246040832,1.3629621152840974,-0.10821892246040832,-2.043774973045527,
B_D20_best_50,SIG61160_1,61160,NEW_ENTRY,002134.SZ,002134,天津普林,2024-09-18,2024-09-19,20,0.1313822789232626,0.4957719875752664,1.351473662949073,0.5421736733212146,-0.009187533777697654,1.351473662949073,-0.009187533777697654,-2.151352226365812,3072.0
B_D20_best_50,SIG50459_4,50459,ADD_ON_3,600818.SH,600818,ST中路,2024-02-06,2024-02-07,20,0.2165050139733684,0.6186345300269351,1.326787136913719,0.6565712768244414,-0.05790412119526034,1.870547174344643,-0.05790412119526034,-2.3743777494750606,
B_D20_best_50,SIG11298_3,11298,ADD_ON_2,300530.SZ,300530,*ST达志,2021-05-06,2021-05-07,20,0.7058327685030683,0.6967591899472008,1.3210213945908764,0.7974759119173287,-0.019146158110735723,1.4498662100841937,-0.019146158110735723,-2.5026646905874848,
