horizon,horizon_day,threshold,count,total_N,pct
D5,5,-0.06,40418,157469,25.66727419365081
D5,5,-0.08,24812,157469,15.75675212264001
D5,5,-0.1,15205,157469,9.655868774171424
D5,5,-0.12,9648,157469,6.126920219217751
D5,5,-0.15,5451,157469,3.4616337183826658
D5,5,-0.2,2739,157469,1.739389975169716
D5,5,-0.25,1526,157469,0.9690796283712986
D5,5,-0.3,777,157469,0.4934304529780465
D5,5,-0.4,56,157469,0.035562555169588936
D6,6,-0.01,133242,157469,84.61474956975658
D6,6,-0.02,111150,157469,70.58532155535376
D6,6,-0.03,91245,157469,57.944738329448974
D6,6,-0.04,72984,157469,46.348170116022835
D6,6,-0.05,57940,157469,36.79454368796398
D6,6,-0.06,45814,157469,29.09398040249192
D6,6,-0.08,28794,157469,18.285503813448997
D6,6,-0.1,18115,157469,11.503851551733991
D6,6,-0.12,11666,157469,7.408442296579009
D6,6,-0.15,6458,157469,4.101124665807238
D6,6,-0.2,3001,157469,1.9057719297131497
D6,6,-0.25,1672,157469,1.061796290063441
D6,6,-0.3,942,157469,0.5982129816027282
D6,6,-0.4,134,157469,0.0850961141558021
D7,7,-0.01,134789,157469,85.59716515631648
D7,7,-0.02,114177,157469,72.50760467139564
D7,7,-0.03,95408,157469,60.588433278931085
D7,7,-0.04,77824,157469,49.421790955680166
D7,7,-0.05,62760,157469,39.85546361506074
D7,7,-0.06,50433,157469,32.02725615835498
D7,7,-0.08,32623,157469,20.717093523169638
D7,7,-0.1,21053,157469,13.369615606881355
D7,7,-0.12,13796,157469,8.761089484279445
D7,7,-0.15,7739,157469,4.914618115311585
D7,7,-0.2,3473,157469,2.205513466142542
D7,7,-0.25,1805,157469,1.1462573585912148
D7,7,-0.3,1008,157469,0.6401259930526008
D7,7,-0.4,159,157469,0.10097225485651143
D8,8,-0.01,136138,157469,86.45384170852675
D8,8,-0.02,116786,157469,74.16443871492166
D8,8,-0.03,98864,157469,62.78315096939715
D8,8,-0.04,81963,157469,52.05024481008961
D8,8,-0.05,67079,157469,42.59822568251529
D8,8,-0.06,54633,157469,34.694447796074144
D8,8,-0.08,36219,157469,23.00071760155967
D8,8,-0.1,24109,157469,15.310315046136063
D8,8,-0.12,16487,157469,10.4699972693038
D8,8,-0.15,9729,157469,6.178358915088049
D8,8,-0.2,4282,157469,2.719265379217497
D8,8,-0.25,2145,157469,1.362172872120862
D8,8,-0.3,1158,157469,0.7353828372568568
D8,8,-0.4,176,157469,0.1117680305329938
D9,9,-0.01,137264,157469,87.16890308568671
D9,9,-0.02,119101,157469,75.63456934380736
D9,9,-0.03,102028,157469,64.79243533647893
D9,9,-0.04,85715,157469,54.43293600645206
D9,9,-0.05,70982,157469,45.07680876871003
D9,9,-0.06,58556,157469,37.18573179482946
D9,9,-0.08,39508,157469,25.089382672144993
D9,9,-0.1,26875,157469,17.066851253262545
D9,9,-0.12,18907,157469,12.006807689132463
D9,9,-0.15,11888,157469,7.549422426001308
D9,9,-0.2,5795,157469,3.6800894144244265
D9,9,-0.25,2787,157469,1.769872165315078
D9,9,-0.3,1502,157469,0.9538385332986175
D9,9,-0.4,242,157469,0.15368104198286647
D10,10,-0.01,138312,157469,87.83443090386044
D10,10,-0.02,121294,157469,77.02722440607359
D10,10,-0.03,105144,157469,66.77123751341534
D10,10,-0.04,89349,157469,56.74069181870718
D10,10,-0.05,74922,157469,47.57888854314182
D10,10,-0.06,62386,157469,39.61795655017813
D10,10,-0.08,43072,157469,27.352685290438117
D10,10,-0.1,29872,157469,18.970083000463582
D10,10,-0.12,21712,157469,13.788110675752051
D10,10,-0.15,14232,157469,9.037969378099817
D10,10,-0.2,7677,157469,4.875245286373826
D10,10,-0.25,4257,157469,2.7033892385167873
D10,10,-0.3,2215,157469,1.406626066082848
D10,10,-0.4,355,157469,0.2254411979500727
D11,11,-0.01,139405,157469,88.52853577529545
D11,11,-0.02,123292,157469,78.29604557087426
D11,11,-0.03,107807,157469,68.46236402085489
D11,11,-0.04,92549,157469,58.772837828397975
D11,11,-0.05,78364,157469,49.76471559481549
D11,11,-0.06,65913,157469,41.85776248023421
D11,11,-0.08,46222,157469,29.353079018727495
D11,11,-0.1,32461,157469,20.614216131429046
D11,11,-0.12,23790,157469,15.107735490795013
D11,11,-0.15,15807,157469,10.038166242244504
D11,11,-0.2,8965,157469,5.693184055274371
D11,11,-0.25,5464,157469,3.469889311547034
D11,11,-0.3,3203,157469,2.0340511465748814
D11,11,-0.4,594,157469,0.37721710304885403
D12,12,-0.01,140313,157469,89.10515720554521
D12,12,-0.02,124916,157469,79.32735967079235
D12,12,-0.03,110051,157469,69.88740641015056
D12,12,-0.04,95279,157469,60.50651239291543
D12,12,-0.05,81369,157469,51.67302770704075
D12,12,-0.06,68972,157469,43.800367056373005
D12,12,-0.08,49071,157469,31.16232401298033
D12,12,-0.1,34731,157469,22.05576970705345
D12,12,-0.12,25579,157469,16.243832119337775
D12,12,-0.15,17200,157469,10.92278480208803
D12,12,-0.2,10085,157469,6.40443515866615
D12,12,-0.25,6340,157469,4.02618928169989
D12,12,-0.3,3878,157469,2.4627069454940336
D12,12,-0.4,934,157469,0.5931326165785011
D13,13,-0.01,140860,157469,89.45252716407673
D13,13,-0.02,125969,157469,79.99606271710621
D13,13,-0.03,111447,157469,70.77393010687818
D13,13,-0.04,97037,157469,61.62292260698932
D13,13,-0.05,83391,157469,52.957089966914126
D13,13,-0.06,71140,157469,45.177145977938515
D13,13,-0.08,51134,157469,32.47242314360287
D13,13,-0.1,36474,157469,23.162654236706906
D13,13,-0.12,26945,157469,17.111304447224533
D13,13,-0.15,18131,157469,11.514012281782446
D13,13,-0.2,10654,157469,6.765776121014295
D13,13,-0.25,6919,157469,4.393880700328318
D13,13,-0.3,4467,157469,2.836748820402746
D13,13,-0.4,1305,157469,0.8287345445770278
D14,14,-0.01,141405,157469,89.79862703135221
D14,14,-0.02,126993,157469,80.64634944020727
D14,14,-0.03,112849,157469,71.66426407737396
D14,14,-0.04,98794,157469,62.73869777543517
D14,14,-0.05,85346,157469,54.1986041697096
D14,14,-0.06,73207,157469,46.48978529107317
D14,14,-0.08,53124,157469,33.73616394337933
D14,14,-0.1,38144,157469,24.22318043551429
D14,14,-0.12,28193,157469,17.903841391003944
D14,14,-0.15,18924,157469,12.017603464808948
D14,14,-0.2,11029,157469,7.003918231524935
D14,14,-0.25,7170,157469,4.553277152963441
D14,14,-0.3,4768,157469,3.0278975544392863
D14,14,-0.4,1535,157469,0.9747950390235538
D15,15,-0.01,142041,157469,90.20251605077824
D15,15,-0.02,128138,157469,81.37347668429976
D15,15,-0.03,114388,157469,72.64159929890963
D15,15,-0.04,100607,157469,63.890035499050605
D15,15,-0.05,87400,157469,55.50298788967988
D15,15,-0.06,75282,157469,47.80750496923204
D15,15,-0.08,55091,157469,34.985298693711144
D15,15,-0.1,39783,157469,25.264020219852796
D15,15,-0.12,29379,157469,18.657005505845596
D15,15,-0.15,19775,157469,12.558027294261093
D15,15,-0.2,11479,157469,7.289688764137702
D15,15,-0.25,7369,157469,4.679651232941087
D15,15,-0.3,4896,157469,3.1091833948269185
D15,15,-0.4,1650,157469,1.047825286246817
D16,16,-0.01,142632,157469,90.57782801694302
D16,16,-0.02,129325,157469,82.12727584476944
D16,16,-0.03,116106,157469,73.73260768786237
D16,16,-0.04,102668,157469,65.19886453841708
D16,16,-0.05,89791,157469,57.021381986295715
D16,16,-0.06,77771,157469,49.388133537394665
D16,16,-0.08,57373,157469,36.434472816871896
D16,16,-0.1,41760,157469,26.51950542646489
D16,16,-0.12,30838,157469,19.583537077138992
D16,16,-0.15,20700,157469,13.14544450018734
D16,16,-0.2,11996,157469,7.618007353828372
D16,16,-0.25,7590,157469,4.819996316735358
D16,16,-0.3,4996,157469,3.1726879576297558
D16,16,-0.4,1718,157469,1.0910083889527462
D17,17,-0.01,143016,157469,90.82168553810591
D17,17,-0.02,130241,157469,82.70897764004343
D17,17,-0.03,117451,157469,74.58674405756054
D17,17,-0.04,104438,157469,66.32289530002731
D17,17,-0.05,91797,157469,58.295283516120634
D17,17,-0.06,79899,157469,50.739510633839046
D17,17,-0.08,59489,157469,37.77822936577993
D17,17,-0.1,43602,157469,27.689259473293156
D17,17,-0.12,32418,157469,20.586909169423823
D17,17,-0.15,21725,157469,13.79636626891642
D17,17,-0.2,12610,157469,8.007925369437794
D17,17,-0.25,7989,157469,5.073379522318679
D17,17,-0.3,5194,157469,3.298426991979374
D17,17,-0.4,1752,157469,1.112599940305711
D18,18,-0.01,143337,157469,91.02553518470302
D18,18,-0.02,130963,157469,83.16748058347993
D18,18,-0.03,118597,157469,75.31450634728105
D18,18,-0.04,105947,157469,67.28117915272213
D18,18,-0.05,93718,157469,59.515206167563136
D18,18,-0.06,82073,157469,52.12009982917273
D18,18,-0.08,61925,157469,39.32520051565705
D18,18,-0.1,45920,157469,29.16129523906293
D18,18,-0.12,34488,157469,21.901453619442556
D18,18,-0.15,23073,157469,14.652407775498668
D18,18,-0.2,13242,157469,8.409274206351727
D18,18,-0.25,8373,157469,5.317237043481574
D18,18,-0.3,5459,157469,3.466714083406893
D18,18,-0.4,1835,157469,1.165308727432066
D19,19,-0.01,143670,157469,91.23700537883647
D19,19,-0.02,131648,157469,83.60248683867935
D19,19,-0.03,119601,157469,75.95209215782154
D19,19,-0.04,107248,157469,68.10737351478704
D19,19,-0.05,95301,157469,60.52048339673205
D19,19,-0.06,83902,157469,53.28159828283662
D19,19,-0.08,63884,157469,40.56925490096464
D19,19,-0.1,47802,157469,30.356451111012326
D19,19,-0.12,36122,157469,22.939118175640917
D19,19,-0.15,24286,157469,15.422718122297088
D19,19,-0.2,13835,157469,8.785856263772553
D19,19,-0.25,8779,157469,5.575065568461094
D19,19,-0.3,5751,157469,3.652147406791178
D19,19,-0.4,1940,157469,1.2319885183750454
D20,20,-0.01,143905,157469,91.38624110142314
D20,20,-0.02,132101,157469,83.89016250817622
D20,20,-0.03,120383,157469,76.44869783893972
D20,20,-0.04,108270,157469,68.75639014663204
D20,20,-0.05,96637,157469,61.368904355777964
D20,20,-0.06,85441,157469,54.25893350437229
D20,20,-0.08,65684,157469,41.71233703141571
D20,20,-0.1,49754,157469,31.596060176923714
D20,20,-0.12,38045,157469,24.160310918339484
D20,20,-0.15,25706,157469,16.324482914097377
D20,20,-0.2,14522,157469,9.222132610228046
D20,20,-0.25,9117,157469,5.789710990734685
D20,20,-0.3,6056,157469,3.8458363233398316
D20,20,-0.4,2082,157469,1.3221649975550742
