horizon,variable,total_N,N,missing_N,mean,median,variance,std,min,max,range,IQR,skew,kurtosis,P1,P5,P10,P20,P25,P30,P40,P50,P60,P70,P75,P80,P90,P95,P99
D2,MFE,157469,157469,0,0.02768865510029768,0.018901417307791935,0.0008994949210324858,0.02999158083583601,-0.0009990009990011872,0.4996823507461805,0.5006813517451817,0.028855468943323803,2.706778335529756,13.093963116734455,-0.0009990009990009652,-0.0007083739774896179,0.0022608550752099004,0.00636464272827908,0.00826530501955558,0.010186207378964918,0.014238383161166768,0.018901417307791935,0.02467813311186795,0.032178153949371735,0.03712077396287938,0.043204583027592,0.06260498045528558,0.0842774941152329,0.1426625125255268
D2,MAE,157469,157469,0,-0.03143637759010476,-0.022175980701326314,0.0010136093166446744,0.031837231610877766,-0.46971169992752726,-0.000999000999000632,0.4687126989285266,0.03169288959249539,-2.454162692361248,9.910587742221388,-0.15517703396491278,-0.09318578581528478,-0.07022847164652457,-0.0482490482490483,-0.041805395814472956,-0.03667760810617937,-0.0285957136785866,-0.022175980701326314,-0.016856159713302454,-0.012265929559162614,-0.010112506221977569,-0.008071574443255791,-0.003882120765237618,-0.0009990009990009652,-0.0009990009990008542
D3,open_ret,157469,157393,76,-0.00022371371041128918,-0.0009990009990008542,0.001861968645826341,0.04315053471078129,-0.492927061708645,0.6233766233766238,1.1163036850852688,0.04164721536725091,0.19177752873675116,7.777660657977068,-0.12024181110506169,-0.06479468975525009,-0.044949731556318824,-0.02697672689143604,-0.021162323914617476,-0.01627818220937627,-0.007965535162187787,-0.0009990009990008542,0.007041248489940521,0.01550101550101557,0.020484891452633436,0.02651585702433157,0.044597442157942445,0.06395934578576122,0.12441826028687586
D3,high_ret,157469,157393,76,0.01963248953639784,0.014489386582410058,0.0024543830093179154,0.049541729979058216,-0.4853546229177895,0.7482517482517486,1.2336063711695382,0.04770196382812131,0.9799192527635645,7.519126584779802,-0.09732673370104042,-0.046758418616611584,-0.02847427599902852,-0.011936968141347704,-0.006637764869185325,-0.0018244857569245563,0.006314329886804471,0.014489386582410058,0.023623483751184567,0.03446337212570971,0.04106419895893598,0.049153284689731895,0.07454333904487422,0.10203002074476684,0.1804159932232369
D3,low_ret,157469,157393,76,-0.01873369666754211,-0.01496406738543532,0.002415853702403668,0.04915133469605549,-0.5162052994731264,0.5817515817515821,1.0979568812247087,0.04603239897357547,-0.8182828565857198,6.3951215462094515,-0.18791044696447426,-0.09904204855263032,-0.07051199297720179,-0.04640813731722815,-0.03919609801962742,-0.03334523508869702,-0.023629222944030182,-0.01496406738543532,-0.006549006549006586,0.0019034966803101998,0.006836300953948049,0.012721385994716705,0.02988367933274957,0.047655441115183134,0.0995157491178025
D3,close_ret,157469,157393,76,0.0007256128341123453,-5.4765650228549845e-05,0.0029411362196063557,0.054232243357677505,-0.508632860682271,0.7482517482517486,1.2568846089340195,0.05115709704360283,-0.03669683988060797,5.6701009629987,-0.16773937970137795,-0.08017306140350978,-0.05414671892579912,-0.03153243148392746,-0.02459744979430023,-0.0188543084010244,-0.008991008991008909,-5.4765650228549845e-05,0.009236664974370035,0.02005437485225272,0.026559647249302598,0.034398672193947766,0.05850210640053488,0.08328121328925854,0.1544351112939626
D3,MFE,157469,157469,0,0.035494509587566676,0.0240017979956062,0.0014955247832712172,0.038672015505675644,-0.0009990009990011872,0.7482517482517486,0.7492507492507497,0.03727522830935981,2.823917385612336,14.919507605052575,-0.0009990009990009652,0.00030347748731074375,0.0033163380895564476,0.008090552925435236,0.010395050130149519,0.012761343339855902,0.017901017901017946,0.0240017979956062,0.0314962297872468,0.04140906557696903,0.04767027843950933,0.055430663572856635,0.08041522268005824,0.10759511140445654,0.18565893061925912
D3,MAE,157469,157469,0,-0.0377844623464511,-0.026923030630166545,0.0014974953297020156,0.03869748479813663,-0.5162052994731264,-0.000999000999000632,0.5152062984741258,0.03736639607296355,-2.519555064854959,9.611204446679356,-0.19356260538887424,-0.10966756285427172,-0.08250460883599424,-0.057215113966716434,-0.049668280437511036,-0.04358789026839189,-0.03429903429903425,-0.026923030630166545,-0.02061289495844454,-0.014966098148786048,-0.012301884364547488,-0.009736619066065067,-0.004726616666915184,-0.0016641148465381672,-0.0009990009990008542
D5,open_ret,157469,156376,1093,0.003804278769681299,0.0014361019845481326,0.0037935008293018156,0.06159140223522935,-0.6218902609541673,1.0289582042570093,1.6508484652111766,0.058412901456359856,0.3700403413681435,7.59523768479894,-0.17562973998353773,-0.08281299844051537,-0.05730690519682391,-0.03385437510066569,-0.026386761591822516,-0.019945571669709394,-0.008820939903539826,0.0014361019845481326,0.01197503794906396,0.024378347798422295,0.03202613986453734,0.041269006346239534,0.06926712431299586,0.09944672096123097,0.18525542254355815
D5,high_ret,157469,156376,1093,0.02322203632324685,0.01616230650278072,0.00448938866859142,0.06700290044909563,-0.5273253599086183,1.158089807492198,1.6854151674008162,0.06382652525703936,0.9869860426201755,7.802746820472931,-0.14419599202207894,-0.0632010190247313,-0.04066085852857659,-0.019380619380619413,-0.012142843510287105,-0.005994005994005902,0.005244755244755428,0.01616230650278072,0.028179889968507954,0.04280377362716703,0.05168368174675225,0.06252905178117918,0.0971687272265307,0.1348551945566872,0.2375944305103303
D5,low_ret,157469,156376,1093,-0.01352128610303353,-0.012246901552717737,0.004050146205789224,0.06364075899758916,-0.6218902609541673,0.9511254571015528,1.57301571805572,0.061435263687350083,-0.26216112387269613,6.417121194035195,-0.210343900015193,-0.1090235467745175,-0.08026902724436713,-0.052469778465094374,-0.04358518923350174,-0.036257859787271474,-0.023610134721245846,-0.012246901552717737,-0.0009990009990009652,0.010558211734420841,0.01785007445384834,0.026574274981918222,0.053149601562597404,0.08050871196048198,0.158480460908683
D5,close_ret,157469,156376,1093,0.005181908127374923,0.002103486575536273,0.004568818884321339,0.06759303872679004,-0.590568447454136,1.016575721755005,1.607144169209141,0.06585712599910815,0.37482360618996136,6.715272961136986,-0.1782754604897083,-0.08893148947546439,-0.06294233471014454,-0.037696996880670075,-0.029396998940145913,-0.022204210883456144,-0.009501137160711548,0.002103486575536273,0.014066047053794772,0.02793962990454424,0.03646012705896223,0.04657247514390406,0.07859620054742011,0.11223321032199385,0.2063177296251658
D5,MFE,157469,157469,0,0.04834225635354209,0.032429603858175504,0.0028246628696284738,0.053147557513290054,-0.0009990009990010762,1.158089807492198,1.159088808491199,0.050811246798021514,2.9317579827910776,16.269737566597634,-0.0009990009990009652,0.0013351134846462998,0.004880275125623435,0.010839661705659864,0.013883695447941324,0.017037125362100447,0.024049696616068372,0.032429603858175504,0.042938542938542934,0.056211005380778424,0.06469494224596284,0.0751700555402557,0.10848056053535515,0.14733039224011835,0.2524600907767534
D5,MAE,157469,157469,0,-0.04638176452688006,-0.03375313211378783,0.0022282753641223517,0.04720461168278319,-0.6218902609541673,-0.000999000999000632,0.6208912599551667,0.045602695514282976,-2.6771904527492163,11.034865898171057,-0.2478563907135335,-0.12975912975912962,-0.09865999960934169,-0.07029122717124948,-0.06111942220267186,-0.05390203100822366,-0.04262404262404251,-0.03375313211378783,-0.026093376377736763,-0.018932493061320832,-0.015516726688388882,-0.01228035909493232,-0.005969155222886435,-0.0025623828440729524,-0.0009990009990008542
D10,open_ret,157469,154952,2517,0.00799263579912603,0.0013188667481014438,0.009518522772081765,0.09756291699248114,-0.6927764704542383,2.1246381650694324,2.8174146355236704,0.08782876202289774,1.3106744577720284,10.311418615483468,-0.23153769307615452,-0.1283819788067709,-0.08734876454675419,-0.05182726491750069,-0.040433250959566625,-0.030762580013167087,-0.013832893492422737,0.0013188667481014438,0.01681102877474955,0.03583052891808669,0.04739551106333112,0.061633965949589746,0.10744442745779796,0.1615982229556311,0.33622722455209775
D10,high_ret,157469,154952,2517,0.027152415116067027,0.015486164001015545,0.010799952458742514,0.10392281972089919,-0.6839344274087749,2.392833581512827,3.076768008921602,0.0934972471930674,1.6166330170026013,11.209875055558896,-0.20655589881133346,-0.11103846923584286,-0.0715720700022112,-0.037386454604997545,-0.026335982857721874,-0.0167381736775473,-0.00036049625168894293,0.015486164001015545,0.032715064686645645,0.05409770170372059,0.06716126433534553,0.08374883177703395,0.13647820069838443,0.19880119880119884,0.3851768635664568
D10,low_ret,157469,154952,2517,-0.011329199252302365,-0.012346681557033112,0.009307394124205691,0.096474836741016,-0.7032670299997033,2.1246381650694324,2.8279051950691354,0.08979085912721801,0.5218102228933763,8.069544115820701,-0.289522987827528,-0.16156773800298485,-0.10992136653063148,-0.06889227277576782,-0.05666738982976055,-0.04638799401560481,-0.02856798133006808,-0.012346681557033112,0.0031984821900790106,0.021705567160112738,0.033123469297457464,0.046666894011846344,0.08938603515109385,0.13673289747215822,0.2713258699932043
D10,close_ret,157469,154952,2517,0.006781338634721494,0.0012922856959555196,0.010343883025738807,0.10170488201526418,-0.697122559408788,2.274353678666347,2.971476238075135,0.09410473525123972,1.0082589660847772,9.415686827569823,-0.2637071405575004,-0.14230506335769483,-0.09411669701924888,-0.055200748437659077,-0.04314468165501986,-0.032657483361708484,-0.014971042943070834,0.0012922856959555196,0.018090190064712575,0.03853365885451465,0.050960053596219856,0.06620605079972362,0.11416331705410937,0.167531947164136,0.3239163117491455
D10,MFE,157469,157469,0,0.07408109069481889,0.04838981243475615,0.007710104713382206,0.08780720194484166,-0.0009990009990010762,2.392833581512827,2.3938325825118283,0.07387574250830298,3.5248240820108334,23.06739522724132,-0.0009990009990008542,0.0032340540815118946,0.00771828520519624,0.016126730412444834,0.020718412022759924,0.025551850640076392,0.03617560137824976,0.04838981243475615,0.06331995718757977,0.08225108225108224,0.0945941545310629,0.1100011100011101,0.16466573314403504,0.23075465546698698,0.43944447905909656
D10,MAE,157469,157469,0,-0.06530889698041062,-0.047249047249047216,0.004223948760843294,0.06499191304188001,-0.7032670299997033,-0.000999000999000632,0.7022680290007026,0.06291710628329639,-2.203171629130296,6.522943439028181,-0.32398983745595067,-0.19792107382364435,-0.1425423548917777,-0.09702277671045706,-0.08487417019840215,-0.07508321526436554,-0.05949505023256722,-0.047249047249047216,-0.03661703322144727,-0.026855497443732834,-0.021957063915105768,-0.01722779042431949,-0.008162975965236243,-0.0037435092380145195,-0.0009990009990008542
D15,open_ret,157469,154347,3122,0.009364972123084497,0.001562540024078407,0.013364287492107878,0.11560401157445999,-0.6994156286191683,2.0697065737497007,2.769122202368869,0.1093585013511792,1.1279857942557003,11.090431072700877,-0.3049179577711805,-0.15038978859232333,-0.1034606419221803,-0.06249906249906243,-0.04888051779627245,-0.03720661546032222,-0.017278509559813113,0.001562540024078407,0.021240939150817945,0.04550507250653441,0.060477983554906745,0.07819944720576384,0.13330611235837336,0.1924832578581248,0.3638659975293645
D15,high_ret,157469,154347,3122,0.029624968166546996,0.016537587631794803,0.014871516400111756,0.12194882697308636,-0.6994156286191683,2.2280388075536326,2.927454436172801,0.1149160123231327,1.522196404990969,12.298881032261697,-0.27424880644183836,-0.129586663800836,-0.08642869114501746,-0.04731632004359265,-0.034344421146666415,-0.022894913305872122,-0.002736394040741663,0.016537587631794803,0.03776904873174595,0.06389088534131697,0.08057159117646628,0.10015193574692548,0.16337021353416803,0.22961609424318308,0.42029280600379587
D15,low_ret,157469,154347,3122,-0.007745713831264666,-0.012058052648458717,0.012620200421262894,0.11233966539590054,-0.6994156286191683,2.0427793231027733,2.7421949517219417,0.10812723955262937,0.7888083904466835,9.59924299412993,-0.3260852679738878,-0.16974773255823633,-0.12060458871407423,-0.0778862472871262,-0.06376742107249289,-0.051795661965153394,-0.030988938112567484,-0.012058052648458717,0.007149457394155512,0.029858172715315767,0.04435981848013648,0.060941388542231155,0.11261750674384274,0.16690032656419235,0.3222345679124573
D15,close_ret,157469,154347,3122,0.010805746006068274,0.0018827326519634813,0.013802008117259273,0.11748194804845241,-0.6994156286191683,2.1547966857939906,2.854212314413159,0.1126074587459206,1.2239373278800945,11.146574247081691,-0.2942894434654721,-0.1503744268596698,-0.10499969150995547,-0.06380267477898391,-0.050124790912081996,-0.03823890857926515,-0.017346290073562698,0.0018827326519634813,0.022337770910866694,0.04712714788770125,0.0624826678338386,0.08124618379293486,0.13820227400661272,0.19953766367314082,0.37222328233564184
D15,MFE,157469,157469,0,0.09261850801732761,0.05998131132781048,0.011872457380024353,0.10896080662341094,-0.0009990009990010762,2.392833581512827,2.3938325825118283,0.09283399940130033,3.4995419096630274,23.411456317602074,-0.0009990009990008542,0.004343250332555204,0.009615218778565549,0.020072262853011585,0.02584555559603552,0.03178962091603075,0.04489720922786456,0.05998131132781048,0.07823747015037874,0.10241700886680043,0.11867955499733585,0.13916276798956734,0.20920678111353752,0.2935423409411918,0.5284831364772307
D15,MAE,157469,157469,0,-0.07907031914595218,-0.057083267609583266,0.006329681455779403,0.07955929521922252,-0.7212090235346049,-0.000999000999000632,0.7202100225356043,0.0733640572282942,-2.2686422045158103,6.552137208820104,-0.40332961311982285,-0.24258549174675315,-0.16965300197853156,-0.11517054374197222,-0.10067954023997971,-0.08938736695861856,-0.07164820726489034,-0.057083267609583266,-0.044575570415116124,-0.03297354169699254,-0.027315483011685515,-0.021574366449028312,-0.010227647641042625,-0.004807136954531943,-0.0009990009990008542
D20,open_ret,157469,154333,3136,0.013580025045948328,0.0016632268464382705,0.016885125270351794,0.12994277690719017,-0.9027521151414957,3.7500548374165152,4.652806952558011,0.12836091973955566,1.8889284492377452,19.727763382460946,-0.28117682129595645,-0.1600004165449192,-0.11688582374441814,-0.07309185659701112,-0.05778515404183859,-0.044277022616372674,-0.02049170341853257,0.0016632268464382705,0.025344252036936993,0.05337230346221039,0.07057576569771706,0.09041056029269488,0.15376237051096525,0.22410541317004348,0.42160633176010853
D20,high_ret,157469,154333,3136,0.03373559747541345,0.016940879125051156,0.018971299157234278,0.13773633927629367,-0.8762299647255398,3.7500548374165152,4.626284802142055,0.1331685750431265,2.131946347710455,19.97464686725451,-0.2589440893724425,-0.14137826084031813,-0.10052437845526674,-0.057609057609057546,-0.042532959381974655,-0.029469224203126282,-0.005944550499005774,0.016940879125051156,0.042148655216686384,0.0723798285598383,0.09063561566115186,0.1127975832045626,0.1836259265864019,0.2628741616734756,0.4810683702273862
D20,low_ret,157469,154333,3136,-0.004068810150407808,-0.01222373132485488,0.01617728760647696,0.12718996661088075,-0.9027521151414957,3.7500548374165152,4.652806952558011,0.12822350896113432,1.588353243558194,17.79403753719462,-0.30735567049560214,-0.18072231282034026,-0.13638824461157179,-0.08979908979908979,-0.07362141404694578,-0.05971559329721334,-0.03503998332306388,-0.01222373132485488,0.011283798169044346,0.038177508765743884,0.05460209491418855,0.07385859319743641,0.13271768752039792,0.1980796356160193,0.38494157075187524
D20,close_ret,157469,154333,3136,0.014857093325271917,0.0024667440105430316,0.0179355803345064,0.13392378554426546,-0.9027521151414957,3.7500548374165152,4.652806952558011,0.13241480367273706,1.8784493266763258,19.00953148986197,-0.285646817169836,-0.16312286192958542,-0.1202399767944501,-0.07499907499907488,-0.05904022872087489,-0.045245814512542816,-0.020957478575665604,0.0024667440105430316,0.02669038379246733,0.0560354784102134,0.07337457495186217,0.09433407744184186,0.15988880033823882,0.23379118573541702,0.43831583670920876
D20,MFE,157469,157469,0,0.10820374986316048,0.06983481066610664,0.01625366612726954,0.12748986676308646,-0.0009990009990010762,3.7500548374165152,3.7510538384155163,0.10925153399551735,3.782221204273932,31.25368293547188,-0.0009990009990008542,0.0052076882316066464,0.011183938013206385,0.023499661101840985,0.030210013450237216,0.03717938112842578,0.0522810522810524,0.06983481066610664,0.09134562916075528,0.12033471946334941,0.13946154744575456,0.16347067566579784,0.2461566199703693,0.34174328208375865,0.6013788596825895
D20,MAE,157469,157469,0,-0.08962560806295214,-0.06629955410443222,0.0073079350057720545,0.08548646095009463,-0.9027521151414957,-0.000999000999000632,0.901753114142495,0.08549442680691655,-2.0057286106570786,5.0769821106511746,-0.4189367287697528,-0.2677502233721568,-0.19231152915748428,-0.1340879321264516,-0.11736143620201578,-0.10363608993745965,-0.08304549732884986,-0.06629955410443222,-0.051882256792795914,-0.03831638123278528,-0.03186700939509923,-0.025233526581235476,-0.011799011799011772,-0.005519367510317674,-0.0009990009990008542
