date,action,index_key,etf,shares,price,amount,fee,cash_after,level,pnl,holding_days
2014-11-26,EXIT_PSTAR,深证成长40价格,159906.SZ,281800,0.7368461655295094,207643.24944621575,51.91081236155394,207654.55197380646,1,7545.343434804249,9.0
2014-12-03,EXIT_PSTAR,395004.SZ,159915.SZ,54900,1.5544854429301265,85341.25081686395,21.335312704215987,292974.4674779662,2,7240.000285859732,21.0
2014-12-05,EXIT_PSTAR,中小板等权重,159921.SZ,152500,1.3195621774819524,201233.23206599773,50.30830801649943,494157.39123594743,1,1158.1550642312338,43.0
2014-12-23,ENTRY,399303.SZ,159907.SZ,181300,1.103102,199992.3926,49.99809815,294115.00053779746,1,,
2014-12-24,ENTRY,中证医药卫生,512610.SH,177600,1.1261249999999998,199999.79999999996,49.99994999999999,94065.2005877975,1,,
2015-01-19,EXIT_PSTAR,399303.SZ,159907.SZ,181300,1.1862110698384078,215060.06696170336,53.76501674042584,309071.50253276044,1,14963.911246812908,27.0
2015-01-20,ENTRY,上海证券交易所上证红利,510880.SH,82200,2.43243,199945.746,49.9864365,109075.77009626041,1,,
2015-01-20,ENTRY,上证180高贝塔,510450.SH,69400,1.5705689999999999,108997.4886,27.24937215,51.03212411041022,1,,
2015-01-22,EXIT_PSTAR,中证医药卫生,512610.SH,177600,1.2443305307073764,220993.10225363006,55.24827556340752,220988.88610217706,1,20888.054028066683,29.0
2015-02-02,ENTRY,上海证券交易所综合,510210.SH,57900,3.4534499999999997,199954.75499999998,49.988688749999994,20984.142413427093,1,,
2015-02-26,EXIT_PSTAR,上证180高贝塔,510450.SH,69400,1.7739541596165456,123112.41867738827,30.77810466934707,144065.78298614602,1,14056.902600568907,37.0
2015-03-06,ENTRY,000063.SH,510110.SH,44700,3.2212179999999995,143988.4446,35.997111149999995,41.341274996026186,1,,
2015-03-13,EXIT_PSTAR,000063.SH,510110.SH,44700,3.3651199700492915,150420.86266120334,37.60521566530083,150424.59872053406,1,6358.815734388033,7.0
2015-03-16,EXIT_PSTAR,上海证券交易所上证红利,510880.SH,82200,2.6345959041337617,216563.7833197952,54.140945829948805,366934.24109449936,1,16513.909937465236,55.0
2015-03-18,EXIT_PSTAR,上海证券交易所综合,510210.SH,57900,3.808163327525326,220492.65666371636,55.12316416592909,587371.7745940498,1,20432.78981080048,44.0
2015-05-06,ENTRY,000063.SH,510110.SH,50300,3.9739699999999996,199890.691,49.97267275,387431.1109212998,1,,
2015-05-08,ENTRY,上海证券交易所上证红利,510880.SH,62500,3.1981949999999997,199887.18749999997,49.971796874999995,187493.9516244248,1,,
2015-05-18,ENTRY,上证金融地产行业,510650.SH,105600,1.7747729999999997,187416.02879999997,46.85400719999999,31.068817224848317,1,,
2015-05-25,EXIT_PSTAR,上海证券交易所上证红利,510880.SH,62500,3.6545976986691975,228412.35616682484,57.10308904170621,228386.32189500798,1,28418.093780908166,17.0
