ts_code,name,management,custodian,fund_type,found_date,due_date,list_date,issue_date,delist_date,issue_amount,benchmark,status,invest_type,type,market,excl_tags,retrieval_date
563300.SH,华泰柏瑞中证2000ETF,华泰柏瑞基金管理有限公司,招商银行股份有限公司,股票型,20230906,,20230914,20230901,,5.8867,中证2000指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
563320.SH,华泰柏瑞中证通用航空主题ETF,华泰柏瑞基金管理有限公司,国信证券股份有限公司,股票型,20250825,,20250903,20250813,,9.0589,中证通用航空主题指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
563330.SH,华泰柏瑞中证A股ETF,华泰柏瑞基金管理有限公司,招商银行股份有限公司,股票型,20231030,,20231107,20231018,,6.3542,中证A股指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
563350.SH,华泰柏瑞中证A50ETF,华泰柏瑞基金管理有限公司,中国银行股份有限公司,股票型,20240306,,20240318,20240219,,20.0,中证A50指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
563360.SH,华泰柏瑞中证A500ETF,华泰柏瑞基金管理有限公司,国泰海通证券股份有限公司,股票型,20240925,,20241015,20240910,,19.9999,中证A500指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
563380.SH,华泰柏瑞中证全指航空航天ETF,华泰柏瑞基金管理有限公司,中信建投证券股份有限公司,股票型,20251029,,20251107,20251013,,2.9495,中证全指航空航天指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
563390.SH,华泰柏瑞中证全指自由现金流ETF,华泰柏瑞基金管理有限公司,招商银行股份有限公司,股票型,20250423,,20250430,20250414,,10.5284,中证全指自由现金流指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
563500.SH,华宝中证A500ETF,华宝基金管理有限公司,兴业银行股份有限公司,股票型,20241122,,20241202,20241105,,19.9998,中证A500指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
563510.SH,易方达中证A500红利低波动ETF,易方达基金管理有限公司,中国工商银行股份有限公司,股票型,20251117,,20251201,20251106,,6.9154,中证A500红利低波动指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
563520.SH,永赢沪深300ETF,永赢基金管理有限公司,中国工商银行股份有限公司,股票型,20241108,,20241118,20241030,,6.2507,沪深300指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
563530.SH,易方达中证卫星产业ETF,易方达基金管理有限公司,招商银行股份有限公司,股票型,20251105,,20251114,20251027,,4.8575,中证卫星产业指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
563550.SH,摩根中证A500增强策略ETF,摩根基金管理(中国)有限公司,中信证券股份有限公司,股票型,20250508,,20250516,20250421,,10.1556,中证A500指数收益率×100%,L,增强指数型,股票型,E,[],2026-09-04 10:05:42
563560.SH,兴业中证科技优势成长50策略ETF,兴业基金管理有限公司,上海浦东发展银行股份有限公司,股票型,20260204,,20260227,20251104,,3.4977,中证科技优势成长50策略指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
563570.SH,兴业中证金融科技主题ETF,兴业基金管理有限公司,国信证券股份有限公司,股票型,20251029,,20251111,20251013,,4.0737,中证金融科技主题指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
563580.SH,万家中证800自由现金流ETF,万家基金管理有限公司,中国农业银行股份有限公司,股票型,20250716,,20250725,20250701,,6.4165,中证800自由现金流指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
563590.SH,国寿安保中证A500红利低波动ETF,国寿安保基金管理有限公司,江苏银行股份有限公司,股票型,20251027,,20251105,20251009,,3.8494,中证A500红利低波动指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
563600.SH,易方达中证A500增强策略ETF,易方达基金管理有限公司,中国银行股份有限公司,股票型,20250910,,20250926,20250901,,2.4648,中证A500指数收益率×100%,L,增强指数型,股票型,E,[],2026-09-04 10:05:42
563620.SH,兴业中证全指自由现金流ETF,兴业基金管理有限公司,财通证券股份有限公司,股票型,20250806,,20250820,20250721,,3.5505,中证全指自由现金流指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
563630.SH,国联安中证A500增强策略ETF,国联安基金管理有限公司,招商证券股份有限公司,股票型,20250619,,20250701,20250611,,2.7595,中证A500指数收益率×100%,L,增强指数型,股票型,E,[],2026-09-04 10:05:42
563650.SH,兴业中证A500ETF,兴业基金管理有限公司,中信证券股份有限公司,股票型,20250325,,20250403,20250228,,4.3491,中证A500指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
563660.SH,银河中证A500ETF,银河基金管理有限公司,中国农业银行股份有限公司,股票型,20250320,,20250402,20250303,,7.3509,中证A500指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
563670.SH,鹏华中证金融科技主题ETF,鹏华基金管理有限公司,中泰证券股份有限公司,股票型,20250926,,20251014,20250915,,5.2299,中证金融科技主题指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
563680.SH,汇添富中证800自由现金流ETF,汇添富基金管理股份有限公司,中国银行股份有限公司,股票型,20250430,,20250515,20250414,,2.6696,中证800自由现金流指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
563690.SH,永赢中证红利低波动ETF,永赢基金管理有限公司,中国工商银行股份有限公司,股票型,20250923,,20251010,20250915,,2.7188,中证红利低波动指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
563700.SH,易方达中证红利价值ETF,易方达基金管理有限公司,兴业银行股份有限公司,股票型,20250416,,20250428,20250331,,3.5515,中证红利价值指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
563750.SH,汇添富中证500ETF,汇添富基金管理股份有限公司,招商证券股份有限公司,股票型,20251022,,20251030,20251013,,2.3724,中证500指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
563760.SH,中银中证全指自由现金流ETF,中银基金管理有限公司,兴业银行股份有限公司,股票型,20250521,,20250606,20250506,,3.8791,中证全指自由现金流指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
563770.SH,招商中证全指自由现金流ETF,招商基金管理有限公司,国泰海通证券股份有限公司,股票型,20250508,,20250516,20250423,,2.6731,中证全指自由现金流指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
563780.SH,方正富邦中证全指自由现金流ETF,方正富邦基金管理有限公司,交通银行股份有限公司,股票型,20250430,,20250513,20250414,,5.1003,中证全指自由现金流指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
563790.SH,鹏华中证卫星产业ETF,鹏华基金管理有限公司,兴业银行股份有限公司,股票型,20251218,,20260105,20251208,,3.0345,中证卫星产业指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
563800.SH,广发中证A500ETF,广发基金管理有限公司,中国银行股份有限公司,股票型,20241111,,20241118,20241105,,19.9998,中证A500指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
563830.SH,博时中证全指自由现金流ETF,博时基金管理有限公司,中信银行股份有限公司,股票型,20250514,,20250522,20250414,,3.239,中证全指自由现金流指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
563850.SH,广发中证全指食品ETF,广发基金管理有限公司,中国农业银行股份有限公司,股票型,20251210,,20251219,20251124,,2.5348,中证全指食品指数×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
563860.SH,海富通中证A500ETF,海富通基金管理有限公司,上海浦东发展银行股份有限公司,股票型,20250122,,20250212,20250113,,19.3784,中证A500指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
563870.SH,鹏华中证通用航空主题ETF,鹏华基金管理有限公司,中泰证券股份有限公司,股票型,20251231,,20260115,20251208,,2.083,中证通用航空主题指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
563880.SH,汇添富中证A500ETF,汇添富基金管理股份有限公司,中国工商银行股份有限公司,股票型,20241118,,20241125,20241107,,20.0,中证A500指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
563890.SH,创金合信中证国有企业红利ETF,创金合信基金管理有限公司,广发证券股份有限公司,股票型,20250924,,20251017,20250915,,4.4484,中证国有企业红利指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
563900.SH,摩根沪深300自由现金流ETF,摩根基金管理(中国)有限公司,中国光大银行股份有限公司,股票型,20250424,,20250507,20250407,,4.2497,沪深300自由现金流指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
563930.SH,招商上证综合增强策略ETF,招商基金管理有限公司,中国工商银行股份有限公司,股票型,20251225,,20260106,20251210,,2.3559,上证综合指数收益率×100%,L,增强指数型,股票型,E,[],2026-09-04 10:05:42
563960.SH,兴全沪深300质量ETF,兴证全球基金管理有限公司,兴业银行股份有限公司,股票型,20251205,,20260108,20251128,,11.5651,沪深300质量指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
563980.SH,鑫元中证800红利低波动ETF,鑫元基金管理有限公司,交通银行股份有限公司,股票型,20251024,,20251107,20251013,,2.2197,中证800红利低波动指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
563990.SH,富国中证800自由现金流ETF,富国基金管理有限公司,中国银行股份有限公司,股票型,20250416,,20250424,20250407,,9.2457,中证800自由现金流指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
588000.SH,华夏上证科创板50成份ETF,华夏基金管理有限公司,招商银行股份有限公司,股票型,20200928,,20201116,20200922,,51.2339,上证科创板50成份指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
588010.SH,博时上证科创板新材料ETF,博时基金管理有限公司,招商银行股份有限公司,股票型,20220930,,20221026,20220923,,4.3293,上证科创板新材料指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
588020.SH,易方达上证科创板成长ETF,易方达基金管理有限公司,国信证券股份有限公司,股票型,20230823,,20230831,20230814,,14.9379,上证科创板成长指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
588030.SH,博时上证科创板100ETF,博时基金管理有限公司,中国工商银行股份有限公司,股票型,20230906,,20230915,20230828,,26.6084,上证科创板100指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
588040.SH,鹏华上证科创板50成份ETF,鹏华基金管理有限公司,国泰海通证券股份有限公司,股票型,20250403,,20250414,20250324,,2.0589,上证科创板50成份指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
588050.SH,工银瑞信上证科创板50成份ETF,工银瑞信基金管理有限公司,中国农业银行股份有限公司,股票型,20200928,,20201116,20200922,,52.4263,上证科创板50成份指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
588060.SH,广发上证科创板50成份ETF,广发基金管理有限公司,中国银行股份有限公司,股票型,20210715,,20210729,20210705,,4.2514,上证科创板50成份指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
588070.SH,万家上证科创板成长ETF,万家基金管理有限公司,国泰海通证券股份有限公司,股票型,20241106,,20241114,20241021,,2.5044,上证科创板成长指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
588080.SH,易方达上证科创板50成份ETF,易方达基金管理有限公司,中国工商银行股份有限公司,股票型,20200928,,20201116,20200922,,51.0559,上证科创板50成份指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
588090.SH,华泰柏瑞上证科创板50成份ETF,华泰柏瑞基金管理有限公司,中国建设银行股份有限公司,股票型,20200928,,20201116,20200922,,54.9874,上证科创板50成份指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
588100.SH,嘉实上证科创板新一代信息技术ETF,嘉实基金管理有限公司,中信建投证券股份有限公司,股票型,20220518,,20220527,20220509,,13.9725,上证科创板新一代信息技术指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
588110.SH,广发上证科创板成长ETF,广发基金管理有限公司,招商银行股份有限公司,股票型,20230823,,20230831,20230814,,7.3976,上证科创板成长指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
588120.SH,国泰上证科创板100ETF,国泰基金管理有限公司,中信证券股份有限公司,股票型,20230906,,20230915,20230828,,14.9181,上证科创板100指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
588130.SH,华夏上证科创板生物医药ETF,华夏基金管理有限公司,中泰证券股份有限公司,股票型,20250514,,20250528,20250407,,2.0208,上证科创板生物医药指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
588140.SH,广发上证科创板200ETF,广发基金管理有限公司,交通银行股份有限公司,股票型,20250926,,20251015,20250915,,3.5575,上证科创板200指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
588150.SH,南方上证科创板50成份ETF,南方基金管理股份有限公司,中国工商银行股份有限公司,股票型,20211210,,20211220,20211021,,2.8543,上证科创板50成份指数×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
588160.SH,南方上证科创板新材料ETF,南方基金管理股份有限公司,中国邮政储蓄银行股份有限公司,股票型,20220930,,20221026,20220923,,6.91,上证科创板新材料指数×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
588170.SH,华夏上证科创板半导体材料设备主题ETF,华夏基金管理有限公司,长江证券股份有限公司,股票型,20250324,,20250408,20250317,,5.4515,上证科创板半导体材料设备主题指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
588180.SH,国联安上证科创板50成份ETF,国联安基金管理有限公司,交通银行股份有限公司,股票型,20210624,,20210701,20210611,,31.1485,上证科创板50成份指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
588190.SH,银华上证科创板100ETF,银华基金管理股份有限公司,中国工商银行股份有限公司,股票型,20230906,,20230915,20230828,,13.5762,上证科创板100指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
588200.SH,嘉实上证科创板芯片ETF,嘉实基金管理有限公司,中信证券股份有限公司,股票型,20220930,,20221026,20220923,,3.6689,上证科创板芯片指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
588210.SH,易方达上证科创板100ETF,易方达基金管理有限公司,招商银行股份有限公司,股票型,20231108,,20231116,20231030,,5.5325,上证科创板100指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
588220.SH,鹏华上证科创板100ETF,鹏华基金管理有限公司,广发证券股份有限公司,股票型,20230906,,20230915,20230828,,14.402,上证科创板100指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
588230.SH,华泰柏瑞上证科创板200ETF,华泰柏瑞基金管理有限公司,中泰证券股份有限公司,股票型,20241216,,20241224,20241125,,3.4194,上证科创板200指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
588240.SH,鹏华上证科创板200ETF,鹏华基金管理有限公司,中国建设银行股份有限公司,股票型,20250213,,20250225,20250205,,2.6963,上证科创板200指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
588250.SH,鹏华上证科创板生物医药ETF,鹏华基金管理有限公司,中信证券股份有限公司,股票型,20250312,,20250321,20250224,,5.8168,上证科创板生物医药指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
588260.SH,华安上证科创板新一代信息技术ETF,华安基金管理有限公司,光大证券股份有限公司,股票型,20220518,,20220527,20220509,,5.9875,上证科创板新一代信息技术指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
588270.SH,易方达上证科创板200ETF,易方达基金管理有限公司,中国银行股份有限公司,股票型,20250605,,20250616,20250519,,2.8941,上证科创板200指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
588280.SH,华安上证科创板50成份ETF,华安基金管理有限公司,光大证券股份有限公司,股票型,20211012,,20211029,20210922,,8.6012,上证科创板50成份指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
588290.SH,华安上证科创板芯片ETF,华安基金管理有限公司,华泰证券股份有限公司,股票型,20220930,,20221026,20220923,,3.614,上证科创板芯片指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
588300.SH,招商中证科创创业50ETF,招商基金管理有限公司,华泰证券股份有限公司,股票型,20210625,,20210705,20210621,,20.1121,中证科创创业50指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
588310.SH,方正富邦中证科创创业50ETF,方正富邦基金管理有限公司,交通银行股份有限公司,股票型,20211122,,20211202,20211108,,2.5064,中证科创创业50指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
588320.SH,广发中证科创创业50增强策略ETF,广发基金管理有限公司,中信银行股份有限公司,股票型,20221228,,20230106,20221219,,2.3682,中证科创创业50指数收益率×100%,L,增强指数型,股票型,E,[],2026-09-04 10:05:42
588330.SH,华宝中证科创创业50ETF,华宝基金管理有限公司,中国工商银行股份有限公司,股票型,20210629,,20210706,20210621,,15.5774,中证科创创业50指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
588350.SH,鹏扬中证科创创业50ETF,鹏扬基金管理有限公司,中国农业银行股份有限公司,股票型,20221026,,20221110,20221011,,4.9055,中证科创创业50指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
588360.SH,国泰中证科创创业50ETF,国泰基金管理有限公司,中国邮政储蓄银行股份有限公司,股票型,20210629,,20210706,20210621,,7.3148,中证科创创业50指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
588370.SH,南方上证科创板50成份增强策略ETF,南方基金管理股份有限公司,中国银行股份有限公司,股票型,20221201,,20221213,20221121,,9.8577,上证科创板50成份指数收益率×100%,L,增强指数型,股票型,E,[],2026-09-04 10:05:42
588380.SH,富国中证科创创业50ETF,富国基金管理有限公司,中国建设银行股份有限公司,股票型,20210629,,20210706,20210621,,25.5177,中证科创创业50指数×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
588390.SH,博时中证科创创业50ETF,博时基金管理有限公司,招商银行股份有限公司,股票型,20210819,,20210830,20210802,,8.4594,中证科创创业50指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
588400.SH,嘉实中证科创创业50ETF,嘉实基金管理有限公司,中国银河证券股份有限公司,股票型,20210625,,20210705,20210621,,15.816,中证科创创业50指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
588410.SH,鹏华中证科创创业人工智能ETF,鹏华基金管理有限公司,长城证券股份有限公司,股票型,20251217,,20260105,20251128,,6.8925,中证科创创业人工智能指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
588420.SH,摩根中证科创创业人工智能ETF,摩根基金管理(中国)有限公司,兴业银行股份有限公司,股票型,20251217,,20260105,20251128,,3.0765,中证科创创业人工智能指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
588430.SH,工银瑞信中证科创创业人工智能ETF,工银瑞信基金管理有限公司,广发证券股份有限公司,股票型,20251217,,20251229,20251128,,5.9646,中证科创创业人工智能指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
588450.SH,招商上证科创板50成份增强策略ETF,招商基金管理有限公司,中信证券股份有限公司,股票型,20240506,,20240522,20240202,,2.5857,上证科创板50成份指数收益率×100%,L,增强指数型,股票型,E,[],2026-09-04 10:05:42
588460.SH,鹏华上证科创板50成份增强策略ETF,鹏华基金管理有限公司,中信建投证券股份有限公司,股票型,20221201,,20230105,20221114,,10.5151,上证科创板50成份指数收益率×100%,L,增强指数型,股票型,E,[],2026-09-04 10:05:42
588470.SH,华安中证科创创业人工智能ETF,华安基金管理有限公司,中信建投证券股份有限公司,股票型,20260518,,20260528,20260506,,5.7491,中证科创创业人工智能指数收益率×100%,L,,股票型,E,[],2026-09-04 10:05:42
588480.SH,中金中证科创创业人工智能ETF,中金基金管理有限公司,东方财富证券股份有限公司,股票型,20260429,,20260512,20260413,,3.8372,中证科创创业人工智能指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
588500.SH,易方达上证科创板100增强策略ETF,易方达基金管理有限公司,中国建设银行股份有限公司,股票型,20240627,,20240719,20240618,,2.0465,上证科创板100指数收益率×100%,L,增强指数型,股票型,E,[],2026-09-04 10:05:42
588510.SH,华夏中证科创创业人工智能ETF,华夏基金管理有限公司,上海浦东发展银行股份有限公司,股票型,20260515,,20260529,20260506,,4.1318,中证科创创业人工智能指数收益率×100%,L,,股票型,E,[],2026-09-04 10:05:42
588520.SH,永赢上证科创板综合价格增强策略ETF,永赢基金管理有限公司,中泰证券股份有限公司,股票型,20250627,,20250708,20250611,,2.3296,上证科创板综合价格指数收益率×100%,L,增强指数型,股票型,E,[],2026-09-04 10:05:42
588530.SH,中银证券中证科创创业人工智能ETF,中银国际证券股份有限公司,上海浦东发展银行股份有限公司,股票型,20260715,,20260729,20260701,,3.0823,中证科创创业人工智能指数收益率×100%,L,,股票型,E,[],2026-09-04 10:05:42
588550.SH,易方达上证科创板综合增强策略ETF,易方达基金管理有限公司,平安银行股份有限公司,股票型,20250827,,20250912,20250818,,6.7529,上证科创板综合指数收益率×100%,L,增强指数型,股票型,E,[],2026-09-04 10:05:42
588660.SH,兴银中证科创创业50ETF,兴银基金管理有限责任公司,兴业银行股份有限公司,股票型,20250228,,20250317,20250213,,7.7534,中证科创创业50指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
588670.SH,嘉实上证科创板综合增强策略ETF,嘉实基金管理有限公司,华泰证券股份有限公司,股票型,20250605,,20250613,20250519,,5.3579,上证科创板综合指数收益率×100%,L,增强指数型,股票型,E,[],2026-09-04 10:05:42
588680.SH,广发上证科创板100增强策略ETF,广发基金管理有限公司,中信建投证券股份有限公司,股票型,20240627,,20240705,20240618,,2.6336,上证科创板100指数收益率×100%,L,增强指数型,股票型,E,[],2026-09-04 10:05:42
588690.SH,银华上证科创板综合增强策略ETF,银华基金管理股份有限公司,国泰海通证券股份有限公司,股票型,20250820,,20250829,20250811,,12.1164,上证科创板综合指数收益率×100%,L,增强指数型,股票型,E,[],2026-09-04 10:05:42
588700.SH,嘉实上证科创板生物医药ETF,嘉实基金管理有限公司,国泰海通证券股份有限公司,股票型,20231227,,20240105,20231218,,3.4784,上证科创板生物医药指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
588710.SH,华泰柏瑞上证科创板半导体材料设备主题ETF,华泰柏瑞基金管理有限公司,国泰海通证券股份有限公司,股票型,20250526,,20250604,20250515,,5.883,上证科创板半导体材料设备主题指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
588720.SH,中银上证科创板50成份ETF,中银基金管理有限公司,中国农业银行股份有限公司,股票型,20250327,,20250415,20250310,,6.5474,上证科创板50成份指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
588730.SH,易方达上证科创板人工智能ETF,易方达基金管理有限公司,上海浦东发展银行股份有限公司,股票型,20250116,,20250124,20250102,,2.054,上证科创板人工智能指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
588750.SH,汇添富上证科创板芯片ETF,汇添富基金管理股份有限公司,中国工商银行股份有限公司,股票型,20241218,,20241226,20241202,,2.5923,上证科创板芯片指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
588760.SH,广发上证科创板人工智能ETF,广发基金管理有限公司,招商银行股份有限公司,股票型,20250115,,20250123,20250102,,3.2627,上证科创板人工智能指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
588770.SH,摩根上证科创板新一代信息技术ETF,摩根基金管理(中国)有限公司,中国工商银行股份有限公司,股票型,20250314,,20250324,20241212,,5.696,上证科创板新一代信息技术指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
588780.SH,国联安上证科创板芯片设计主题ETF,国联安基金管理有限公司,中国工商银行股份有限公司,股票型,20241211,,20241226,20241202,,2.4395,上证科创板芯片设计主题指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
588790.SH,博时上证科创板人工智能ETF,博时基金管理有限公司,国投证券股份有限公司,股票型,20241231,,20250109,20241223,,2.3469,上证科创板人工智能指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
588800.SH,华夏上证科创板100ETF,华夏基金管理有限公司,交通银行股份有限公司,股票型,20231108,,20231116,20231030,,38.9488,上证科创板100指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
588810.SH,富国上证科创板芯片ETF,富国基金管理有限公司,中泰证券股份有限公司,股票型,20241230,,20250109,20241213,,3.0032,上证科创板芯片指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
588820.SH,华夏上证科创板200ETF,华夏基金管理有限公司,中国工商银行股份有限公司,股票型,20241223,,20250106,20241206,,2.054,上证科创板200指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
588830.SH,鹏华上证科创板新能源ETF,鹏华基金管理有限公司,国泰海通证券股份有限公司,股票型,20240731,,20240809,20240715,,2.1985,上证科创板新能源指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
588840.SH,万家上证科创板50成份ETF,万家基金管理有限公司,中信银行股份有限公司,股票型,20250226,,20250310,20250213,,2.5624,上证科创板50成份指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
588850.SH,嘉实上证科创板工业机械ETF,嘉实基金管理有限公司,广发证券股份有限公司,股票型,20250416,,20250424,20250331,,2.5078,上证科创板工业机械指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
588860.SH,工银瑞信上证科创板生物医药ETF,工银瑞信基金管理有限公司,华泰证券股份有限公司,股票型,20240808,,20240823,20240506,,2.5244,上证科创板生物医药指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
588870.SH,汇添富上证科创板50成份ETF,汇添富基金管理股份有限公司,中信证券股份有限公司,股票型,20250120,,20250127,20250102,,2.3355,上证科创板50成份指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
588880.SH,华泰柏瑞上证科创板100ETF,华泰柏瑞基金管理有限公司,中国建设银行股份有限公司,股票型,20231108,,20231116,20231030,,10.5937,上证科创板100指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
588890.SH,南方上证科创板芯片ETF,南方基金管理股份有限公司,交通银行股份有限公司,股票型,20240415,,20240423,20240328,,3.0881,上证科创板芯片指数×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
588900.SH,南方上证科创板100ETF,南方基金管理股份有限公司,中国银行股份有限公司,股票型,20231208,,20231218,20231129,,8.8978,上证科创板100指数×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
588910.SH,建信上证智选科创板创新价值ETF,建信基金管理有限责任公司,国泰海通证券股份有限公司,股票型,20250320,,20250407,20250217,,14.4405,上证智选科创板创新价值指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
588920.SH,鹏华上证科创板芯片ETF,鹏华基金管理有限公司,国泰海通证券股份有限公司,股票型,20250716,,20250728,20250707,,5.0844,上证科创板芯片指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
588930.SH,银华上证科创板人工智能ETF,银华基金管理股份有限公司,中信证券股份有限公司,股票型,20250106,,20250114,20241223,,2.1733,上证科创板人工智能指数收益率×100%,L,被动指数型,股票型,E,[],2026-09-04 10:05:42
