trade_id,model,index_key,index_name,etf,entry_date,entry_price,avg_cost,exit_date,exit_price,exit_action,shares,holding_days,trade_return,pnl,n_adds,max_level,cluster,MAE_pct,MAE_day,MFE_pct,MFE_day,hit_mid,hit_upper,days_to_mid,days_to_upper,mfe_at_mid_pct,hit_mid_then_failed,hit_mid_then_upper,never_hit_mid,failure_class,mae_5d_pct,mae_10d_pct
81,Model1,399971.SZ,中证传媒,512980.SH,2023-07-28,0.806,0.8062015000000001,2023-11-08,0.784,EXIT_PSTAR,171500,103,-0.0275384007596117,-3841.1712500000167,0,1,12,-15.65,2023-10-23,5.68,2023-08-08,True,True,7,103.0,4.32,True,True,False,B_REBOUND_RELAPSE,-0.02,-0.02
82,Model1,000300.SH,沪深300,510300.SH,2023-11-28,3.579,3.5798947500000002,2024-02-19,3.386,EXIT_PSTAR,37500,83,-0.054162137029307944,-7302.796875000004,0,1,6,7.56,2024-02-02,18.42,2023-11-28,True,False,30,,18.42,True,False,False,B_REBOUND_RELAPSE,16.4,14.09
83,Model1,中证全指证券公司,中证全指证券公司,512880.SH,2024-03-26,0.865,0.86521625,2024-04-26,0.874,EXIT_PSTAR,146900,31,0.01015208625589265,1258.235224999997,0,1,44,-6.5,2024-04-16,1.48,2024-04-26,True,True,31,31.0,1.48,False,True,False,E_OTHER,-1.64,-4.19
84,Model1,399673.SZ,创业板50,159949.SZ,2024-05-29,0.769,0.76919225,2024-09-19,0.683,EXIT_PSTAR,166900,113,-0.11205553618097422,-14413.984699999995,0,1,6,-13.68,2024-08-27,2.32,2024-06-04,True,False,6,,2.32,True,False,False,B_REBOUND_RELAPSE,0.24,-1.72
85,Model1,399967.SZ,中证军工,512660.SH,2024-09-23,0.789,0.7891972500000001,2024-09-25,0.843,EXIT_PSTAR,144400,2,0.06817402113349975,7738.684799999985,0,1,14,0.74,2024-09-23,5.55,2024-09-25,True,False,1,,4.03,False,False,False,E_OTHER,0.74,0.74
86,Model1,中证全指家用电器,中证全指家用电器,159996.SZ,2024-11-19,1.29,1.2903225,2024-12-10,1.378,EXIT_PSTAR,94300,21,0.06795006674687906,8235.501900000008,0,1,3,-2.12,2024-11-26,5.4,2024-12-10,True,False,13,,2.84,False,False,False,E_OTHER,-1.19,-2.12
87,Model1,中证稀有金属主题,中证稀有金属主题,562800.SH,2024-12-19,0.51,0.5101275,2025-02-07,0.515,EXIT_PSTAR,254700,50,0.009551533685206262,1208.2331250000143,0,1,40,-7.47,2025-01-03,0.56,2025-02-07,True,False,26,,0.37,False,False,False,E_OTHER,-2.18,-6.3
88,Model1,399998.SZ,中证煤炭,515220.SH,2025-02-19,1.017,1.0172542500000001,2025-03-13,1.039,EXIT_PSTAR,128900,22,0.021376907493873613,2769.545399999972,0,1,37,116.7,2025-03-05,131.53,2025-03-13,True,True,22,22.0,131.53,False,True,False,E_OTHER,122.24,118.03
89,Model1,上证科创板100,上证科创板100,588030.SH,2025-03-25,0.993,0.99324825,2025-06-09,0.99,EXIT_PSTAR,134800,76,-0.00327033045364043,-471.2271000000086,0,1,10,-13.92,2025-04-07,0.88,2025-04-02,True,True,27,76.0,0.88,True,True,False,B_REBOUND_RELAPSE,-1.13,-13.92
90,Model1,上证主要消费行业,上证主要消费行业,510630.SH,2025-06-11,0.948,0.9482369999999999,2025-07-11,0.926,EXIT_PSTAR,140700,30,-0.02345088833276896,-3161.317949999978,0,1,48,279.4,2025-06-23,295.23,2025-06-11,True,False,28,,295.23,True,False,False,B_REBOUND_RELAPSE,282.73,279.4
91,Model1,399986.SZ,中证银行,512800.SH,2025-07-30,0.85,0.8502124999999999,2025-10-23,0.837,EXIT_PSTAR,153200,85,-0.01554023258891155,-2056.212099999994,0,1,26,82.68,2025-10-09,105.48,2025-08-07,True,False,8,,105.48,True,False,False,B_REBOUND_RELAPSE,99.37,99.37
92,Model1,中证主要消费,中证主要消费,159928.SZ,2025-10-27,0.8280000000000001,0.828207,2025-11-14,0.856,EXIT_PSTAR,154800,18,0.03355803561186992,4269.229199999976,0,1,48,296.04,2025-11-05,311.97,2025-11-13,True,False,14,,309.56,False,False,False,E_OTHER,297.97,296.04
93,Model1,399282.SZ,中证大数据产业,515400.SH,2025-11-17,0.946,0.9462364999999999,2026-01-05,0.951,EXIT_PSTAR,140000,49,0.00503415372372555,633.60500000002,0,1,13,-6.26,2025-12-16,2.41,2026-01-05,True,True,39,49.0,2.19,False,True,False,E_OTHER,-2.88,-2.88
94,Model1,中证红利低波动,中证红利低波动,512890.SH,2026-01-09,1.162,1.1622905,2026-02-05,1.173,EXIT_PSTAR,114500,27,0.009214133643869712,1192.660625000017,0,1,26,101.22,2026-01-16,107.91,2026-02-05,True,True,20,27.0,105.8,False,True,False,E_OTHER,102.98,101.22
95,Model1,395004.SZ,创业板成长,159915.SZ,2026-02-09,3.291,3.29182275,2026-03-20,3.408,EXIT_PSTAR,40800,39,0.03529268093186359,4705.270199999992,0,1,6,-4.19,2026-03-04,1.74,2026-03-16,True,False,0,,0.89,False,False,False,E_OTHER,-0.81,-0.81
96,Model1,000300.SH,沪深300,510300.SH,2026-03-24,4.4670000000000005,4.468116750000001,2026-04-15,4.732,EXIT_PSTAR,31100,22,0.059059166258356874,8169.977774999977,0,1,6,26.08,2026-04-07,33.63,2026-04-14,True,False,15,,30.51,False,False,False,E_OTHER,27.02,26.08
97,Model1,中证主要消费,中证主要消费,159928.SZ,2026-04-28,0.731,0.7311827499999999,2026-07-15,0.646,EXIT_PSTAR,201300,78,-0.11649994478124638,-17179.797524999973,0,1,48,229.88,2026-06-26,308.65,2026-04-30,True,True,1,78.0,307.56,True,True,False,B_REBOUND_RELAPSE,300.45,293.34
98,Model1,399007.SZ,深证300价格,159912.SZ,2012-03-26,0.921,0.92123025,2026-09-03,0.92123025,EXIT_FINAL,108800,5274,0.0,-25.057462800000003,0,1,6,-21.95,2012-12-03,144.24,2026-06-25,True,True,17,295.0,0.08,True,True,False,B_REBOUND_RELAPSE,-5.67,-5.67
99,Model1,000010.SH,上证180公司治理,510010.SH,2015-12-02,1.013,1.01325325,2026-09-03,1.01325325,EXIT_FINAL,168800,3928,0.0,-42.75928715,0,1,18,-22.33,2016-02-29,83.76,2026-01-29,True,True,0,21.0,4.12,True,True,False,B_REBOUND_RELAPSE,1.06,0.37
100,Model1,980018.SZ,国证商用卫星通信产业,159206.SZ,2026-07-16,1.458,1.4583645,2026-09-03,1.359,EXIT_FINAL,89100,49,-0.06813420101764688,-8883.648675000008,0,1,14,-17.37,2026-07-30,2.03,2026-08-18,True,False,21,,-2.7,True,False,False,B_REBOUND_RELAPSE,-14.9,-14.9
